DateTime,Qheating_building_W,Tair_zoneNorth_K,Tair_zoneCore_K,Tair_zoneSouth_K,heatsys1.schedule1.Tset1,heatsys1.schedule1.Tset2,heatsys1.schedule1.Tset3
8788200,0,294.2146,292.42297,295.75992,294.15,291.15,294.15
8788800,0,294.1843,292.42288,295.71075,294.15,291.15,294.15
8789400,0,294.15207,292.4226,295.6602,294.15,291.15,294.15
8790000,0,294.11798,292.4221,295.6084,294.15,291.15,294.15
8790600,0,294.08228,292.42123,295.55603,294.15,291.15,294.15
8791200,0,294.0449,292.42007,295.50296,291.15,291.15,291.15
8791800,0,293.92383,292.4185,295.3683,291.15,291.15,291.15
8792400,0,293.8131,292.41644,295.24823,291.15,291.15,291.15
8793000,0,293.71075,292.41394,295.1383,291.15,291.15,291.15
8793600,0,293.61646,292.41104,295.03732,291.15,291.15,291.15
8794200,0,293.52817,292.4078,294.94287,291.15,291.15,291.15
8794800,0,293.44574,292.40414,294.8546,291.15,291.15,291.15
8795400,0,293.36862,292.40015,294.77188,291.15,291.15,291.15
8796000,0,293.29703,292.3957,294.69485,291.15,291.15,291.15
8796600,0,293.2305,292.39078,294.62292,291.15,291.15,291.15
8797200,0,293.16766,292.38544,294.55447,291.15,291.15,291.15
8797800,0,293.10907,292.3796,294.49017,291.15,291.15,291.15
8798400,0,293.05392,292.37335,294.4291,291.15,291.15,291.15
8799000,0,293.0012,292.36664,294.37024,291.15,291.15,291.15
8799600,0,292.9516,292.35947,294.3143,291.15,291.15,291.15
8800200,0,292.904,292.35184,294.2602,291.15,291.15,291.15
8800800,0,292.85782,292.34375,294.20746,291.15,291.15,291.15
8801400,0,292.8137,292.3352,294.15656,291.15,291.15,291.15
8802000,0,292.77045,292.32626,294.1065,291.15,291.15,291.15
8802600,0,292.72812,292.31683,294.05734,291.15,291.15,291.15
8803200,0,292.68698,292.30698,294.00928,291.15,291.15,291.15
8803800,0,292.64606,292.29672,293.9614,291.15,291.15,291.15
8804400,0,292.60568,292.286,293.91406,291.15,291.15,291.15
8805000,0,292.56595,292.27487,293.8673,291.15,291.15,291.15
8805600,0,292.52643,292.26334,293.82077,291.15,291.15,291.15
8806200,0,292.48715,292.2514,293.77448,291.15,291.15,291.15
8806800,0,292.4481,292.23907,293.72842,291.15,291.15,291.15
8807400,0,292.40924,292.2264,293.68262,291.15,291.15,291.15
8808000,0,292.3706,292.21338,293.63702,291.15,291.15,291.15
8808600,0,292.3322,292.20004,293.59174,291.15,291.15,291.15
8809200,0,292.29416,292.1864,293.5468,291.15,291.15,291.15
8809800,0,292.25635,292.17245,293.5022,291.15,291.15,291.15
8810400,0,292.2188,292.15826,293.45786,291.15,291.15,291.15
8811000,0,292.18155,292.14386,293.41385,291.15,291.15,291.15
8811600,0,292.1446,292.12918,293.37018,291.15,291.15,291.15
8812200,0,292.10788,292.11423,293.32678,291.15,291.15,291.15
8812800,0,292.07144,292.09906,293.2837,291.15,291.15,291.15
8813400,0,292.0354,292.08353,293.24106,291.15,291.15,291.15
8814000,0,291.99954,292.06766,293.19864,291.15,291.15,291.15
8814600,0,291.96356,292.05133,293.15616,291.15,291.15,291.15
8815200,0,291.92758,292.035,293.1137,291.15,291.15,291.15
8815800,0,291.89224,292.01804,293.072,291.15,291.15,291.15
8816400,0,291.85696,292.00098,293.0304,291.15,291.15,291.15
8817000,0,291.8217,291.98395,292.98877,291.15,291.15,291.15
8817600,0,291.7864,291.96692,292.94717,291.15,291.15,291.15
8818200,0,291.75238,291.94943,292.90698,291.15,291.15,291.15
8818800,0,291.71863,291.93182,292.8671,291.15,291.15,291.15
8819400,0,291.68488,291.9142,292.82724,291.15,291.15,291.15
8820000,0,291.65112,291.89664,292.78738,291.15,291.15,291.15
8820600,0,291.6178,291.87866,292.74796,291.15,291.15,291.15
8821200,0,291.5846,291.8605,292.70868,291.15,291.15,291.15
8821800,0,291.55142,291.84238,292.6694,291.15,291.15,291.15
8822400,0,291.51822,291.82425,292.63013,291.15,291.15,291.15
8823000,0,291.48535,291.80582,292.59125,291.15,291.15,291.15
8823600,0,291.45267,291.78717,292.55258,291.15,291.15,291.15
8824200,0,291.41998,291.76855,292.51392,291.15,291.15,291.15
8824800,0,291.3873,291.74994,292.47525,291.15,291.15,291.15
8825400,0,291.3549,291.73108,292.43692,291.15,291.15,291.15
8826000,0,291.32272,291.712,292.39893,291.15,291.15,291.15
8826600,0,291.29053,291.69293,292.3609,291.15,291.15,291.15
8827200,0,291.25836,291.6739,292.32288,291.15,291.15,291.15
8827800,0,291.2264,291.65475,292.28513,291.15,291.15,291.15
8828400,0,291.19498,291.6355,292.24792,291.15,291.15,291.15
8829000,0,291.1638,291.61618,292.211,291.15,291.15,291.15
8829600,0,291.13284,291.5968,292.17435,291.15,291.15,291.15
8830200,0,291.10214,291.5774,292.13797,291.15,291.15,291.15
8830800,0,291.0717,291.5579,292.10187,291.15,291.15,291.15
8831400,25000,291.04135,291.53833,292.0659,291.15,291.15,291.15
8832000,0,291.47595,291.51868,292.02994,291.15,291.15,291.15
8832600,0,291.3685,291.49893,291.99457,291.15,291.15,291.15
8833200,0,291.27866,291.47913,291.95996,291.15,291.15,291.15
8833800,0,291.20065,291.45926,291.92606,291.15,291.15,291.15
8834400,0,291.13272,291.43936,291.893,291.15,291.15,291.15
8835000,0,291.07162,291.41943,291.86063,291.15,291.15,291.15
8835600,0,291.52765,291.39948,291.82886,291.15,291.15,291.15
8836200,0,291.39526,291.3795,291.79788,291.15,291.15,291.15
8836800,0,291.28226,291.35947,291.7678,291.15,291.15,291.15
8837400,0,291.1836,291.33945,291.73843,291.15,291.15,291.15
8838000,0,291.09894,291.3194,291.7099,291.15,291.15,291.15
8838600,50000,291.62073,291.29935,292.27197,294.15,291.15,294.15
8839200,50000,292.54114,291.2793,293.21954,294.15,291.15,294.15
8839800,50000,293.29333,291.25928,294.00342,294.15,291.15,294.15
8840400,25000,293.8845,291.2393,294.11926,294.15,291.15,294.15
8841000,0,294.35135,291.2194,294.27127,294.15,291.15,294.15
8841600,25000,294.28464,291.1996,293.89365,294.15,291.15,294.15
8842200,25000,294.24765,291.17996,294.5584,294.15,291.15,294.15
8842800,0,294.1763,291.1605,294.1383,294.15,291.15,294.15
8843400,25000,294.19308,291.14127,294.31876,294.15,291.15,294.15
8844000,25000,294.16196,291.1223,293.95984,294.15,291.15,294.15
8844600,25000,294.20404,291.10364,294.13776,294.15,291.15,294.15
8845200,0,294.19086,291.0853,294.3389,294.15,291.15,294.15
8845800,25000,294.2502,291.0673,293.99777,294.15,291.15,294.15
8846400,16000,294.309,291.04968,294.1876,294.15,291.15,294.15
8847000,25000,293.85956,291.4632,294.4006,294.15,291.15,294.15
8847600,0,294.47177,291.40155,294.07486,294.15,291.15,294.15
8848200,25000,294.015,291.3447,294.33044,294.15,291.15,294.15
8848800,25000,294.12143,291.2927,294.04056,294.15,291.15,294.15
8849400,0,294.2719,291.24484,294.27945,294.15,291.15,294.15
8850000,50000,293.90488,291.2012,294.02936,294.15,291.15,294.15
8850600,0,294.07913,291.16135,294.3006,294.15,291.15,294.15
8851200,0,294.28662,291.12512,294.08105,294.15,291.15,294.15
8851800,25000,293.9604,291.092,294.4332,294.15,291.15,294.15
8852400,0,294.1727,291.06195,294.23743,294.15,291.15,294.15
8853000,0,294.4151,291.4885,294.1118,294.15,291.15,294.15
8853600,25000,294.12283,291.41953,294.04984,294.15,291.15,294.15
8854200,0,294.40787,291.35458,294.50708,294.15,291.15,294.15
8854800,0,294.14932,291.29684,294.4695,294.15,291.15,294.15
8855400,0,294.4631,291.2451,294.50064,294.15,291.15,294.15
8856000,0,294.22424,291.19934,294.6057,294.15,291.15,294.15
8856600,25000,294.04016,291.15823,294.7663,294.15,291.15,294.15
8857200,0,294.3642,291.12177,294.97784,294.15,291.15,294.15
8857800,0,294.18448,291.0902,295.2353,294.15,291.15,294.15
8858400,25000,294.04547,291.06256,295.52603,294.15,291.15,294.15
8859000,0,294.39355,291.4912,295.8379,294.15,291.15,294.15
8859600,0,294.22693,291.42566,296.17026,294.15,291.15,294.15
8860200,0,294.0998,291.36658,296.50897,294.15,291.15,294.15
8860800,0,294.5088,291.3143,296.83997,294.15,291.15,294.15
8861400,0,294.34268,291.2702,297.14398,294.15,291.15,294.15
8862000,0,294.2165,291.23306,297.40497,294.15,291.15,294.15
8862600,0,294.1165,291.20084,297.62814,294.15,291.15,294.15
8863200,25000,294.04202,291.1737,297.808,294.15,291.15,294.15
8863800,0,294.45474,291.15173,297.93945,294.15,291.15,294.15
8864400,0,294.3439,291.1348,298.02042,294.15,291.15,294.15
8865000,0,294.25906,291.12125,298.06122,294.15,291.15,294.15
8865600,0,294.19406,291.11072,298.07236,294.15,291.15,294.15
8866200,0,294.14624,291.10333,298.0516,294.15,291.15,294.15
8866800,0,294.1113,291.09882,298.00153,294.15,291.15,294.15
8867400,0,294.08508,291.0969,297.92474,294.15,291.15,294.15
8868000,0,294.06488,291.09735,297.8269,294.15,291.15,294.15
8868600,25000,294.0486,291.09995,297.7197,294.15,291.15,294.15
8869200,0,294.50104,291.1045,297.61392,294.15,291.15,294.15
8869800,0,294.4135,291.11087,297.5177,294.15,291.15,294.15
8870400,0,294.34283,291.1185,297.43256,294.15,291.15,294.15
8871000,0,294.2859,291.1271,297.3592,294.15,291.15,294.15
8871600,0,294.24258,291.13672,297.2996,294.15,291.15,294.15
8872200,0,294.21014,291.14716,297.25125,294.15,291.15,294.15
8872800,0,294.187,291.1583,297.21152,294.15,291.15,294.15
8873400,0,294.1723,291.16998,297.17896,294.15,291.15,294.15
8874000,0,294.16556,291.18216,297.15298,294.15,291.15,294.15
8874600,0,294.1655,291.1947,297.12946,294.15,291.15,294.15
8875200,0,294.17194,291.20755,297.10788,294.15,291.15,294.15
8875800,0,294.17947,291.22055,297.0816,294.15,291.15,294.15
8876400,0,294.1884,291.23367,297.05093,294.15,291.15,294.15
8877000,0,294.19113,291.24686,297.00992,294.15,291.15,294.15
8877600,0,294.18436,291.26,296.9558,291.15,291.15,291.15
8878200,0,294.08026,291.27304,296.80322,291.15,291.15,291.15
8878800,0,293.97247,291.2858,296.6481,291.15,291.15,291.15
8879400,0,293.86606,291.2983,296.49597,291.15,291.15,291.15
8880000,0,293.7645,291.31046,296.34988,291.15,291.15,291.15
8880600,0,293.6684,291.3222,296.20993,291.15,291.15,291.15
8881200,0,293.5764,291.3336,296.0757,291.15,291.15,291.15
8881800,0,293.4879,291.34454,295.94876,291.15,291.15,291.15
8882400,0,293.4031,291.35507,295.82864,291.15,291.15,291.15
8883000,0,293.3232,291.36502,295.71643,291.15,291.15,291.15
8883600,0,293.24777,291.37448,295.61154,291.15,291.15,291.15
8884200,0,293.17694,291.3833,295.5136,291.15,291.15,291.15
8884800,0,293.1105,291.3915,295.42252,291.15,291.15,291.15
8885400,0,293.04788,291.39908,295.3369,291.15,291.15,291.15
8886000,0,292.98923,291.406,295.25717,291.15,291.15,291.15
8886600,0,292.93372,291.41226,295.18198,291.15,291.15,291.15
8887200,0,292.8812,291.41785,295.11105,291.15,291.15,291.15
8887800,0,292.83112,291.42276,295.04367,291.15,291.15,291.15
8888400,0,292.78317,291.427,294.97925,291.15,291.15,291.15
8889000,0,292.7372,291.4306,294.91766,291.15,291.15,291.15
8889600,0,292.69284,291.43353,294.8584,291.15,291.15,291.15
8890200,0,292.64975,291.43585,294.801,291.15,291.15,291.15
8890800,0,292.60767,291.43753,294.74503,291.15,291.15,291.15
8891400,0,292.56668,291.4386,294.6907,291.15,291.15,291.15
8892000,0,292.52643,291.43906,294.63745,291.15,291.15,291.15
8892600,0,292.48663,291.4389,294.5849,291.15,291.15,291.15
8893200,0,292.44705,291.43814,294.53275,291.15,291.15,291.15
8893800,0,292.40814,291.43683,294.48157,291.15,291.15,291.15
8894400,0,292.36954,291.43497,294.4309,291.15,291.15,291.15
8895000,0,292.33105,291.43253,294.3805,291.15,291.15,291.15
8895600,0,292.29254,291.42957,294.3301,291.15,291.15,291.15
8896200,0,292.25418,291.4261,294.28006,291.15,291.15,291.15
8896800,0,292.21585,291.42206,294.2302,291.15,291.15,291.15
8897400,0,292.1774,291.4175,294.18027,291.15,291.15,291.15
8898000,0,292.13876,291.41248,294.1302,291.15,291.15,291.15
8898600,0,292.09998,291.40695,294.08008,291.15,291.15,291.15
8899200,0,292.06104,291.40094,294.02988,291.15,291.15,291.15
8899800,0,292.02164,291.39438,293.9793,291.15,291.15,291.15
8900400,0,291.98184,291.38718,293.9284,291.15,291.15,291.15
8901000,0,291.9414,291.37912,293.87698,291.15,291.15,291.15
8901600,0,291.90094,291.371,293.82553,291.15,291.15,291.15
8902200,0,291.86,291.36136,293.77365,291.15,291.15,291.15
8902800,0,291.81894,291.35156,293.72174,291.15,291.15,291.15
8903400,0,291.77792,291.3418,293.66986,291.15,291.15,291.15
8904000,0,291.73688,291.332,293.61795,291.15,291.15,291.15
8904600,0,291.6961,291.32095,293.5664,291.15,291.15,291.15
8905200,0,291.65536,291.30963,293.51495,291.15,291.15,291.15
8905800,0,291.61462,291.2983,293.46353,291.15,291.15,291.15
8906400,0,291.57388,291.28696,293.41208,291.15,291.15,291.15
8907000,0,291.53336,291.27457,293.3611,291.15,291.15,291.15
8907600,0,291.49292,291.26172,293.31033,291.15,291.15,291.15
8908200,0,291.45248,291.2489,293.25955,291.15,291.15,291.15
8908800,0,291.41205,291.23605,293.20877,291.15,291.15,291.15
8909400,0,291.3718,291.22238,293.15836,291.15,291.15,291.15
8910000,0,291.33163,291.20813,293.1082,291.15,291.15,291.15
8910600,0,291.2915,291.19388,293.058,291.15,291.15,291.15
8911200,0,291.25134,291.17963,293.00784,291.15,291.15,291.15
8911800,0,291.2116,291.16473,292.95822,291.15,291.15,291.15
8912400,0,291.17224,291.1492,292.90912,291.15,291.15,291.15
8913000,0,291.1329,291.13367,292.86002,291.15,291.15,291.15
8913600,0,291.09354,291.11813,292.81088,291.15,291.15,291.15
8914200,0,291.05466,291.1024,292.76218,291.15,291.15,291.15
8914800,0,291.52554,291.0865,292.71353,291.15,291.15,291.15
8915400,0,291.40042,291.07025,292.66522,291.15,291.15,291.15
8916000,0,291.29517,291.05362,292.61786,291.15,291.15,291.15
8916600,0,291.1994,291.48926,292.57114,291.15,291.15,291.15
8917200,0,291.1187,291.426,292.5261,291.15,291.15,291.15
8917800,0,291.05487,291.36734,292.4844,291.15,291.15,291.15
8918400,0,291.5121,291.31177,292.44482,291.15,291.15,291.15
8919000,0,291.3909,291.26132,292.41077,291.15,291.15,291.15
8919600,0,291.30716,291.21524,292.38452,291.15,291.15,291.15
8920200,0,291.25314,291.1723,292.36542,291.15,291.15,291.15
8920800,0,291.22504,291.132,292.3545,291.15,291.15,291.15
8921400,0,291.21973,291.0943,292.3531,291.15,291.15,291.15
8922000,0,291.23068,291.05893,292.36035,291.15,291.15,291.15
8922600,0,291.25244,291.47852,292.37482,291.15,291.15,291.15
8923200,0,291.27087,291.40015,292.3912,291.15,291.15,291.15
8923800,0,291.27798,291.32758,292.40424,291.15,291.15,291.15
8924400,0,291.27887,291.26086,292.41504,291.15,291.15,291.15
8925000,50000,291.87253,291.20062,293.01913,294.15,291.15,294.15
8925600,50000,292.84808,291.1457,293.9984,294.15,291.15,294.15
8926200,25000,293.64255,291.09573,294.3048,294.15,291.15,294.15
8926800,0,294.27823,291.0502,294.10382,294.15,291.15,294.15
8927400,0,294.34937,291.46237,294.46802,294.15,291.15,294.15
8928000,25000,293.92343,291.37582,294.27353,294.15,291.15,294.15
8928600,0,294.0547,291.2962,294.1318,294.15,291.15,294.15
8929200,50000,294.23532,291.22525,294.03452,294.15,291.15,294.15
8929800,0,294.34058,291.16174,294.442,294.15,291.15,294.15
8930400,25000,293.99936,291.1054,294.33444,294.15,291.15,294.15
8931000,0,294.19168,291.05444,294.26746,294.15,291.15,294.15
8931600,0,294.41965,291.46255,294.24472,294.15,291.15,294.15
8932200,0,294.11578,291.3735,294.26486,294.15,291.15,294.15
8932800,0,294.39172,291.2921,294.31546,294.15,291.15,294.15
8933400,0,294.12613,291.22104,294.39175,294.15,291.15,294.15
8934000,0,294.43036,291.15778,294.48233,294.15,291.15,294.15
8934600,0,294.1827,291.10233,294.5813,294.15,291.15,294.15
8935200,25000,293.993,291.05338,294.68332,294.15,291.15,294.15
8935800,0,294.30432,291.46228,294.78574,294.15,291.15,294.15
8936400,0,294.11157,291.376,294.88654,294.15,291.15,294.15
8937000,0,294.4727,291.29794,294.9869,294.15,291.15,294.15
8937600,0,294.2681,291.23022,295.08926,294.15,291.15,294.15
8938200,0,294.11362,291.1717,295.19342,294.15,291.15,294.15
8938800,0,294.50076,291.11975,295.2985,294.15,291.15,294.15
8939400,0,294.31833,291.07532,295.40433,294.15,291.15,294.15
8940000,16000,294.17908,291.0371,295.51035,294.15,291.15,294.15
8940600,0,294.0693,291.4312,295.61594,294.15,291.15,294.15
8941200,0,294.49802,291.3547,295.72037,294.15,291.15,294.15
8941800,0,294.34668,291.28867,295.82266,294.15,291.15,294.15
8942400,0,294.22998,291.23236,295.92236,294.15,291.15,294.15
8943000,0,294.1353,291.1829,296.02002,294.15,291.15,294.15
8943600,0,294.06094,291.14038,296.1159,294.15,291.15,294.15
8944200,0,294.51563,291.1047,296.21323,294.15,291.15,294.15
8944800,0,294.3856,291.0754,296.3146,294.15,291.15,294.15
8945400,0,294.28403,291.05127,296.42688,294.15,291.15,294.15
8946000,0,294.2021,291.4816,296.55237,294.15,291.15,294.15
8946600,0,294.14114,291.416,296.69507,294.15,291.15,294.15
8947200,0,294.09854,291.35995,296.85165,294.15,291.15,294.15
8947800,0,294.06647,291.3117,297.01062,294.15,291.15,294.15
8948400,25000,294.04318,291.27063,297.1598,294.15,291.15,294.15
8949000,0,294.4931,291.23477,297.29114,294.15,291.15,294.15
8949600,0,294.408,291.20618,297.38123,294.15,291.15,294.15
8950200,0,294.34103,291.18243,297.4393,294.15,291.15,294.15
8950800,0,294.2879,291.16272,297.47488,294.15,291.15,294.15
8951400,0,294.24826,291.14713,297.4963,294.15,291.15,294.15
8952000,0,294.21988,291.13525,297.5183,294.15,291.15,294.15
8952600,0,294.2012,291.12668,297.55075,294.15,291.15,294.15
8953200,0,294.19046,291.12097,297.59897,294.15,291.15,294.15
8953800,0,294.18622,291.1178,297.66296,294.15,291.15,294.15
8954400,0,294.1872,291.11682,297.7372,294.15,291.15,294.15
8955000,0,294.19214,291.11774,297.81107,294.15,291.15,294.15
8955600,0,294.1998,291.12036,297.875,294.15,291.15,294.15
8956200,0,294.20877,291.12442,297.92203,294.15,291.15,294.15
8956800,0,294.21832,291.12976,297.9503,294.15,291.15,294.15
8957400,0,294.22742,291.1362,297.95978,294.15,291.15,294.15
8958000,0,294.23486,291.1436,297.94998,294.15,291.15,294.15
8958600,0,294.23895,291.15167,297.92007,294.15,291.15,294.15
8959200,0,294.24023,291.16052,297.87033,294.15,291.15,294.15
8959800,0,294.23633,291.16995,297.80713,294.15,291.15,294.15
8960400,0,294.22656,291.17987,297.73224,294.15,291.15,294.15
8961000,0,294.21182,291.19037,297.64355,294.15,291.15,294.15
8961600,0,294.19098,291.20102,297.55164,294.15,291.15,294.15
8962200,0,294.16455,291.21198,297.4517,294.15,291.15,294.15
8962800,0,294.13315,291.223,297.34708,294.15,291.15,294.15
8963400,0,294.09686,291.23407,297.23807,294.15,291.15,294.15
8964000,0,294.0562,291.2451,297.1268,291.15,291.15,291.15
8964600,0,293.92923,291.25598,296.9324,291.15,291.15,291.15
8965200,0,293.81183,291.26648,296.75204,291.15,291.15,291.15
8965800,0,293.70078,291.2766,296.58276,291.15,291.15,291.15
8966400,0,293.59586,291.28632,296.42606,291.15,291.15,291.15
8967000,0,293.49634,291.2956,296.27927,291.15,291.15,291.15
8967600,0,293.40274,291.3044,296.14252,291.15,291.15,291.15
8968200,0,293.31454,291.31274,296.01483,291.15,291.15,291.15
8968800,0,293.23218,291.3205,295.8968,291.15,291.15,291.15
8969400,0,293.15518,291.32764,295.78754,291.15,291.15,291.15
8970000,0,293.08264,291.33414,295.68533,291.15,291.15,291.15
8970600,0,293.01462,291.34,295.5904,291.15,291.15,291.15
8971200,0,292.9499,291.34515,295.5006,291.15,291.15,291.15
8971800,0,292.88885,291.34967,295.41666,291.15,291.15,291.15
8972400,0,292.8305,291.3535,295.33694,291.15,291.15,291.15
8973000,0,292.77466,291.3566,295.26123,291.15,291.15,291.15
8973600,0,292.72083,291.35904,295.18872,291.15,291.15,291.15
8974200,0,292.6686,291.36075,295.11884,291.15,291.15,291.15
8974800,0,292.61795,291.36182,295.05148,291.15,291.15,291.15
8975400,0,292.56842,291.36218,294.9861,291.15,291.15,291.15
8976000,0,292.51974,291.36188,294.92224,291.15,291.15,291.15
8976600,0,292.47165,291.3609,294.85944,291.15,291.15,291.15
8977200,0,292.42352,291.3593,294.79663,291.15,291.15,291.15
8977800,0,292.37585,291.3571,294.73465,291.15,291.15,291.15
8978400,0,292.32864,291.3542,294.67352,291.15,291.15,291.15
8979000,0,292.2817,291.35068,294.61285,291.15,291.15,291.15
8979600,0,292.2348,291.34662,294.5523,291.15,291.15,291.15
8980200,0,292.1881,291.34195,294.49222,291.15,291.15,291.15
8980800,0,292.14166,291.33667,294.43256,291.15,291.15,291.15
8981400,0,292.09537,291.33087,294.3731,291.15,291.15,291.15
8982000,0,292.04926,291.3246,294.31393,291.15,291.15,291.15
8982600,0,292.00336,291.31772,294.25513,291.15,291.15,291.15
8983200,0,291.95767,291.31033,294.1966,291.15,291.15,291.15
8983800,0,291.91223,291.30246,294.13834,291.15,291.15,291.15
8984400,0,291.867,291.2941,294.08038,291.15,291.15,291.15
8985000,0,291.82202,291.28525,294.02274,291.15,291.15,291.15
8985600,0,291.77722,291.2759,293.9653,291.15,291.15,291.15
8986200,0,291.7327,291.266,293.9082,291.15,291.15,291.15
8986800,0,291.68842,291.25546,293.85135,291.15,291.15,291.15
8987400,0,291.64435,291.24405,293.79483,291.15,291.15,291.15
8988000,0,291.60028,291.2326,293.73834,291.15,291.15,291.15
8988600,0,291.5564,291.2197,293.68225,291.15,291.15,291.15
8989200,0,291.5125,291.20663,293.62622,291.15,291.15,291.15
8989800,0,291.46863,291.19354,293.5702,291.15,291.15,291.15
8990400,0,291.42474,291.18048,293.51413,291.15,291.15,291.15
8991000,0,291.38153,291.16623,293.459,291.15,291.15,291.15
8991600,0,291.33844,291.15167,293.40408,291.15,291.15,291.15
8992200,0,291.29538,291.13715,293.34918,291.15,291.15,291.15
8992800,0,291.2523,291.1226,293.29425,291.15,291.15,291.15
8993400,0,291.2099,291.10706,293.24033,291.15,291.15,291.15
8994000,0,291.16782,291.09113,293.18674,291.15,291.15,291.15
8994600,0,291.1257,291.0752,293.13318,291.15,291.15,291.15
8995200,0,291.08362,291.05923,293.07962,291.15,291.15,291.15
8995800,41000,291.04166,291.043,293.02625,291.15,291.15,291.15
8996400,0,291.46347,291.45447,292.97308,291.15,291.15,291.15
8997000,0,291.34274,291.3911,292.92026,291.15,291.15,291.15
8997600,0,291.2384,291.33356,292.86768,291.15,291.15,291.15
8998200,0,291.14392,291.27994,292.81522,291.15,291.15,291.15
8998800,0,291.0585,291.23013,292.76288,291.15,291.15,291.15
8999400,0,291.49307,291.18457,292.7107,291.15,291.15,291.15
9000000,0,291.33734,291.14273,292.6586,291.15,291.15,291.15
9000600,0,291.20288,291.10382,292.6067,291.15,291.15,291.15
9001200,0,291.08365,291.06683,292.55493,291.15,291.15,291.15
9001800,0,291.49304,291.48535,292.50345,291.15,291.15,291.15
9002400,0,291.31754,291.40344,292.4526,291.15,291.15,291.15
9003000,0,291.17477,291.32852,292.404,291.15,291.15,291.15
9003600,0,291.05667,291.25986,292.35806,291.15,291.15,291.15
9004200,0,291.47214,291.19592,292.31494,291.15,291.15,291.15
9004800,0,291.31433,291.1381,292.27692,291.15,291.15,291.15
9005400,0,291.1953,291.08527,292.24478,291.15,291.15,291.15
9006000,16000,291.10715,291.0358,292.21796,291.15,291.15,291.15
9006600,25000,291.04874,291.41833,292.19705,291.15,291.15,291.15
9007200,0,291.48196,291.32718,292.18192,291.15,291.15,291.15
9007800,0,291.38248,291.2465,292.17313,291.15,291.15,291.15
9008400,0,291.3059,291.17288,292.16858,291.15,291.15,291.15
9009000,0,291.2433,291.10504,292.16623,291.15,291.15,291.15
9009600,16000,291.19092,291.0432,292.1647,291.15,291.15,291.15
9010200,0,291.14398,291.4155,292.16266,291.15,291.15,291.15
9010800,0,291.1028,291.31927,292.16132,291.15,291.15,291.15
9011400,50000,291.6627,291.2293,292.75555,294.15,291.15,294.15
9012000,50000,292.6125,291.14835,293.7233,294.15,291.15,294.15
9012600,25000,293.38968,291.0754,294.5324,294.15,291.15,294.15
9013200,25000,294.00998,291.46313,294.2276,294.15,291.15,294.15
9013800,50000,294.0028,291.35287,293.9993,294.15,291.15,294.15
9014400,25000,294.0234,291.2529,294.29456,294.15,291.15,294.15
9015000,0,294.0634,291.16455,294.09467,294.15,291.15,294.15
9015600,25000,294.17322,291.08563,294.46164,294.15,291.15,294.15
9016200,0,294.22534,291.46814,294.27124,294.15,291.15,294.15
9016800,0,294.34015,291.35413,294.13712,294.15,291.15,294.15
9017400,50000,293.94598,291.2516,294.04562,294.15,291.15,294.15
9018000,0,294.1027,291.16132,294.46057,294.15,291.15,294.15
9018600,0,294.2925,291.08157,294.35028,294.15,291.15,294.15
9019200,25000,293.95108,291.46414,294.28046,294.15,291.15,294.15
9019800,0,294.14642,291.35016,294.24536,294.15,291.15,294.15
9020400,0,294.36826,291.24823,294.23853,294.15,291.15,294.15
9021000,0,294.05304,291.15924,294.25513,294.15,291.15,294.15
9021600,0,294.31473,291.08044,294.28992,294.15,291.15,294.15
9022200,25000,294.03085,291.4656,294.34122,294.15,291.15,294.15
9022800,0,294.27087,291.3537,294.40515,294.15,291.15,294.15
9023400,25000,294.02695,291.25555,294.47946,294.15,291.15,294.15
9024000,0,294.29004,291.1683,294.55795,294.15,291.15,294.15
9024600,0,294.06213,291.0935,294.63272,294.15,291.15,294.15
9025200,16000,294.39114,291.0264,294.70065,294.15,291.15,294.15
9025800,0,294.1504,291.39563,294.75784,294.15,291.15,294.15
9026400,25000,293.967,291.29678,294.80435,294.15,291.15,294.15
9027000,0,294.27856,291.20938,294.8459,294.15,291.15,294.15
9027600,0,294.08643,291.13504,294.88788,294.15,291.15,294.15
9028200,0,294.44113,291.06906,294.93372,294.15,291.15,294.15
9028800,0,294.222,291.46527,294.9852,294.15,291.15,294.15
9029400,0,294.05606,291.36584,295.04352,294.15,291.15,294.15
9030000,0,294.4344,291.27634,295.1058,294.15,291.15,294.15
9030600,0,294.24152,291.19968,295.16855,294.15,291.15,294.15
9031200,0,294.09177,291.13388,295.22693,294.15,291.15,294.15
9031800,0,294.48047,291.07578,295.27982,294.15,291.15,294.15
9032400,0,294.2907,291.47922,295.32565,294.15,291.15,294.15
9033000,0,294.14563,291.38657,295.36343,294.15,291.15,294.15
9033600,25000,294.033,291.30457,295.3948,294.15,291.15,294.15
9034200,0,294.40405,291.23224,295.4223,294.15,291.15,294.15
9034800,0,294.25464,291.17178,295.4465,294.15,291.15,294.15
9035400,0,294.1339,291.11926,295.46826,294.15,291.15,294.15
9036000,25000,294.03488,291.0733,295.48755,294.15,291.15,294.15
9036600,16000,294.42078,291.0345,295.5038,294.15,291.15,294.15
9037200,0,294.27603,291.42776,295.51678,294.15,291.15,294.15
9037800,0,294.16522,291.35184,295.52576,294.15,291.15,294.15
9038400,0,294.07352,291.2849,295.5319,294.15,291.15,294.15
9039000,0,294.50897,291.22675,295.5353,294.15,291.15,294.15
9039600,0,294.35962,291.17822,295.535,294.15,291.15,294.15
