Datetime,Qheating_building_W,Tair_dayzone_K,Tair_nightzone_K
0,3021.0072021484375,293.1499938964844,293.1499938964844
900,2578.4434814453125,293.1500244140625,293.1500549316406
1800,2562.588134765625,293.1499938964844,293.1499938964844
2700,2547.5404052734375,293.1499938964844,293.1499938964844
3600,2533.2056884765625,293.1499938964844,293.1499938964844
4500,2516.7464599609375,293.1499938964844,293.1499938964844
5400,2500.6500244140625,293.1499938964844,293.1499938964844
6300,2485.214111328125,293.1499938964844,293.1499938964844
7200,2470.961669921875,293.1499938964844,293.1499938964844
8100,2454.53076171875,293.1499938964844,293.1499938964844
9000,2440.7032470703125,293.1499938964844,293.1499938964844
9900,2426.97265625,293.1499938964844,293.1499938964844
10800,2413.71533203125,293.1499938964844,293.1499938964844
11700,2408.6495361328125,293.1499938964844,293.1499938964844
12600,2405.4661865234375,293.1499938964844,293.1499938964844
13500,2402.5810546875,293.1499938964844,293.1499938964844
14400,2396.1248779296875,293.1499938964844,293.1499938964844
15300,2376.807373046875,293.1499938964844,293.1499938964844
16200,2355.0462646484375,293.1499938964844,293.1499938964844
17100,2334.2803955078125,293.1499938964844,293.1499938964844
18000,2313.5145263671875,293.1499938964844,293.1499938964844
18900,2296.9005126953125,293.1499938964844,293.1499938964844
19800,2287.021240234375,293.1499938964844,293.1499938964844
20700,2277.1422119140625,293.1499938964844,293.1499938964844
21600,2267.2093505859375,293.1499938964844,293.1499938964844
22500,2259.7711181640625,293.1499938964844,293.1499938964844
23400,2252.089111328125,293.1499938964844,293.1499938964844
24300,2244.1365966796875,293.1499938964844,293.1499938964844
25200,2236.183837890625,293.1499938964844,293.1499938964844
26100,2234.2412109375,293.1499938964844,293.1499938964844
27000,2230.2689208984375,293.1499938964844,293.1499938964844
27900,2224.234130859375,293.1499938964844,293.1499938964844
28800,2213.941650390625,293.1499938964844,293.1499938964844
29700,2185.2724609375,293.1499938964844,293.1499938964844
30600,2135.4598388671875,293.1499938964844,293.1499938964844
31500,2064.1015014648438,293.1499938964844,293.1499938964844
32400,2005.9267578125,293.1499938964844,293.1499938964844
33300,1969.5125122070312,293.1499938964844,293.1499938964844
34200,1930.2887573242188,293.1499938964844,293.1499938964844
35100,1894.2568359375,293.1499938964844,293.1499938964844
36000,1862.3186645507812,293.1499938964844,293.1499938964844
36900,1824.2037963867188,293.1499938964844,293.1499938964844
37800,1787.65234375,293.1499938964844,293.1499938964844
38700,1751.2332153320312,293.1499938964844,293.1499938964844
39600,1714.8917846679688,293.1499938964844,293.1499938964844
40500,1651.04248046875,293.1499938964844,293.1499938964844
41400,1590.7152709960938,293.1499938964844,293.1499938964844
42300,1532.2265014648438,293.1499938964844,293.1499938964844
43200,1479.6214599609375,293.1499938964844,293.1499938964844
44100,1497.0687866210938,293.1499938964844,293.1499938964844
45000,1520.9442138671875,293.1499938964844,293.1499938964844
45900,1547.3742065429688,293.1499938964844,293.1499938964844
46800,1574.8124389648438,293.1499938964844,293.1499938964844
47700,773.6437683105469,292.7876892089844,292.7877197265625
48600,128.3908233642578,292.42694091796875,292.4250183105469
49500,0.0,292.3499755859375,292.1703186035156
50400,0.0,292.3304748535156,292.13861083984375
51300,0.0,292.3148193359375,292.1191711425781
52200,0.0,292.2989807128906,292.0999755859375
53100,0.0,292.28094482421875,292.0779724121094
54000,0.0,292.2625427246094,292.0555419921875
54900,0.0,292.2444152832031,292.0332336425781
55800,0.0,292.2282409667969,292.01324462890625
56700,0.0,292.2139892578125,291.9956970214844
57600,0.0,292.2005310058594,291.9791564941406
58500,0.0,292.18896484375,291.9648742675781
59400,0.0,292.17779541015625,291.9510803222656
60300,0.0,292.1666259765625,291.9372863769531
61200,0.0,292.1547546386719,291.9224853515625
62100,0.0,292.15087890625,291.91729736328125
63000,0.0,292.14794921875,291.91357421875
63900,0.0,292.14532470703125,291.9102783203125
64800,0.0,292.1415100097656,291.9055480957031
65700,0.0,292.1363220214844,291.8991394042969
66600,0.0,292.1292724609375,291.89031982421875
67500,0.0,292.12225341796875,291.88140869140625
68400,0.0,292.1152038574219,291.8724670410156
69300,0.0,292.102294921875,291.8565368652344
70200,0.0,292.0877990722656,291.8382568359375
71100,0.0,292.07305908203125,291.8194885253906
72000,0.0,292.0585632324219,291.8009948730469
72900,232.96322631835938,292.0362243652344,291.9424743652344
73800,1016.3807373046875,292.3449401855469,292.344970703125
74700,1791.6878662109375,292.7474670410156,292.7474670410156
75600,2555.234375,293.14996337890625,293.14996337890625
76500,2376.1998291015625,293.1499938964844,293.1499938964844
77400,2370.4903564453125,293.1499938964844,293.1499938964844
78300,2364.9478759765625,293.1499938964844,293.1499938964844
79200,2359.58544921875,293.1499938964844,293.1499938964844
80100,2344.83251953125,293.1499938964844,293.1499938964844
81000,2329.661376953125,293.1499938964844,293.1499938964844
81900,2314.6719970703125,293.1499938964844,293.1499938964844
82800,2302.179443359375,293.1499938964844,293.1499938964844
83700,2296.8060302734375,293.1499938964844,293.1499938964844
84600,2294.8583984375,293.1499938964844,293.1499938964844
85500,2293.2423095703125,293.1499938964844,293.1499938964844
86400,2291.7799072265625,293.1499938964844,293.1499938964844
87300,2297.6385498046875,293.1499938964844,293.1499938964844
88200,2302.8038330078125,293.1499938964844,293.1499938964844
89100,2306.935302734375,293.1499938964844,293.1499938964844
90000,2309.6968994140625,293.1499938964844,293.1499938964844
90900,2313.1234130859375,293.1499938964844,293.1499938964844
91800,2312.1636962890625,293.1499938964844,293.1499938964844
92700,2311.18212890625,293.1499938964844,293.1499938964844
