Elapsed_time_sec,Q_heating,T_day,T_night
2200200,193.03,289.29,289.15
2200800,164.35,289.31,289.15
2201400,136.67,289.33,289.15
2202000,99.42,289.36,289.15
2202600,71.98,289.38,289.15
2203200,45.54,289.4,289.15
2203800,19.84,289.42,289.15
2204400,0,289.43,289.15
2205000,0,289.45,289.17
2205600,0,289.46,289.19
2206200,0,289.44,289.18
2206800,26.56,289.41,289.15
2207400,77.25,289.35,289.15
2208000,127.15,289.31,289.15
2208600,160.22,289.27,289.15
2209200,176.88,289.24,289.15
2209800,187.4,289.23,289.15
2210400,191.88,289.21,289.15
2211000,191.55,289.21,289.15
2211600,194,289.2,289.15
2212200,200.1,289.19,289.15
2212800,210.33,289.18,289.15
2213400,219.49,289.17,289.15
2214000,227.94,289.16,289.15
2214600,244.75,289.15,289.15
2215200,266.05,289.15,289.15
2215800,291.87,289.15,289.15
2216400,332.96,289.15,289.15
2217000,389.82,289.15,289.15
2217600,456.69,289.15,289.15
2218200,2033.19,289.98,289.48
2218800,3227.01,290.82,289.82
2219400,4392.85,291.65,290.15
2220000,5541.29,292.48,290.48
2220600,6675.61,293.32,290.82
2221200,7799.01,294.15,291.15
2221800,7339.17,294.15,291.15
2222400,7357.78,294.15,291.15
2223000,7251.69,294.15,291.15
2223600,7331.2,294.15,291.15
2224200,7223.32,294.15,291.15
2224800,7167.22,294.15,291.15
2225400,7178.89,294.15,291.15
2226000,7155.62,294.15,291.15
2226600,7132.83,294.15,291.15
2227200,7110.56,294.15,291.15
2227800,7088.81,294.15,291.15
2228400,7067.35,294.15,291.15
2229000,7046.67,294.15,291.15
2229600,7026.05,294.15,291.15
2230200,7005.77,294.15,291.15
2230800,6986.64,294.15,291.15
2231400,6967.69,294.15,291.15
2232000,6951.22,294.15,291.15
2232600,6934.58,294.15,291.15
2233200,6919.45,294.15,291.15
2233800,6904.48,294.15,291.15
2234400,6890.52,294.15,291.15
2235000,6876.74,294.15,291.15
2235600,6864.19,294.15,291.15
2236200,6558.13,293.65,291.48
2236800,6309.11,293.15,291.82
2237400,6063.45,292.65,292.15
2238000,5820.88,292.15,292.48
2238600,5580.51,291.65,292.82
2239200,5344.18,291.15,293.15
2239800,5400.37,291.15,293.15
2240400,5404.88,291.15,293.15
2241000,5409.56,291.15,293.15
2241600,5414.24,291.15,293.15
2242200,5419.2,291.15,293.15
2242800,5427.48,291.15,293.15
2243400,5432.85,291.15,293.15
2244000,5442.19,291.15,293.15
2244600,5454.25,291.15,293.15
2245200,5467.26,291.15,293.15
2245800,5480.35,291.15,293.15
2246400,5493.49,291.15,293.15
2247000,4868.72,291.15,293.15
2247600,4890.48,291.15,293.15
2248200,4901.01,291.15,293.15
2248800,4910.4,291.15,293.15
2249400,4919.91,291.15,293.15
2250000,4930.09,291.15,293.15
2250600,4940.45,291.15,293.15
2251200,4951.59,291.15,293.15
2251800,4963.1,291.15,293.15
2252400,4975.02,291.15,293.15
2253000,4987.22,291.15,293.15
2253600,4997.84,291.15,293.15
2254200,5008.92,291.15,293.15
2254800,5014.84,291.15,293.15
2255400,5019.17,291.15,293.15
2256000,5023.38,291.15,293.15
2256600,5027.52,291.15,293.15
2257200,5031.59,291.15,293.15
2257800,5037.91,291.15,293.15
2258400,5046.47,291.15,293.15
2259000,5055.04,291.15,293.15
2259600,5063.6,291.15,293.15
2260200,5073.2,291.15,293.15
2260800,5083.17,291.15,293.15
2261400,5092.92,291.15,293.15
2262000,5103.77,291.15,293.15
2262600,5114.62,291.15,293.15
2263200,5125.61,291.15,293.15
2263800,5136.75,291.15,293.15
2264400,5147.9,291.15,293.15
2265000,5157.6,291.15,293.15
2265600,5165.82,291.15,293.15
2266200,5172.38,291.15,293.15
2266800,5179.4,291.15,293.15
2267400,5186.96,291.15,293.15
2268000,5194.83,291.15,293.15
2268600,3977.07,290.82,292.48
2269200,3090.39,290.48,291.82
2269800,2214.21,290.15,291.15
2270400,1425.52,289.84,290.48
2271000,894.67,289.77,289.82
2271600,368.74,289.75,289.15
2272200,616.06,289.65,289.15
2272800,647.53,289.51,289.15
2273400,675.47,289.38,289.15
2274000,692.63,289.25,289.15
2274600,716.83,289.15,289.15
2275200,757.85,289.15,289.15
2275800,625.2,289.15,289.15
2276400,481.25,289.16,289.15
2277000,421.63,289.21,289.15
2277600,376.53,289.25,289.15
2278200,338.64,289.28,289.15
2278800,293.87,289.32,289.15
2279400,239.05,289.36,289.15
2280000,190.91,289.41,289.15
2280600,143.32,289.45,289.15
2281200,94.14,289.49,289.15
2281800,43.52,289.53,289.15
2282400,0,289.59,289.16
2283000,0,289.64,289.22
2283600,0,289.68,289.28
2284200,0,289.72,289.33
2284800,0,289.76,289.39
2285400,0,289.8,289.44
2286000,0,289.83,289.5
2286600,0,289.86,289.54
2287200,0,289.9,289.59
2287800,0,289.93,289.64
2288400,0,289.96,289.69
2289000,0,289.99,289.73
2289600,0,290.01,289.78
2290200,0,290.04,289.82
2290800,0,290.06,289.86
2291400,0,290.09,289.9
2292000,0,290.11,289.93
2292600,0,290.13,289.97
2293200,0,290.15,290.01
2293800,0,290.17,290.04
2294400,0,290.19,290.07
2295000,0,290.22,290.11
2295600,0,290.24,290.14
2296200,0,290.26,290.18
2296800,0,290.27,290.21
2297400,0,290.29,290.23
2298000,0,290.3,290.26
2298600,0,290.31,290.27
2299200,0,290.3,290.27
2299800,0,290.3,290.27
2300400,0,290.28,290.26
2301000,0,290.27,290.24
2301600,0,290.24,290.21
2302200,0,290.21,290.18
2302800,0,290.18,290.13
2303400,0,290.13,290.07
2304000,0,290.07,290
2304600,0,290.01,289.92
2305200,1182.3,290.82,289.85
2305800,2464.69,291.65,290.15
2306400,3722.7,292.48,290.48
2307000,4918.86,293.32,290.82
2307600,6005.82,294.15,291.15
2308200,5645.51,294.15,291.15
2308800,5626.05,294.15,291.15
2309400,5613.9,294.15,291.15
2310000,5602,294.15,291.15
2310600,5590.32,294.15,291.15
2311200,5580.28,294.15,291.15
2311800,5579.68,294.15,291.15
2312400,5581.15,294.15,291.15
2313000,5582.62,294.15,291.15
2313600,5584.73,294.15,291.15
2314200,5587.26,294.15,291.15
2314800,5589.79,294.15,291.15
2315400,5592.45,294.15,291.15
2316000,5595.49,294.15,291.15
2316600,5598.54,294.15,291.15
2317200,5602.46,294.15,291.15
2317800,5606.42,294.15,291.15
2318400,5611.6,294.15,291.15
2319000,5616.86,294.15,291.15
2319600,5623.48,294.15,291.15
2320200,5630.38,294.15,291.15
2320800,5638,294.15,291.15
2321400,5645.72,294.15,291.15
2322000,5653.59,294.15,291.15
2322600,5368.4,293.65,291.48
2323200,5140.42,293.15,291.82
2323800,4915.25,292.65,292.15
2324400,4692.25,292.15,292.48
2325000,4471.81,291.65,292.82
2325600,4249.67,291.15,293.15
2326200,4332,291.15,293.15
2326800,4356.86,291.15,293.15
2327400,4381.68,291.15,293.15
2328000,4406.24,291.15,293.15
2328600,4430.69,291.15,293.15
2329200,4454.14,291.15,293.15
2329800,4476.44,291.15,293.15
2330400,4498.83,291.15,293.15
2331000,4521.09,291.15,293.15
2331600,4543.29,291.15,293.15
2332200,4565.53,291.15,293.15
2332800,4587.78,291.15,293.15
2333400,3988.58,291.15,293.15
2334000,4005.51,291.15,293.15
2334600,4022.95,291.15,293.15
2335200,4040.65,291.15,293.15
2335800,4058.44,291.15,293.15
2336400,4076.23,291.15,293.15
2337000,4094.96,291.15,293.15
2337600,4114.7,291.15,293.15
2338200,4135.15,291.15,293.15
2338800,4155.62,291.15,293.15
2339400,4174.78,291.15,293.15
2340000,4192.63,291.15,293.15
2340600,4208.27,291.15,293.15
2341200,4221.58,291.15,293.15
2341800,4233.77,291.15,293.15
2342400,4245.67,291.15,293.15
2343000,4257.67,291.15,293.15
2343600,4269.87,291.15,293.15
2344200,4283.21,291.15,293.15
2344800,4296.39,291.15,293.15
2345400,4309.58,291.15,293.15
2346000,4322.76,291.15,293.15
2346600,4336.38,291.15,293.15
2347200,4350.19,291.15,293.15
2347800,4363.82,291.15,293.15
2348400,4377.95,291.15,293.15
2349000,4392.09,291.15,293.15
2349600,4406.23,291.15,293.15
2350200,4420.03,291.15,293.15
2350800,4433.26,291.15,293.15
2351400,4447.29,291.15,293.15
2352000,4459.89,291.15,293.15
2352600,4472.46,291.15,293.15
2353200,4485.02,291.15,293.15
2353800,4497.54,291.15,293.15
2354400,4510.02,291.15,293.15
2355000,3317.59,290.82,292.48
2355600,2409.73,290.48,291.82
2356200,1645.5,290.19,291.15
2356800,1108.78,290.13,290.48
2357400,573.85,290.11,289.82
2358000,54.41,290.09,289.15
2358600,316.66,289.99,289.15
2359200,359.7,289.86,289.15
2359800,346.09,289.73,289.15
2360400,388.87,289.59,289.15
2361000,416.23,289.46,289.15
2361600,443.91,289.32,289.15
2362200,470.49,289.26,289.15
2362800,496.51,289.23,289.15
2363400,521.18,289.2,289.15
2364000,546.7,289.18,289.15
2364600,573.27,289.15,289.15
2365200,631.15,289.15,289.15
2365800,680.35,289.15,289.15
2366400,728.41,289.15,289.15
2367000,775.56,289.15,289.15
2367600,822.15,289.15,289.15
2368200,867.81,289.15,289.15
2368800,913.07,289.15,289.15
2369400,957.11,289.15,289.15
2370000,1001.82,289.15,289.15
2370600,1046.15,289.15,289.15
2371200,1089.23,289.15,289.15
2371800,1132.31,289.15,289.15
2372400,1175.39,289.15,289.15
2373000,1218.1,289.15,289.15
2373600,1260.34,289.15,289.15
2374200,1300.64,289.15,289.15
2374800,1321.99,289.15,289.15
2375400,1303.28,289.15,289.15
2376000,1257.66,289.15,289.15
2376600,1199.81,289.15,289.15
2377200,1144.05,289.15,289.15
2377800,1111.89,289.15,289.15
2378400,1102.24,289.15,289.15
2379000,1099.46,289.15,289.15
2379600,1103.94,289.15,289.15
2380200,1114.16,289.15,289.15
2380800,1129.85,289.15,289.15
2381400,1149.9,289.15,289.15
2382000,1167.95,289.15,289.15
2382600,1187.95,289.15,289.15
2383200,1209.86,289.15,289.15
2383800,1233.66,289.15,289.15
2384400,1258.84,289.15,289.15
2385000,1287.91,289.15,289.15
2385600,1319.69,289.15,289.15
2386200,1353.95,289.15,289.15
2386800,1392.54,289.15,289.15
2387400,1433.05,289.15,289.15
2388000,1475.74,289.15,289.15
2388600,1520.31,289.15,289.15
2389200,1569.06,289.15,289.15
2389800,1624.29,289.15,289.15
2390400,1683.44,289.15,289.15
2391000,3317.94,289.98,289.48
2391600,4500.56,290.82,289.82
2392200,5567.18,291.65,290.15
2392800,6709.83,292.48,290.48
2393400,7868.24,293.32,290.82
2394000,9011.6,294.15,291.15
2394600,8566.78,294.15,291.15
2395200,8573.19,294.15,291.15
2395800,8548.4,294.15,291.15
2396400,8532.67,294.15,291.15
2397000,8408.21,294.15,291.15
2397600,8462.44,294.15,291.15
2398200,8414.25,294.15,291.15
2398800,8397.52,294.15,291.15
2399400,8381.91,294.15,291.15
2400000,8366.73,294.15,291.15
2400600,8351.99,294.15,291.15
2401200,8337.13,294.15,291.15
2401800,8322.57,294.15,291.15
2402400,8308.07,294.15,291.15
2403000,8294.01,294.15,291.15
2403600,8280.32,294.15,291.15
2404200,8267.72,294.15,291.15
2404800,8256.02,294.15,291.15
2405400,8245.16,294.15,291.15
2406000,8236.21,294.15,291.15
2406600,8227.61,294.15,291.15
2407200,8219.41,294.15,291.15
2407800,8210.44,294.15,291.15
2408400,8201.28,294.15,291.15
2409000,7898.76,293.65,291.48
2409600,7652.29,293.15,291.82
2410200,7407.86,292.65,292.15
2410800,7165.76,292.15,292.48
2411400,6926.04,291.65,292.82
2412000,6690.04,291.15,293.15
2412600,6745.64,291.15,293.15
2413200,6742.27,291.15,293.15
2413800,6763.47,291.15,293.15
2414400,6775.21,291.15,293.15
2415000,6761.86,291.15,293.15
2415600,6760.1,291.15,293.15
2416200,6775.99,291.15,293.15
2416800,6779.46,291.15,293.15
2417400,6782.94,291.15,293.15
2418000,6786.31,291.15,293.15
2418600,6789.61,291.15,293.15
2419200,6792.91,291.15,293.15
2419800,6110.34,291.15,293.15
2420400,6207.38,291.15,293.15
2421000,6196.46,291.15,293.15
2421600,6194.08,291.15,293.15
2422200,6181.66,291.15,293.15
2422800,6185.12,291.15,293.15
2423400,6188.26,291.15,293.15
2424000,6192.46,291.15,293.15
2424600,6196.6,291.15,293.15
2425200,6200.47,291.15,293.15
2425800,6204.2,291.15,293.15
2426400,6207.71,291.15,293.15
2427000,6210.31,291.15,293.15
2427600,6212.88,291.15,293.15
2428200,6215.49,291.15,293.15
2428800,6218.09,291.15,293.15
2429400,6220.7,291.15,293.15
2430000,6222.84,291.15,293.15
2430600,6225.2,291.15,293.15
2431200,6226.79,291.15,293.15
2431800,6228.38,291.15,293.15
2432400,6229.97,291.15,293.15
2433000,6232.17,291.15,293.15
2433600,6234.39,291.15,293.15
2434200,6236.47,291.15,293.15
2434800,6238.88,291.15,293.15
2435400,6241.28,291.15,293.15
2436000,6243.69,291.15,293.15
2436600,6246.1,291.15,293.15
2437200,6247.92,291.15,293.15
2437800,6249.88,291.15,293.15
2438400,6251.58,291.15,293.15
2439000,6253.16,291.15,293.15
2439600,6254.7,291.15,293.15
2440200,6256.24,291.15,293.15
2440800,6257.78,291.15,293.15
2441400,5045.89,290.82,292.48
2442000,4218.74,290.48,291.82
2442600,3205.18,290.15,291.15
2443200,2415.83,289.82,290.48
2443800,1534.75,289.48,289.82
2444400,991.61,289.32,289.15
2445000,1154.22,289.21,289.15
2445600,1356.89,289.15,289.15
2446200,1524.8,289.15,289.15
2446800,1651.45,289.15,289.15
2447400,1762.78,289.15,289.15
2448000,1779.03,289.15,289.15
2448600,1647.03,289.15,289.15
2449200,1488.43,289.15,289.15
2449800,1357.24,289.15,289.15
2450400,1276.95,289.15,289.15
2451000,1239.35,289.15,289.15
2451600,1188.66,289.15,289.15
2452200,1135.78,289.15,289.15
2452800,1086.74,289.15,289.15
2453400,1040.92,289.15,289.15
2454000,990.59,289.15,289.15
2454600,938.21,289.15,289.15
2455200,885.07,289.15,289.15
2455800,832.16,289.15,289.15
2456400,779.99,289.15,289.15
2457000,727.83,289.15,289.15
2457600,675.7,289.15,289.15
2458200,623.59,289.15,289.15
2458800,571.5,289.15,289.15
2459400,522.07,289.15,289.15
2460000,474.41,289.15,289.15
2460600,434.36,289.15,289.15
2461200,410.66,289.16,289.15
2461800,389.4,289.17,289.15
2462400,370.06,289.18,289.15
2463000,352.38,289.19,289.15
2463600,336.19,289.2,289.15
2464200,321.18,289.2,289.15
2464800,308.28,289.21,289.15
2465400,297.38,289.21,289.15
2466000,291.17,289.21,289.15
2466600,288.64,289.2,289.15
2467200,280.74,289.2,289.15
2467800,272.59,289.2,289.15
2468400,263.52,289.2,289.15
2469000,254.44,289.21,289.15
2469600,245.37,289.21,289.15
2470200,237.26,289.21,289.15
2470800,232,289.21,289.15
2471400,230.5,289.2,289.15
2472000,234.49,289.2,289.15
2472600,242,289.18,289.15
2473200,254.09,289.17,289.15
2473800,273.24,289.15,289.15
2474400,324.02,289.15,289.15
2475000,377.38,289.15,289.15
2475600,441.61,289.15,289.15
2476200,519.87,289.15,289.15
2476800,605.45,289.15,289.15
2477400,2203.07,289.98,289.48
2478000,3408.77,290.82,289.82
2478600,4593.31,291.65,290.15
2479200,5755.94,292.48,290.48
2479800,6902.6,293.32,290.82
2480400,8028.93,294.15,291.15
2481000,7619.56,294.15,291.15
2481600,7655.32,294.15,291.15
2482200,7475.58,294.15,291.15
2482800,7528.68,294.15,291.15
2483400,7487.79,294.15,291.15
2484000,7428.96,294.15,291.15
2484600,7394.91,294.15,291.15
2485200,7368.66,294.15,291.15
2485800,7343.53,294.15,291.15
2486400,7318.54,294.15,291.15
2487000,7295.09,294.15,291.15
2487600,7272.77,294.15,291.15
2488200,7250.94,294.15,291.15
2488800,7230.32,294.15,291.15
2489400,7209.72,294.15,291.15
2490000,7190.27,294.15,291.15
2490600,7170.81,294.15,291.15
2491200,7152.47,294.15,291.15
2491800,7133.84,294.15,291.15
2492400,7116.6,294.15,291.15
2493000,7099.87,294.15,291.15
2493600,7084.08,294.15,291.15
2494200,7068.57,294.15,291.15
2494800,7053.06,294.15,291.15
2495400,6742.65,293.65,291.48
2496000,6501.31,293.15,291.82
2496600,6241.45,292.65,292.15
2497200,5994.36,292.15,292.48
2497800,5750.11,291.65,292.82
2498400,5510.23,291.15,293.15
2499000,5564.81,291.15,293.15
2499600,5566.2,291.15,293.15
2500200,5567.65,291.15,293.15
2500800,5569.19,291.15,293.15
2501400,5570.72,291.15,293.15
2502000,5574.08,291.15,293.15
2502600,5576.84,291.15,293.15
2503200,5581.76,291.15,293.15
2503800,5586.97,291.15,293.15
2504400,5591.82,291.15,293.15
2505000,5596.59,291.15,293.15
2505600,5601.26,291.15,293.15
2506200,5010.89,291.15,293.15
2506800,4985.96,291.15,293.15
2507400,4979.51,291.15,293.15
2508000,4974.84,291.15,293.15
2508600,5021.73,291.15,293.15
2509200,4980.93,291.15,293.15
2509800,4980.78,291.15,293.15
2510400,4980.16,291.15,293.15
2511000,4979.46,291.15,293.15
2511600,4977.9,291.15,293.15
2512200,4976.33,291.15,293.15
2512800,4974.77,291.15,293.15
2513400,4973.4,291.15,293.15
2514000,4972.15,291.15,293.15
2514600,4971.74,291.15,293.15
2515200,4971.7,291.15,293.15
2515800,4971.96,291.15,293.15
2516400,4972.45,291.15,293.15
2517000,4973.27,291.15,293.15
2517600,4975.08,291.15,293.15
2518200,4976.89,291.15,293.15
2518800,4978.47,291.15,293.15
2519400,4979.95,291.15,293.15
2520000,4981.34,291.15,293.15
2520600,4982.15,291.15,293.15
2521200,4980.28,291.15,293.15
2521800,4978.12,291.15,293.15
2522400,4975.53,291.15,293.15
2523000,4972.7,291.15,293.15
2523600,4970.18,291.15,293.15
2524200,4969.09,291.15,293.15
2524800,4967.28,291.15,293.15
2525400,4965.47,291.15,293.15
2526000,4963.65,291.15,293.15
2526600,4961.84,291.15,293.15
2527200,4960.02,291.15,293.15
2527800,3743.04,290.82,292.48
2528400,2836.1,290.48,291.82
2529000,1987.42,290.15,291.15
2529600,1272,289.92,290.48
2530200,732.63,289.89,289.82
2530800,204.93,289.88,289.15
2531400,454.52,289.78,289.15
2532000,465.42,289.66,289.15
2532600,491.71,289.52,289.15
2533200,513.85,289.39,289.15
2533800,529.65,289.26,289.15
2534400,584.35,289.15,289.15
2535000,560.41,289.15,289.15
2535600,502.19,289.15,289.15
2536200,456.89,289.15,289.15
2536800,442.99,289.17,289.15
2537400,445.79,289.16,289.15
2538000,442.22,289.16,289.15
2538600,437.9,289.16,289.15
2539200,446.93,289.15,289.15
2539800,462.1,289.15,289.15
2540400,467.4,289.15,289.15
2541000,468.27,289.15,289.15
2541600,465.92,289.15,289.15
2542200,458.99,289.15,289.15
2542800,450.14,289.15,289.15
2543400,439.55,289.15,289.15
2544000,427.94,289.15,289.15
2544600,415.94,289.15,289.15
2545200,403.56,289.15,289.15
2545800,388.63,289.15,289.15
2546400,376.47,289.15,289.15
2547000,364.31,289.15,289.15
2547600,353.45,289.15,289.15
2548200,344.35,289.15,289.15
2548800,335.52,289.15,289.15
2549400,326.83,289.16,289.15
2550000,319.18,289.16,289.15
2550600,312.31,289.16,289.15
2551200,306.15,289.16,289.15
2551800,300.55,289.16,289.15
2552400,295.61,289.15,289.15
2553000,291.36,289.15,289.15
2553600,297.59,289.15,289.15
2554200,299.2,289.15,289.15
2554800,311.71,289.15,289.15
2555400,327.44,289.15,289.15
2556000,345.49,289.15,289.15
2556600,365.7,289.15,289.15
2557200,388.18,289.15,289.15
2557800,413.29,289.15,289.15
2558400,440.36,289.15,289.15
2559000,471.55,289.15,289.15
2559600,506,289.15,289.15
2560200,543.11,289.15,289.15
2560800,581.06,289.15,289.15
2561400,619.02,289.15,289.15
2562000,659.53,289.15,289.15
2562600,704.77,289.15,289.15
2563200,753.97,289.15,289.15
2563800,2380.6,289.98,289.48
2564400,3495.45,290.82,289.82
2565000,4663.35,291.65,290.15
2565600,5818.57,292.48,290.48
2566200,6958.91,293.32,290.82
2566800,8074.34,294.15,291.15
2567400,7671.46,294.15,291.15
2568000,7618.31,294.15,291.15
2568600,7547.27,294.15,291.15
2569200,7547.41,294.15,291.15
2569800,7454.14,294.15,291.15
2570400,7456.39,294.15,291.15
2571000,7432.86,294.15,291.15
2571600,7406.8,294.15,291.15
2572200,7381.39,294.15,291.15
2572800,7356.53,294.15,291.15
2573400,7332.11,294.15,291.15
2574000,7308.72,294.15,291.15
2574600,7286.1,294.15,291.15
2575200,7265.5,294.15,291.15
2575800,7245.59,294.15,291.15
2576400,7226.25,294.15,291.15
2577000,7206.76,294.15,291.15
2577600,7187.21,294.15,291.15
2578200,7168,294.15,291.15
2578800,7148.34,294.15,291.15
2579400,7128.84,294.15,291.15
2580000,7109.63,294.15,291.15
2580600,7090.68,294.15,291.15
2581200,7073.59,294.15,291.15
2581800,6770.86,293.65,291.48
2582400,6514.19,293.15,291.82
2583000,6252.29,292.65,292.15
2583600,6045,292.15,292.48
2584200,5782.98,291.65,292.82
2584800,5554.65,291.15,293.15
2585400,5584.34,291.15,293.15
2586000,5600.07,291.15,293.15
2586600,5604.16,291.15,293.15
2587200,5603.17,291.15,293.15
2587800,5571.56,291.15,293.15
2588400,5621.47,291.15,293.15
2589000,5607.44,291.15,293.15
2589600,5608.67,291.15,293.15
2590200,5609.85,291.15,293.15
2590800,5610.98,291.15,293.15
2591400,5612.12,291.15,293.15
2592000,5612.8,291.15,293.15
2592600,4981,291.15,293.15
2593200,5018.84,291.15,293.15
2593800,4938.34,291.15,293.15
2594400,4976.61,291.15,293.15
2595000,4972.81,291.15,293.15
2595600,4969.39,291.15,293.15
2596200,4967.18,291.15,293.15
2596800,4965.93,291.15,293.15
2597400,4964.73,291.15,293.15
2598000,4963.66,291.15,293.15
2598600,4962.67,291.15,293.15
2599200,4961.34,291.15,293.15
2599800,4959.39,291.15,293.15
2600400,4957.19,291.15,293.15
2601000,4954.95,291.15,293.15
2601600,4952.71,291.15,293.15
2602200,4951.01,291.15,293.15
2602800,4949.33,291.15,293.15
2603400,4947.89,291.15,293.15
2604000,4947.7,291.15,293.15
2604600,4947.49,291.15,293.15
2605200,4947.18,291.15,293.15
2605800,4946.79,291.15,293.15
2606400,4944.77,291.15,293.15
2607000,4943.03,291.15,293.15
2607600,4940.8,291.15,293.15
2608200,4938.56,291.15,293.15
2608800,4936.31,291.15,293.15
2609400,4934.06,291.15,293.15
2610000,4931.81,291.15,293.15
2610600,4929.34,291.15,293.15
2611200,4925.93,291.15,293.15
2611800,4921.74,291.15,293.15
2612400,4917.32,291.15,293.15
2613000,4913.57,291.15,293.15
2613600,4910.23,291.15,293.15
2614200,3680.11,290.82,292.48
2614800,2787.66,290.48,291.82
2615400,1905.11,290.15,291.15
2616000,1247.04,289.94,290.48
2616600,709.49,289.91,289.82
2617200,168.87,289.9,289.15
2617800,406,289.8,289.15
2618400,441.3,289.68,289.15
2619000,463.86,289.55,289.15
2619600,477.99,289.42,289.15
2620200,473.38,289.31,289.15
2620800,439.02,289.22,289.15
2621400,374.35,289.23,289.15
2622000,294.73,289.3,289.15
2622600,229.52,289.36,289.15
2623200,184.42,289.4,289.15
2623800,160.54,289.43,289.15
2624400,125.78,289.45,289.15
2625000,86.96,289.49,289.15
2625600,51.2,289.52,289.15
2626200,11.01,289.55,289.15
2626800,0,289.58,289.17
2627400,0,289.61,289.2
2628000,0,289.63,289.23
2628600,0,289.63,289.25
2629200,0,289.64,289.26
2629800,0,289.65,289.28
2630400,0,289.66,289.3
2631000,0,289.67,289.32
2631600,0,289.68,289.34
2632200,0,289.68,289.35
2632800,0,289.69,289.36
2633400,0,289.7,289.38
2634000,0,289.7,289.39
2634600,0,289.71,289.42
2635200,0,289.73,289.44
2635800,0,289.74,289.47
2636400,0,289.76,289.5
2637000,0,289.78,289.52
2637600,0,289.8,289.56
2638200,0,289.82,289.6
2638800,0,289.85,289.65
2639400,0,289.89,289.7
2640000,0,289.92,289.75
2640600,0,289.95,289.8
2641200,0,289.98,289.85
2641800,0,290.01,289.89
2642400,0,290.03,289.93
2643000,0,290.05,289.96
2643600,0,290.07,290
2644200,0,290.09,290.03
2644800,0,290.1,290.05
2645400,0,290.12,290.07
2646000,0,290.12,290.09
2646600,0,290.12,290.09
2647200,0,290.12,290.09
2647800,0,290.11,290.09
2648400,0,290.08,290.06
2649000,0,290.04,290.01
2649600,0,289.99,289.95
2650200,325.43,289.98,289.87
2650800,1371.2,290.82,289.82
2651400,2609.65,291.65,290.15
2652000,3786.28,292.48,290.48
2652600,4946.11,293.32,290.82
2653200,6081.13,294.15,291.15
2653800,5681.08,294.15,291.15
2654400,5653.88,294.15,291.15
2655000,5626.33,294.15,291.15
2655600,5599.83,294.15,291.15
2656200,5573.46,294.15,291.15
2656800,5549.2,294.15,291.15
2657400,5533.81,294.15,291.15
2658000,5521.49,294.15,291.15
2658600,5509.45,294.15,291.15
2659200,5498.52,294.15,291.15
2659800,5487.93,294.15,291.15
2660400,5477.69,294.15,291.15
2661000,5468.18,294.15,291.15
2661600,5458.88,294.15,291.15
2662200,5450.01,294.15,291.15
2662800,5441.45,294.15,291.15
2663400,5433.01,294.15,291.15
2664000,5424.69,294.15,291.15
2664600,5416.24,294.15,291.15
2665200,5407.69,294.15,291.15
2665800,5399.27,294.15,291.15
2666400,5390.9,294.15,291.15
2667000,5383.25,294.15,291.15
2667600,5375.77,294.15,291.15
2668200,5085.75,293.65,291.48
2668800,4833.39,293.15,291.82
2669400,4598.02,292.65,292.15
2670000,4357.66,292.15,292.48
2670600,4104.66,291.65,292.82
2671200,3874.96,291.15,293.15
2671800,3947.68,291.15,293.15
2672400,3955.84,291.15,293.15
2673000,3963.86,291.15,293.15
2673600,3971.87,291.15,293.15
2674200,3981.63,291.15,293.15
2674800,3991.39,291.15,293.15
2675400,4002.75,291.15,293.15
2676000,4015.8,291.15,293.15
2676600,4029.37,291.15,293.15
2677200,4043.71,291.15,293.15
2677800,4058.45,291.15,293.15
2678400,4073.53,291.15,293.15
2679000,3448.16,291.15,293.15
2679600,3503.98,291.15,293.15
2680200,3473.1,291.15,293.15
2680800,3498.77,291.15,293.15
2681400,3510.23,291.15,293.15
2682000,3522.41,291.15,293.15
2682600,3534.09,291.15,293.15
2683200,3546.95,291.15,293.15
2683800,3559.88,291.15,293.15
2684400,3572.58,291.15,293.15
2685000,3584.76,291.15,293.15
2685600,3595.01,291.15,293.15
2686200,3605.98,291.15,293.15
2686800,3614.63,291.15,293.15
2687400,3622.43,291.15,293.15
2688000,3630.05,291.15,293.15
2688600,3638.12,291.15,293.15
2689200,3646.32,291.15,293.15
2689800,3654.23,291.15,293.15
2690400,3662.91,291.15,293.15
2691000,3671.81,291.15,293.15
2691600,3680.71,291.15,293.15
2692200,3689.61,291.15,293.15
2692800,3698.87,291.15,293.15
2693400,3708.97,291.15,293.15
2694000,3720.37,291.15,293.15
2694600,3732.83,291.15,293.15
2695200,3744.88,291.15,293.15
2695800,3756.12,291.15,293.15
2696400,3765.62,291.15,293.15
2697000,3773.77,291.15,293.15
2697600,3782,291.15,293.15
2698200,3790.23,291.15,293.15
2698800,3798.36,291.15,293.15
2699400,3806.06,291.15,293.15
2700000,3813.76,291.15,293.15
2700600,2596.79,290.82,292.48
2701200,1786.2,290.51,291.82
2701800,1235.94,290.45,291.15
2702400,697.26,290.43,290.48
2703000,163.81,290.42,289.82
2703600,0,290.4,289.39
2704200,0,290.31,289.31
2704800,0,290.18,289.27
2705400,0,290.05,289.24
2706000,0,289.93,289.21
2706600,0,289.82,289.21
2707200,0,289.75,289.25
2707800,0,289.77,289.33
2708400,0,289.85,289.43
2709000,0,289.92,289.52
2709600,0,289.94,289.55
