Elapsed_time_sec,Q_heating,T_day,T_night
43800,0,292.85,291.64
44400,0,292.85,291.63
45000,0,292.85,291.63
45600,0,292.85,291.63
46200,0,292.85,291.62
46800,0,292.85,291.62
47400,0,292.84,291.62
48000,0,292.84,291.61
48600,0,292.84,291.61
49200,0,292.83,291.6
49800,0,292.83,291.59
50400,0,292.83,291.58
51000,0,292.82,291.58
51600,0,292.81,291.57
52200,0,292.81,291.56
52800,0,292.8,291.55
53400,0,292.79,291.53
54000,0,292.79,291.52
54600,0,292.78,291.51
55200,0,292.77,291.5
55800,0,292.77,291.49
56400,0,292.76,291.47
57000,0,292.75,291.46
57600,0,292.74,291.44
58200,0,292.73,291.42
58800,0,292.72,291.41
59400,0,292.71,291.39
60000,0,292.7,291.37
60600,0,292.7,291.36
61200,6266.02,294.15,291.36
61800,997.19,294.15,291.36
62400,975.69,294.15,291.35
63000,962.54,294.15,291.34
63600,955.77,294.15,291.33
64200,953.81,294.15,291.31
64800,954.45,294.15,291.29
65400,955.91,294.15,291.28
66000,956.74,294.15,291.26
66600,955.69,294.15,291.24
67200,954.34,294.15,291.23
67800,954.59,294.15,291.21
68400,955.71,294.15,291.2
69000,957.08,294.15,291.19
69600,958.04,294.15,291.17
70200,957.99,294.15,291.16
70800,975.15,294.15,291.15
71400,984.99,294.15,291.15
72000,994.95,294.15,291.15
72600,1004.95,294.15,291.15
73200,1015.02,294.15,291.15
73800,1025.17,294.15,291.15
74400,1035.39,294.15,291.15
75000,1045.66,294.15,291.15
75600,1055.98,294.15,291.15
76200,1066.34,294.15,291.15
76800,1076.74,294.15,291.15
77400,1087.22,294.15,291.15
78000,1097.78,294.15,291.15
78600,1108.44,294.15,291.15
79200,1119.19,294.15,291.15
79800,1130.04,294.15,291.15
80400,1140.97,294.15,291.15
81000,1152,294.15,291.15
81600,1163.11,294.15,291.15
82200,1174.32,294.15,291.15
82800,3789.74,293.17,293.15
83400,1613.08,292.58,293.15
84000,1570.45,292.39,293.15
84600,1538.54,292.32,293.15
85200,1514.02,292.28,293.15
85800,1494.77,292.26,293.15
86400,1480.01,292.24,293.15
87000,1469.27,292.23,293.15
87600,1462.21,292.21,293.15
88200,1458.73,292.2,293.15
88800,1458,292.19,293.15
89400,1459.01,292.17,293.15
90000,1461.37,292.16,293.15
90600,1464.78,292.15,293.15
91200,1468.93,292.13,293.15
91800,1473.56,292.12,293.15
92400,1478.71,292.11,293.15
93000,1484.39,292.09,293.15
93600,1490.29,292.08,293.15
94200,1496.17,292.07,293.15
94800,1501.75,292.06,293.15
95400,1506.77,292.05,293.15
96000,1512.23,292.04,293.15
96600,1518.82,292.02,293.15
97200,1525.9,292.01,293.15
97800,1532.88,292,293.15
98400,1539.28,291.99,293.15
99000,1544.62,291.98,293.15
99600,1549.38,291.97,293.15
100200,1554.31,291.96,293.15
100800,1559.41,291.95,293.15
101400,1564.64,291.94,293.15
102000,1570,291.93,293.15
102600,1575.44,291.92,293.15
103200,1581.36,291.91,293.15
103800,1587.96,291.9,293.15
104400,1594.91,291.89,293.15
105000,1601.9,291.88,293.15
105600,1608.64,291.87,293.15
106200,1614.79,291.86,293.15
106800,1620.24,291.85,293.15
107400,1625.2,291.84,293.15
108000,1629.92,291.83,293.15
108600,1634.65,291.83,293.15
109200,1639.64,291.82,293.15
109800,1645.13,291.81,293.15
110400,1651.09,291.8,293.15
111000,1657.22,291.79,293.15
111600,0,291.93,291.96
112200,0,292.06,291.33
112800,0,292.1,291.02
113400,0,292.11,290.85
114000,0,292.11,290.75
114600,0,292.1,290.67
115200,0,292.09,290.61
115800,0,292.09,290.56
116400,0,292.08,290.51
117000,0,292.07,290.47
117600,0,292.06,290.43
118200,0,292.05,290.4
118800,0,292.05,290.37
119400,0,292.04,290.34
120000,0,292.03,290.32
120600,0,292.02,290.29
121200,0,292.02,290.27
121800,0,292.01,290.25
122400,0,292.01,290.23
123000,0,292,290.21
123600,0,292,290.2
124200,0,291.99,290.18
124800,0,291.98,290.17
125400,0,291.97,290.15
126000,0,291.97,290.13
126600,0,291.96,290.12
127200,0,291.95,290.1
127800,0,291.94,290.09
128400,0,291.94,290.07
129000,0,291.93,290.06
129600,0,291.92,290.05
130200,0,291.91,290.03
130800,0,291.91,290.02
131400,0,291.9,290.01
132000,0,291.89,290
132600,0,291.88,289.98
133200,0,291.88,289.97
133800,0,291.87,289.96
134400,0,291.86,289.95
135000,0,291.86,289.94
135600,0,291.85,289.92
136200,0,291.84,289.91
136800,0,291.83,289.89
137400,0,291.82,289.88
138000,0,291.81,289.86
138600,0,291.8,289.84
139200,0,291.79,289.83
139800,0,291.78,289.81
140400,0,291.77,289.8
141000,0,291.76,289.78
141600,0,291.75,289.76
142200,0,291.74,289.75
142800,0,291.73,289.73
143400,0,291.71,289.71
144000,0,291.7,289.69
144600,0,291.69,289.68
145200,0,291.68,289.66
145800,0,291.67,289.64
146400,0,291.66,289.62
147000,0,291.65,289.6
147600,11206.75,294.15,291.15
148200,3717.11,294.15,291.15
148800,3651.95,294.15,291.15
149400,3605.78,294.15,291.15
150000,3568.63,294.15,291.15
150600,3535.69,294.15,291.15
151200,3507.2,294.15,291.15
151800,3484.12,294.15,291.15
152400,3467.75,294.15,291.15
153000,3459.76,294.15,291.15
153600,3456.72,294.15,291.15
154200,3454.45,294.15,291.15
154800,3452.74,294.15,291.15
155400,3451.43,294.15,291.15
156000,3450.41,294.15,291.15
156600,3449.62,294.15,291.15
157200,3448.3,294.15,291.15
157800,3446,294.15,291.15
158400,3443.17,294.15,291.15
159000,3440.23,294.15,291.15
159600,3437.62,294.15,291.15
160200,3435.77,294.15,291.15
160800,3433.25,294.15,291.15
161400,3428.83,294.15,291.15
162000,3423.4,294.15,291.15
162600,3417.73,294.15,291.15
163200,3412.54,294.15,291.15
163800,3408.48,294.15,291.15
164400,3405.26,294.15,291.15
165000,3402.37,294.15,291.15
165600,3399.98,294.15,291.15
166200,3398.3,294.15,291.15
166800,3397.5,294.15,291.15
167400,3397.68,294.15,291.15
168000,3400.03,294.15,291.15
168600,3404.75,294.15,291.15
169200,4891.38,292.57,293.15
169800,2713.52,291.8,293.15
170400,2667.24,291.55,293.15
171000,2630.52,291.45,293.15
171600,2598.74,291.4,293.15
172200,2569.51,291.38,293.15
172800,2543.02,291.36,293.15
173400,2519.76,291.35,293.15
174000,2500.52,291.34,293.15
174600,2486.5,291.33,293.15
175200,2475.91,291.32,293.15
175800,2466.7,291.31,293.15
176400,2458.63,291.3,293.15
177000,2451.49,291.29,293.15
177600,2445.13,291.28,293.15
178200,2439.43,291.27,293.15
178800,2434,291.26,293.15
179400,2428.64,291.25,293.15
180000,2423.57,291.25,293.15
180600,2418.96,291.24,293.15
181200,2414.99,291.23,293.15
181800,2411.81,291.22,293.15
182400,2409.68,291.22,293.15
183000,2408.51,291.21,293.15
183600,2407.78,291.2,293.15
184200,2407.02,291.19,293.15
184800,2405.76,291.18,293.15
185400,2403.55,291.17,293.15
186000,2400.8,291.17,293.15
186600,2398.2,291.16,293.15
187200,2395.74,291.15,293.15
187800,2408.32,291.15,293.15
188400,2414.69,291.15,293.15
189000,2420.89,291.15,293.15
189600,2427.54,291.15,293.15
190200,2434.85,291.15,293.15
190800,2442.31,291.15,293.15
191400,2449.46,291.15,293.15
192000,2455.88,291.15,293.15
192600,2461.21,291.15,293.15
193200,2466.59,291.15,293.15
193800,2473.07,291.15,293.15
194400,2480.21,291.15,293.15
195000,2487.54,291.15,293.15
195600,2494.6,291.15,293.15
196200,2500.88,291.15,293.15
196800,2506.27,291.15,293.15
197400,2511.08,291.15,293.15
198000,0,291.22,291.51
198600,0,291.34,290.68
199200,0,291.37,290.29
199800,0,291.38,290.07
200400,0,291.38,289.94
201000,0,291.37,289.85
201600,0,291.37,289.77
202200,0,291.36,289.71
202800,0,291.36,289.66
203400,0,291.35,289.62
204000,0,291.34,289.58
204600,0,291.34,289.54
205200,0,291.33,289.51
205800,0,291.33,289.49
206400,0,291.33,289.46
207000,0,291.32,289.44
207600,0,291.32,289.42
208200,0,291.31,289.4
208800,0,291.31,289.39
209400,0,291.31,289.38
210000,0,291.3,289.36
210600,0,291.3,289.35
211200,0,291.3,289.34
211800,0,291.3,289.33
212400,0,291.29,289.32
213000,0,291.29,289.32
213600,0,291.29,289.31
214200,0,291.28,289.3
214800,0,291.28,289.3
215400,0,291.28,289.29
216000,0,291.27,289.28
216600,0,291.27,289.27
217200,0,291.26,289.27
217800,0,291.25,289.26
218400,0,291.25,289.25
219000,0,291.24,289.24
219600,0,291.24,289.23
220200,0,291.23,289.23
220800,0,291.23,289.22
221400,0,291.22,289.21
222000,0,291.21,289.2
222600,0,291.21,289.19
223200,0,291.2,289.18
223800,0,291.2,289.18
224400,0,291.19,289.17
225000,0,291.18,289.16
225600,0,291.18,289.15
226200,15.82,291.17,289.15
226800,24.07,291.16,289.15
227400,32.97,291.16,289.15
228000,42.71,291.15,289.15
228600,53.48,291.14,289.15
229200,66.1,291.13,289.15
229800,80.63,291.12,289.15
230400,96.12,291.11,289.15
231000,111.63,291.1,289.15
231600,126.23,291.08,289.15
232200,139.02,291.07,289.15
232800,150.14,291.06,289.15
233400,160.56,291.05,289.15
234000,12524.52,294.15,291.15
234600,4984.24,294.15,291.15
235200,4886.59,294.15,291.15
235800,4815.67,294.15,291.15
236400,4762.72,294.15,291.15
237000,4721.48,294.15,291.15
237600,4688.03,294.15,291.15
238200,4659.7,294.15,291.15
238800,4634.56,294.15,291.15
239400,4611.26,294.15,291.15
240000,4588.57,294.15,291.15
240600,4566.23,294.15,291.15
241200,4544.6,294.15,291.15
241800,4524.11,294.15,291.15
242400,4505.21,294.15,291.15
243000,4488.37,294.15,291.15
243600,4473.42,294.15,291.15
244200,4459.6,294.15,291.15
244800,4446.44,294.15,291.15
245400,4433.56,294.15,291.15
246000,4420.58,294.15,291.15
246600,4407.19,294.15,291.15
247200,4394.42,294.15,291.15
247800,4383.26,294.15,291.15
248400,4373.23,294.15,291.15
249000,4363.85,294.15,291.15
249600,4354.6,294.15,291.15
250200,4344.96,294.15,291.15
250800,4333.2,294.15,291.15
251400,4318.79,294.15,291.15
252000,4303,294.15,291.15
252600,4287.16,294.15,291.15
253200,4272.6,294.15,291.15
253800,4260.71,294.15,291.15
254400,4253.86,294.15,291.15
255000,4251.95,294.15,291.15
255600,5191.39,292.28,293.15
256200,3011.35,291.42,293.15
256800,3119.93,291.15,293.15
257400,3150.71,291.15,293.15
258000,3148.22,291.15,293.15
258600,3141.31,291.15,293.15
259200,3132.95,291.15,293.15
259800,3125.58,291.15,293.15
260400,3121.37,291.15,293.15
261000,3122.38,291.15,293.15
261600,3127.1,291.15,293.15
262200,3132.7,291.15,293.15
262800,3139.09,291.15,293.15
263400,3146.21,291.15,293.15
264000,3153.97,291.15,293.15
264600,3162.34,291.15,293.15
265200,3170.83,291.15,293.15
265800,3179.21,291.15,293.15
266400,3187.69,291.15,293.15
267000,3196.48,291.15,293.15
267600,3205.72,291.15,293.15
268200,3215.58,291.15,293.15
268800,3224.53,291.15,293.15
269400,3231.53,291.15,293.15
270000,3237.41,291.15,293.15
270600,3242.98,291.15,293.15
271200,3249.05,291.15,293.15
271800,3256.45,291.15,293.15
272400,3266.62,291.15,293.15
273000,3279.43,291.15,293.15
273600,3293.47,291.15,293.15
274200,3307.37,291.15,293.15
274800,3319.85,291.15,293.15
275400,3329.75,291.15,293.15
276000,3338.09,291.15,293.15
276600,3346.6,291.15,293.15
277200,3355.1,291.15,293.15
277800,3363.47,291.15,293.15
278400,3371.51,291.15,293.15
279000,3379.08,291.15,293.15
279600,3386.06,291.15,293.15
280200,3392.54,291.15,293.15
280800,3398.68,291.15,293.15
281400,3404.6,291.15,293.15
282000,3410.5,291.15,293.15
282600,3416.47,291.15,293.15
283200,3422.54,291.15,293.15
283800,3428.62,291.15,293.15
284400,0,290.93,291.28
285000,0,290.95,290.34
285600,0,290.95,289.89
286200,0,290.95,289.65
286800,0,290.94,289.5
287400,0,290.94,289.39
288000,0,290.93,289.3
288600,0,290.92,289.23
289200,0,290.91,289.17
289800,80,290.9,289.15
290400,115.4,290.89,289.15
291000,144.26,290.88,289.15
291600,167.93,290.88,289.15
292200,187.69,290.87,289.15
292800,204.71,290.86,289.15
293400,220.05,290.86,289.15
294000,233.39,290.86,289.15
294600,244.18,290.85,289.15
295200,253.12,290.85,289.15
295800,260.85,290.84,289.15
296400,267.98,290.84,289.15
297000,275.07,290.84,289.15
297600,282.05,290.83,289.15
298200,288.51,290.83,289.15
298800,294.53,290.83,289.15
299400,300.2,290.82,289.15
300000,305.61,290.82,289.15
300600,310.83,290.81,289.15
301200,315.96,290.81,289.15
301800,321.06,290.8,289.15
302400,326.16,290.8,289.15
303000,331.25,290.79,289.15
303600,336.33,290.79,289.15
304200,341.37,290.78,289.15
304800,346.65,290.77,289.15
305400,352.32,290.77,289.15
306000,358.16,290.76,289.15
306600,363.94,290.75,289.15
307200,369.48,290.75,289.15
307800,374.59,290.74,289.15
308400,378.49,290.73,289.15
309000,381.13,290.73,289.15
309600,383.44,290.73,289.15
310200,386.31,290.72,289.15
310800,390.55,290.72,289.15
311400,396.93,290.71,289.15
312000,405.35,290.7,289.15
312600,415.02,290.69,289.15
313200,425.65,290.69,289.15
313800,436.97,290.68,289.15
314400,448.73,290.66,289.15
315000,460.69,290.65,289.15
315600,472.45,290.64,289.15
316200,484.14,290.63,289.15
316800,496.27,290.62,289.15
317400,509.24,290.61,289.15
318000,523.33,290.6,289.15
318600,538.73,290.59,289.15
319200,554.44,290.57,289.15
319800,569.56,290.56,289.15
320400,13576.68,294.15,291.15
321000,6046.33,294.15,291.15
321600,5949.07,294.15,291.15
322200,5880.31,294.15,291.15
322800,5830.06,294.15,291.15
323400,5791.62,294.15,291.15
324000,5761.21,294.15,291.15
324600,5736.37,294.15,291.15
325200,5715.49,294.15,291.15
325800,5697.56,294.15,291.15
326400,5680.13,294.15,291.15
327000,5661.98,294.15,291.15
327600,5644.21,294.15,291.15
328200,5627.82,294.15,291.15
328800,5613.68,294.15,291.15
329400,5602.55,294.15,291.15
330000,5594.1,294.15,291.15
330600,5587.06,294.15,291.15
331200,5580.72,294.15,291.15
331800,5574.46,294.15,291.15
332400,5567.71,294.15,291.15
333000,5560,294.15,291.15
333600,5551.07,294.15,291.15
334200,5541.38,294.15,291.15
334800,5531.51,294.15,291.15
335400,5522.03,294.15,291.15
336000,5513.56,294.15,291.15
336600,5506.69,294.15,291.15
337200,5501.05,294.15,291.15
337800,5495.93,294.15,291.15
338400,5491.43,294.15,291.15
339000,5487.65,294.15,291.15
339600,5484.58,294.15,291.15
340200,5482.15,294.15,291.15
340800,5482.33,294.15,291.15
341400,5485.76,294.15,291.15
342000,5782.37,291.93,293.15
342600,4385.1,291.15,293.15
343200,4404.48,291.15,293.15
343800,4410.37,291.15,293.15
344400,4410.76,291.15,293.15
345000,4409.27,291.15,293.15
345600,4407.98,291.15,293.15
346200,4408.32,291.15,293.15
346800,4411.34,291.15,293.15
347400,4417.84,291.15,293.15
348000,4426.8,291.15,293.15
348600,4436.72,291.15,293.15
349200,4447.58,291.15,293.15
349800,4459.28,291.15,293.15
350400,4471.79,291.15,293.15
351000,4485.01,291.15,293.15
351600,4499.96,291.15,293.15
352200,4516.96,291.15,293.15
352800,4534.97,291.15,293.15
353400,4552.94,291.15,293.15
354000,4569.9,291.15,293.15
354600,4584.8,291.15,293.15
355200,4596.85,291.15,293.15
355800,4606.76,291.15,293.15
356400,4615.81,291.15,293.15
357000,4625.22,291.15,293.15
357600,4636.12,291.15,293.15
358200,4649.57,291.15,293.15
358800,4664.86,291.15,293.15
359400,4680.42,291.15,293.15
360000,4696.06,291.15,293.15
360600,4711.7,291.15,293.15
361200,4727.32,291.15,293.15
361800,4742.94,291.15,293.15
362400,4759.07,291.15,293.15
363000,4775.96,291.15,293.15
363600,4793.38,291.15,293.15
364200,4811,291.15,293.15
364800,4828.54,291.15,293.15
365400,4845.58,291.15,293.15
366000,4860.66,291.15,293.15
366600,4873.37,291.15,293.15
367200,4884.83,291.15,293.15
367800,4896.11,291.15,293.15
368400,4908.24,291.15,293.15
369000,4922.21,291.15,293.15
369600,4937.44,291.15,293.15
370200,4952.64,291.15,293.15
370800,0,290.56,290.74
371400,0,290.48,289.55
372000,586.14,290.44,289.15
372600,687.73,290.42,289.15
373200,769.98,290.4,289.15
373800,839.22,290.38,289.15
374400,898.46,290.37,289.15
375000,949.84,290.35,289.15
375600,994.78,290.34,289.15
376200,1034.28,290.33,289.15
376800,1065.52,290.31,289.15
377400,1087.3,290.31,289.15
378000,1102.55,290.3,289.15
378600,1113.98,290.3,289.15
379200,1123.84,290.3,289.15
379800,1133.23,290.3,289.15
380400,1139.54,290.3,289.15
381000,1143.3,290.3,289.15
381600,1144.72,290.3,289.15
382200,1144.01,290.3,289.15
382800,1141.33,290.3,289.15
383400,1136.83,290.3,289.15
384000,1130.51,290.3,289.15
384600,1122.45,290.3,289.15
385200,1112.86,290.31,289.15
385800,1101.88,290.31,289.15
386400,1089.67,290.31,289.15
387000,1076.38,290.32,289.15
387600,1062.08,290.32,289.15
388200,1046.81,290.33,289.15
388800,1030.68,290.33,289.15
389400,1013.87,290.34,289.15
390000,996.66,290.34,289.15
390600,979.42,290.35,289.15
391200,963.12,290.35,289.15
391800,948.45,290.35,289.15
392400,935.42,290.35,289.15
393000,923.91,290.35,289.15
393600,913.09,290.35,289.15
394200,899.25,290.35,289.15
394800,884.11,290.35,289.15
395400,868.27,290.35,289.15
396000,852.09,290.35,289.15
396600,835.9,290.35,289.15
397200,820.06,290.35,289.15
397800,805.03,290.35,289.15
398400,791.44,290.36,289.15
399000,779.42,290.35,289.15
399600,768.76,290.35,289.15
400200,759.31,290.35,289.15
400800,750.93,290.35,289.15
401400,743.47,290.34,289.15
402000,738.9,290.34,289.15
402600,737.99,290.33,289.15
403200,738.56,290.32,289.15
403800,738.28,290.31,289.15
404400,734.73,290.3,289.15
405000,770.21,290.29,289.15
405600,783.3,290.26,289.15
406200,793.6,290.24,289.15
406800,14195.28,294.15,291.15
407400,6653.08,294.15,291.15
408000,6534.46,294.15,291.15
408600,6444.86,294.15,291.15
409200,6374.22,294.15,291.15
409800,6315.86,294.15,291.15
410400,6266,294.15,291.15
411000,6222.26,294.15,291.15
411600,6183.28,294.15,291.15
412200,6148.36,294.15,291.15
412800,6116.54,294.15,291.15
413400,6086.65,294.15,291.15
414000,6058.27,294.15,291.15
414600,6031.12,294.15,291.15
415200,6005.04,294.15,291.15
415800,5979.96,294.15,291.15
416400,5956.52,294.15,291.15
417000,5934.96,294.15,291.15
417600,5914.58,294.15,291.15
418200,5894.77,294.15,291.15
418800,5874.9,294.15,291.15
419400,5854.42,294.15,291.15
420000,5833.64,294.15,291.15
420600,5813.27,294.15,291.15
421200,5793.36,294.15,291.15
421800,5773.93,294.15,291.15
422400,5755.02,294.15,291.15
423000,5736.66,294.15,291.15
423600,5718.76,294.15,291.15
424200,5701.25,294.15,291.15
424800,5684.24,294.15,291.15
425400,5667.83,294.15,291.15
426000,5652.1,294.15,291.15
426600,5637.13,294.15,291.15
427200,5622.68,294.15,291.15
427800,5608.28,294.15,291.15
428400,5732.33,291.85,293.15
429000,4478.02,291.15,293.15
429600,4476.32,291.15,293.15
430200,4470.32,291.15,293.15
430800,4462.81,291.15,293.15
431400,4455.23,291.15,293.15
432000,4448.39,291.15,293.15
432600,4442.65,291.15,293.15
433200,4438.14,291.15,293.15
433800,4434.88,291.15,293.15
434400,4432.48,291.15,293.15
435000,4430.8,291.15,293.15
435600,4430.1,291.15,293.15
436200,4430.6,291.15,293.15
436800,4432.52,291.15,293.15
437400,4436.09,291.15,293.15
438000,4440.7,291.15,293.15
438600,4445.77,291.15,293.15
439200,4451.26,291.15,293.15
439800,4457.12,291.15,293.15
440400,4463.34,291.15,293.15
441000,4469.88,291.15,293.15
441600,4475.24,291.15,293.15
442200,4478.57,291.15,293.15
442800,4480.73,291.15,293.15
443400,4482.59,291.15,293.15
444000,4485.06,291.15,293.15
444600,4489.04,291.15,293.15
445200,4495.32,291.15,293.15
445800,4503.41,291.15,293.15
446400,4512.26,291.15,293.15
447000,4520.93,291.15,293.15
447600,4528.45,291.15,293.15
448200,4533.96,291.15,293.15
448800,4537.09,291.15,293.15
449400,4538.75,291.15,293.15
450000,4539.9,291.15,293.15
450600,4541.42,291.15,293.15
451200,4544.1,291.15,293.15
451800,4548.68,291.15,293.15
452400,4554.72,291.15,293.15
453000,4560.98,291.15,293.15
453600,4567.16,291.15,293.15
454200,4572.95,291.15,293.15
454800,4578.16,291.15,293.15
455400,4582.66,291.15,293.15
456000,4586.48,291.15,293.15
456600,4589.86,291.15,293.15
457200,0,290.57,290.96
457800,0,290.49,289.88
458400,0,290.46,289.36
459000,283.94,290.44,289.15
459600,362.65,290.42,289.15
460200,428.65,290.41,289.15
460800,483.97,290.4,289.15
461400,530.55,290.38,289.15
462000,569.67,290.37,289.15
462600,602.14,290.36,289.15
463200,629.01,290.35,289.15
463800,651.68,290.34,289.15
464400,671.17,290.33,289.15
465000,688.37,290.33,289.15
465600,704.15,290.32,289.15
466200,719.31,290.31,289.15
466800,733.86,290.3,289.15
467400,747.48,290.3,289.15
468000,760.42,290.29,289.15
468600,772.93,290.28,289.15
469200,785.23,290.27,289.15
469800,797.55,290.26,289.15
470400,810.14,290.25,289.15
471000,823.07,290.24,289.15
471600,836.2,290.23,289.15
472200,849.36,290.22,289.15
472800,862.37,290.21,289.15
473400,875.04,290.2,289.15
474000,887.57,290.19,289.15
474600,900.1,290.18,289.15
475200,912.36,290.16,289.15
475800,924.09,290.15,289.15
476400,934.99,290.14,289.15
477000,944.81,290.13,289.15
477600,951.54,290.12,289.15
478200,953.8,290.12,289.15
478800,952.52,290.11,289.15
479400,948.97,290.11,289.15
480000,944.51,290.11,289.15
480600,939.45,290.11,289.15
481200,934.48,290.11,289.15
481800,928.65,290.11,289.15
482400,922.3,290.11,289.15
483000,915.67,290.11,289.15
483600,908.75,290.11,289.15
484200,901.12,290.11,289.15
484800,891.29,290.11,289.15
485400,876.36,290.11,289.15
486000,864.44,290.11,289.15
486600,855.3,290.11,289.15
487200,848.26,290.11,289.15
487800,843.3,290.11,289.15
488400,841.07,290.1,289.15
489000,841.28,290.1,289.15
489600,842.33,290.09,289.15
490200,842.64,290.08,289.15
490800,840.69,290.08,289.15
491400,879.94,290.07,289.15
492000,897.63,290.04,289.15
492600,911.85,290.02,289.15
493200,14611.68,294.15,291.15
493800,7075.1,294.15,291.15
494400,6958.37,294.15,291.15
495000,6873.4,294.15,291.15
495600,6809.47,294.15,291.15
496200,6758.77,294.15,291.15
496800,6717.13,294.15,291.15
497400,6681.71,294.15,291.15
498000,6650.47,294.15,291.15
498600,6621.91,294.15,291.15
499200,6594.91,294.15,291.15
499800,6569,294.15,291.15
500400,6544.09,294.15,291.15
501000,6520.2,294.15,291.15
501600,6497.46,294.15,291.15
502200,6476.09,294.15,291.15
502800,6456.01,294.15,291.15
503400,6436.87,294.15,291.15
504000,6418.44,294.15,291.15
504600,6400.45,294.15,291.15
505200,6382.64,294.15,291.15
505800,6364.72,294.15,291.15
506400,6346.26,294.15,291.15
507000,6327.37,294.15,291.15
507600,6308.47,294.15,291.15
508200,6290.03,294.15,291.15
508800,6272.52,294.15,291.15
509400,6256.45,294.15,291.15
510000,6241.92,294.15,291.15
510600,6228.22,294.15,291.15
511200,6214.68,294.15,291.15
511800,6200.8,294.15,291.15
512400,6186.16,294.15,291.15
513000,6170.52,294.15,291.15
513600,6153.77,294.15,291.15
514200,6136.25,294.15,291.15
514800,5959,291.7,293.15
515400,5003.74,291.15,293.15
516000,4996.68,291.15,293.15
516600,4986.94,291.15,293.15
517200,4975.4,291.15,293.15
517800,4962.54,291.15,293.15
518400,4949.42,291.15,293.15
519000,4936.75,291.15,293.15
519600,4925,291.15,293.15
520200,4914.62,291.15,293.15
520800,4904.71,291.15,293.15
521400,4894.54,291.15,293.15
522000,4884.67,291.15,293.15
522600,4875.62,291.15,293.15
523200,4867.78,291.15,293.15
523800,4861.49,291.15,293.15
524400,4857.05,291.15,293.15
525000,4854.01,291.15,293.15
525600,4851.65,291.15,293.15
526200,4849.3,291.15,293.15
526800,4846.37,291.15,293.15
527400,4842.29,291.15,293.15
528000,4837.64,291.15,293.15
528600,4833.34,291.15,293.15
529200,4829.34,291.15,293.15
529800,4825.63,291.15,293.15
530400,4822.15,291.15,293.15
531000,4818.89,291.15,293.15
531600,4815.78,291.15,293.15
532200,4812.83,291.15,293.15
532800,4810.02,291.15,293.15
533400,4807.32,291.15,293.15
534000,4804.7,291.15,293.15
534600,4802.15,291.15,293.15
535200,4799.64,291.15,293.15
535800,4797.16,291.15,293.15
536400,4794.71,291.15,293.15
537000,4792.3,291.15,293.15
537600,4789.93,291.15,293.15
538200,4787.62,291.15,293.15
538800,4785.55,291.15,293.15
539400,4783.84,291.15,293.15
540000,4782.3,291.15,293.15
540600,4780.81,291.15,293.15
541200,4779.22,291.15,293.15
541800,4777.4,291.15,293.15
542400,4775.14,291.15,293.15
543000,4772.48,291.15,293.15
543600,0,290.49,290.94
544200,0,290.39,289.85
544800,0,290.35,289.33
545400,316.07,290.33,289.15
546000,392.91,290.32,289.15
546600,455.54,290.31,289.15
547200,507.93,290.3,289.15
547800,552.37,290.28,289.15
548400,590.53,290.27,289.15
549000,623.58,290.26,289.15
549600,651.64,290.25,289.15
550200,674.87,290.24,289.15
550800,694.13,290.24,289.15
551400,710.17,290.23,289.15
552000,723.65,290.22,289.15
552600,735.16,290.22,289.15
553200,745.17,290.21,289.15
