Time|s,Simple_District_1.supTemp.T|degC,Simple_District_1.retTemp.T|degC,senTem_ret_i.T|degC,Simple_District_1.plugFlowPipe1.port_a.m_flow|kg/s,Simple_District_1.Q_flow_positive.y,Network_CE1_heatLoss[end].plugFlowPipe_ret24.heatPort.Q_flow*(-1),fixedTemperature1.port.Q_flow|W,Simple_District_1.hea.dp|Pa,Network_CE1_heatLoss[end].plugFlowPipe_ret24.cor.res.dp*(-1)
331200,69.16863,39.168816,39.20916,0.104194485,13065.951,154.05511,5512.6753,0,2709.573
332100,69.16851,39.16857,39.208885,0.10418499,13064.796,154.05844,5512.824,0,2709.0793
333000,69.16857,39.16854,39.208855,0.104188986,13065.307,154.047,5512.4067,0,2709.287
333900,69.154686,39.171593,39.207664,0.10155065,12728.416,153.81058,5504.084,0,2573.8123
334800,69.11971,39.13659,39.180016,0.0979259,12277.117,153.79575,5505.9077,0,2393.352
335700,69.09765,39.111534,39.15542,0.09558859,11984.42,153.68568,5504.4175,0,2280.4653
336600,69.07714,39.090202,39.135094,0.09346799,11718.659,153.64885,5505.2993,0,2180.405
337500,69.057884,39.07006,39.11608,0.09156939,11480.845,153.53395,5502.852,0,2092.724
338400,68.99966,39.053947,39.09545,0.08460071,10598.551,152.96385,5483.9004,0,1786.3207
339300,68.91039,38.953453,39.017174,0.07923175,9935.661,153.08307,5495.391,0,1566.7866
340200,68.90908,38.91323,38.96923,0.07923175,9935.661,152.83052,5492.714,0,1566.7866
341100,68.76626,38.862206,38.924614,0.06855064,8590.744,152.20026,5471.8975,0,1172.8284
342000,68.682365,38.740746,38.81008,0.06463673,8101.907,151.69618,5466.423,0,1042.726
342900,68.62423,38.667137,38.737816,0.06207165,7781.353,151.34653,5461.5425,0,961.60785
343800,68.62881,38.61074,38.694725,0.06396878,8026.051,151.82422,5484.9375,0,1021.2863
344700,68.64849,38.64361,38.710625,0.06375556,7994.648,151.47679,5470.5537,0,1014.48926
345600,68.64312,38.645714,38.714745,0.0634904,7961.418,151.47179,5469.7227,0,1006.0685
346500,68.63772,38.641228,38.711174,0.06325505,7931.945,151.4993,5471.0317,0,998.6236
347400,68.63314,38.636406,38.706688,0.06304473,7905.5884,151.47574,5470.6406,0,991.99365
348300,68.62899,38.63198,38.702507,0.06285539,7881.8687,151.46324,5470.569,0,986.04443
349200,68.62502,38.62789,38.69863,0.06267411,7859.1396,151.44238,5470.245,0,980.36487
350100,68.62142,38.624016,38.695,0.062514655,7839.184,151.42624,5470.0093,0,975.38275
351000,68.61846,38.620598,38.691795,0.06238406,7822.8276,151.40189,5469.498,0,971.3119
351900,68.6159,38.61779,38.68911,0.062268637,7808.362,151.39667,5469.566,0,967.7208
352800,68.61315,38.615166,38.686577,0.06214228,7792.5,151.3758,5469.099,0,963.79736
353700,68.609825,38.612206,38.6838,0.061985,7772.74,151.39294,5469.984,0,958.9249
354600,68.606255,38.608757,38.680626,0.06182366,7752.516,151.3428,5468.5044,0,953.93945
355500,68.60284,38.605278,38.67736,0.061675303,7733.9355,151.34024,5468.672,0,949.3667
356400,68.60009,38.602074,38.67437,0.061560158,7719.532,151.31317,5468.0806,0,945.82513
357300,68.59908,38.599754,38.672295,0.061541412,7717.3306,151.29787,5467.741,0,945.2492
358200,68.60046,38.599632,38.672142,0.06161375,7726.463,151.30467,5467.7607,0,947.4726
359100,68.60287,38.60128,38.673515,0.061724704,7740.39,151.27168,5467.6636,0,950.88806
360000,68.60473,38.603447,38.67553,0.061806403,7750.598,151.30966,5467.884,0,953.407
360900,68.60543,38.604942,38.676872,0.06182295,7752.5923,151.33105,5468.5493,0,953.91754
361800,68.605064,38.605217,38.677147,0.0618026,7750.0156,151.33083,5468.4937,0,953.2897
362700,68.604,38.60473,38.67669,0.061749116,7743.2715,151.34256,5468.9463,0,951.6404
363600,68.60323,38.60366,38.675835,0.061723348,7740.1006,151.32515,5468.4063,0,950.8463
364500,68.60415,38.6036,38.675804,0.0617729,7746.3975,151.29808,5468.01,0,952.3737
365400,68.60589,38.60473,38.67681,0.061854992,7756.711,151.3269,5468.278,0,954.90656
366300,68.608025,38.60653,38.67849,0.061955485,7769.328,151.29831,5468.041,0,958.01196
367200,68.610374,38.608696,38.680534,0.062054016,7781.6777,151.29546,5466.7964,0,961.0615
368100,68.61184,38.61062,38.682426,0.062131036,7791.302,151.34306,5468.3823,0,963.44867
369000,68.61346,38.61236,38.683952,0.062187426,7798.359,151.3074,5466.871,0,965.19824
369900,68.61437,38.61361,38.685112,0.06223648,7804.5117,151.35545,5468.5464,0,966.7217
370800,68.217735,38.687737,38.575768,0.031551648,3906.3716,136.88763,4941.967,0,248.45941
371700,67.43075,38.6491,38.000053,0.0004218751,0,10.055481,368.6869,0,0.34324646
372600,67.32873,38.752464,37.129784,0.000421875,0,22.441504,816.4208,0,0.34324145
373500,67.10815,38.934074,36.26287,0.000421875,0,34.41487,1236.2313,0,0.34324145
374400,66.66796,39.165123,35.423515,0.000421875,0,45.985527,1629.8718,0,0.34324145
375300,65.934746,39.424126,34.610924,0.000421875,0,57.15601,1998.9131,0,0.34324145
376200,64.87405,39.694664,33.824364,0.000421875,0,67.93994,2344.9216,0,0.34324145
377100,63.487144,39.964256,33.06304,0.000421875,0,78.342964,2669.199,0,0.34324145
378000,61.801933,40.22332,32.326164,0.000421875,0,88.367355,2972.556,0,0.34324145
378900,59.86312,40.464622,31.613214,0.000421875,0,98.01139,3255.0027,0,0.34324145
379800,57.7239,40.682915,30.923883,0.000421875,0,107.25237,3477.9941,0,0.34324145
380700,55.440025,40.874504,30.258844,0.000421875,0,116.049484,3647.0154,0,0.34324145
381600,53.069725,41.03704,29.627527,0.000421875,0,124.05226,3729.055,0,0.34324145
382500,50.68798,41.169365,29.345057,0.000421875,0,123.255,3743.8918,0,0.34324145
383400,48.370537,41.27166,28.953058,0.000421875,0,120.488174,3730.4792,0,0.34324145
384300,46.172997,41.345116,28.39126,0.000421875,0,116.72836,3682.3962,0,0.34324145
385200,44.12661,41.391502,27.722406,0.000421875,0,112.351326,3623.2292,0,0.34324145
386100,42.241814,41.412987,26.991388,0.000421875,0,107.62363,3557.289,0,0.34324145
387000,40.514366,41.411766,26.229548,0.000421875,0,102.73235,3480.4172,0,0.34324145
387900,38.931053,41.389977,25.458735,0.000421875,0,97.80662,3393.7722,0,0.34324145
388800,37.474266,41.34948,24.694666,0.000421875,0,92.941055,3305.213,0,0.34324145
389700,36.12545,41.291954,23.953485,0.000421875,0,88.26707,3218.4426,0,0.34324145
390600,34.867027,41.218834,23.326105,0.000421875,0,84.44049,3137.4304,0,0.34324145
391500,33.683647,41.13134,22.797327,0.000421875,0,81.137085,3063.383,0,0.34324145
392400,32.562645,41.03048,22.30874,0.000421875,0,78.04823,2998.3171,0,0.34324145
393300,31.494074,40.917168,21.839228,0.000421875,0,75.0657,2939.0432,0,0.34324145
394200,30.470392,40.792137,21.381067,0.000421875,0,72.15043,2883.202,0,0.34324145
395100,29.48623,40.65606,20.93249,0.000421875,0,69.29647,2829.3538,0,0.34324145
396000,28.537958,40.509575,20.49441,0.000421875,0,66.51173,2777.0488,0,0.34324145
396900,27.623407,40.353203,20.068598,0.000421875,0,63.807484,2726.811,0,0.34324145
397800,26.742243,40.187523,19.656977,0.000421875,0,61.196262,2678.7224,0,0.34324145
398700,25.896082,40.013054,19.261042,0.000421875,0,58.68697,2633.085,0,0.34324145
399600,25.08764,39.830376,18.882257,0.000421875,0,56.289337,2591.2192,0,0.34324145
400500,24.319483,39.6401,18.523615,0.000421875,0,54.026047,2552.5386,0,0.34324145
401400,23.593378,39.442802,18.189722,0.000421875,0,51.927086,2516.686,0,0.34324145
402300,22.909845,39.239098,17.889612,0.000421875,0,50.0627,2483.8618,0,0.34324145
403200,22.268274,39.029655,17.636194,0.000421875,0,48.503437,2454.4038,0,0.34324145
404100,21.666986,38.815025,17.426722,0.000421875,0,47.214954,2427.974,0,0.34324145
405000,21.103601,38.595787,17.250391,0.000421875,0,46.121925,2403.9912,0,0.34324145
405900,20.575281,38.37243,17.095575,0.000421875,0,45.153477,2381.9084,0,0.34324145
406800,39.333336,15.20022,28.949518,0.07614929,9673.64,105.33026,4832.66,0,1447.2488
407700,69.17446,37.434288,37.27462,0.10360375,12982.576,143.597,5395.6123,0,2678.9363
408600,69.13476,39.06185,39.09649,0.099906616,12527.094,153.42656,5504.1484,0,2491.15
409500,69.128136,39.12774,39.170006,0.09924142,12444.314,153.8385,5508.805,0,2458.0874
410400,69.12423,39.126274,39.16897,0.0988252,12392.29,153.85213,5509.356,0,2437.5122
411300,69.122,39.123253,39.1661,0.098603904,12364.749,153.83719,5509.1704,0,2426.608
412200,69.12081,39.121483,39.16439,0.09847413,12348.537,153.82477,5508.9165,0,2420.2246
413100,69.12023,39.120506,39.163445,0.09842452,12342.412,153.82596,5509.0527,0,2417.7866
414000,69.12026,39.1202,39.16314,0.09843361,12343.601,153.81264,5508.5986,0,2418.2334
414900,69.121025,39.120537,39.163506,0.09851712,12354.166,153.82121,5508.9033,0,2422.3384
415800,69.12203,39.12133,39.164207,0.09864571,12370.32,153.82045,5508.7803,0,2428.666
416700,69.09087,39.11138,39.155724,0.09469687,11871.691,153.6284,5501.912,0,2238.1165
417600,69.06289,39.080315,39.126,0.09192438,11524.496,153.57953,5503.365,0,2108.9817
418500,69.03796,39.053764,39.100792,0.08956414,11228.936,153.44374,5501.209,0,2002.0719
419400,69.01449,39.029503,39.07769,0.08743072,10961.575,153.38835,5501.3193,0,1907.8295
420300,68.992485,39.006584,39.056084,0.085528776,10723.352,153.24605,5498.613,0,1825.7273
421200,68.97152,38.98507,39.035667,0.08378073,10504.262,153.12831,5496.4185,0,1751.8611
422100,68.95159,38.9645,39.01626,0.082190074,10304.986,153.03973,5495.2764,0,1685.9713
423000,68.932396,38.94491,38.997673,0.08070836,10119.263,152.93787,5493.5337,0,1625.7301
423900,68.914085,38.92605,38.97991,0.07935117,9949.23,152.86261,5492.6226,0,1571.5135
424800,68.902306,38.908195,38.9638,0.07865962,9863.516,152.77078,5491.104,0,1544.2407
425700,68.908714,38.905663,38.959923,0.07923175,9935.661,152.78148,5492.1973,0,1566.7866
426600,68.90899,38.908653,38.963005,0.07923175,9935.661,152.7977,5492.386,0,1566.7866
427500,68.65978,38.82601,38.898277,0.06275861,7866.032,152.14885,5470.1675,0,983.0102
428400,68.57336,38.645897,38.72457,0.059607,7471.5894,151.23335,5457.235,0,886.75964
429300,68.51278,38.561638,38.639214,0.05733599,7187.7734,151.09174,5461.7935,0,820.4763
430200,68.46279,38.501976,38.581993,0.05551897,6960.23,150.63211,5451.782,0,769.2973
431100,68.41967,38.453636,38.535973,0.054069158,6778.836,150.55745,5453.951,0,729.6433
432000,68.38192,38.412132,38.496788,0.052822616,6622.664,150.23828,5446.128,0,696.3879
432900,68.35931,38.368553,38.46566,0.053180758,6672.504,150.70033,5466.756,0,705.86304
433800,68.4168,38.392998,38.473717,0.054424148,6824.9316,150.30217,5452.8887,0,739.2557
434700,68.420555,38.41378,38.496056,0.054535225,6838.831,150.41692,5454.163,0,742.27637
435600,68.423515,38.420403,38.503227,0.05463849,6851.7764,150.45966,5454.8203,0,745.09
436500,68.4266,38.424095,38.50695,0.054740336,6864.549,150.45811,5454.395,0,747.8703
437400,68.42953,38.427208,38.50991,0.054844618,6877.628,150.47057,5454.356,0,750.7225
438300,68.43255,38.4302,38.51275,0.054952756,6891.1934,150.47505,5454.7607,0,753.6858
439200,68.43566,38.43325,38.515617,0.05506351,6905.084,150.49982,5454.829,0,756.7269
440100,68.43847,38.436424,38.518517,0.05514831,6915.6646,150.5083,5454.92,0,759.0595
441000,68.43981,38.438652,38.52059,0.055192746,6921.2085,150.52734,5455.4136,0,760.2832
441900,68.44051,38.439842,38.521782,0.0552138,6923.8335,150.52594,5455.2153,0,760.86334
442800,68.44131,38.440636,38.522575,0.055245865,6927.872,150.53859,5455.57,0,761.7473
443700,68.442894,38.441673,38.523613,0.05531319,6936.3584,150.53711,5455.753,0,763.60504
444600,68.445274,38.443504,38.525322,0.05540492,6947.8833,150.55223,5455.8164,0,766.1399
445500,68.44845,38.446068,38.527702,0.055528034,6963.3555,150.54913,5455.986,0,769.5485
446400,68.4519,38.449333,38.530693,0.055649668,6978.5947,150.5841,5456.435,0,772.9236
447300,68.45492,38.452568,38.533714,0.055756632,6991.9956,150.59755,5456.603,0,775.89764
448200,68.45779,38.45556,38.536522,0.055862743,7005.3022,150.61636,5457.008,0,778.85376
449100,68.46072,38.458458,38.5393,0.05596995,7018.748,150.61104,5456.9673,0,781.84607
450000,68.463646,38.461388,38.542015,0.056078553,7032.3677,150.6419,5457.368,0,784.8831
450900,68.466576,38.464348,38.544792,0.05618557,7045.7827,150.65184,5457.5337,0,787.88165
451800,68.46932,38.467247,38.54751,0.056285776,7058.342,150.66417,5457.6084,0,790.69446
452700,68.471886,38.469994,38.55007,0.056374535,7069.457,150.67336,5457.709,0,793.1901
453600,68.47402,38.472404,38.55236,0.056456335,7079.711,150.69185,5458.0654,0,795.4937
454500,68.47616,38.4746,38.554436,0.056530632,7089.015,150.69159,5457.8643,0,797.5888
455400,68.477745,38.476524,38.556236,0.056585804,7095.9116,150.69489,5457.8115,0,799.1464
456300,68.47936,38.47805,38.557762,0.05665493,7104.6255,150.71815,5458.47,0,801.10016
457200,68.08819,38.550163,38.43859,0.028743284,3558.7166,134.98972,4893.504,0,206.19788
458100,67.310356,38.515556,37.859734,0.0004218749,0,10.285431,377.9477,0,0.34324646
459000,67.20461,38.618187,36.993584,0.000421875,0,22.596935,823.8354,0,0.34324145
459900,66.97991,38.79931,36.131523,0.000421875,0,34.495033,1241.8829,0,0.34324145
460800,66.53588,39.03002,35.296806,0.000421875,0,45.992714,1633.9194,0,0.34324145
461700,65.799675,39.28875,34.48873,0.000421875,0,57.098385,2001.5065,0,0.34324145
462600,64.7373,39.559105,33.706474,0.000421875,0,67.81223,2346.054,0,0.34324145
463500,63.350273,39.828545,32.949333,0.000421875,0,78.146805,2668.9053,0,0.34324145
464400,61.666527,40.087517,32.216515,0.000421875,0,88.103615,2970.8384,0,0.34324145
465300,59.730675,40.32879,31.507502,0.000421875,0,97.68022,3251.86,0,0.34324145
466200,57.595757,40.54711,30.821985,0.000421875,0,106.850655,3473.438,0,0.34324145
467100,55.317375,40.738792,30.16076,0.000421875,0,115.57697,3641.118,0,0.34324145
468000,52.953514,40.90148,29.533686,0.000421875,0,123.48597,3722.4302,0,0.34324145
468900,50.57891,41.03411,29.252222,0.000421875,0,122.661804,3736.839,0,0.34324145
469800,48.26882,41.136772,28.860804,0.000421875,0,119.90061,3723.1409,0,0.34324145
470700,46.078575,41.210655,28.30108,0.000421875,0,116.15542,3675.0623,0,0.34324145
471600,44.038994,41.25759,27.635279,0.000421875,0,111.798836,3615.9678,0,0.34324145
472500,42.160515,41.279716,26.907892,0.000421875,0,107.09503,3550.1318,0,0.34324145
473400,40.438774,41.279198,26.15005,0.000421875,0,102.22959,3473.3894,0,0.34324145
474300,38.860558,41.25814,25.383417,0.000421875,0,97.330696,3386.9917,0,0.34324145
475200,37.408318,41.218437,24.623621,0.000421875,0,92.49255,3298.7104,0,0.34324145
476100,36.06356,41.161766,23.886866,0.000421875,0,87.847084,3212.24,0,0.34324145
477000,34.8088,41.08953,23.26327,0.000421875,0,84.04305,3131.5234,0,0.34324145
477900,33.628777,41.002922,22.737268,0.000421875,0,80.75647,3057.765,0,0.34324145
478800,32.510857,40.903038,22.251062,0.000421875,0,77.68272,2992.947,0,0.34324145
479700,31.445154,40.790672,21.783869,0.000421875,0,74.7149,2933.8938,0,0.34324145
480600,30.424189,40.66665,21.328028,0.000421875,0,71.81449,2878.2563,0,0.34324145
481500,29.442621,40.531578,20.8818,0.000421875,0,68.975624,2824.606,0,0.34324145
482400,28.496851,40.38613,20.4461,0.000421875,0,66.20609,2772.497,0,0.34324145
483300,27.58468,40.230827,20.0227,0.000421875,0,63.517014,2722.453,0,0.34324145
484200,26.705866,40.066185,19.613428,0.000421875,0,60.92082,2674.5515,0,0.34324145
485100,25.861963,39.892815,19.219782,0.000421875,0,58.426228,2629.099,0,0.34324145
486000,25.05572,39.711235,18.843256,0.000421875,0,56.042946,2587.4026,0,0.34324145
486900,24.289667,39.522057,18.48681,0.000421875,0,53.79354,2548.8765,0,0.34324145
487800,23.565516,39.32586,18.155024,0.000421875,0,51.707966,2513.168,0,0.34324145
488700,22.883844,39.123314,17.856928,0.000421875,0,49.85607,2480.4792,0,0.34324145
489600,21.464685,38.40914,17.621668,0.0025042833,318.1338,249.932,13050.343,0,2.3629136
490500,19.19906,34.421593,18.059168,0.0037734148,474.41333,126.69965,7027.617,0,4.1811285
491400,19.804285,28.977777,19.180689,0.0048421407,608.31445,56.640366,3600.4524,0,6.2489915
492300,20.826532,23.245996,23.435724,0.0057682954,724.292,77.69232,3993.178,0,8.515735
493200,66.194756,19.80636,26.486475,0.079496205,10088.891,90.99757,4765.936,0,1577.2634
494100,69.397606,38.940483,38.837273,0.13840564,17303.451,151.1286,5465.905,0,4781.002
495000,69.27517,39.29293,39.33239,0.11904456,14923.865,154.54785,5517.2456,0,3536.9624
495900,69.25881,39.267815,39.303856,0.11671815,14634.41,154.53596,5520.003,0,3400.0725
496800,69.24807,39.254417,39.29052,0.1150872,14430.331,154.45201,5518.5396,0,3305.7156
497700,69.240166,39.244774,39.281395,0.113948114,14288.022,154.42474,5518.439,0,3240.6018
498600,69.23409,39.237755,39.27456,0.11305729,14176.484,154.3933,5518.0713,0,3190.1313
499500,69.2293,39.23214,39.26928,0.11237731,14091.458,154.35861,5517.436,0,3151.8723
500400,69.225426,39.227776,39.265038,0.11182623,14022.449,154.346,5517.3687,0,3121.036
501300,69.222404,39.224205,39.26168,0.11140797,13970.16,154.32355,5516.959,0,3097.7324
502200,69.220024,39.22146,39.259056,0.1110729,13928.201,154.31479,5516.9087,0,3079.1272
503100,69.2181,39.21926,39.25695,0.110803954,13894.545,154.302,5516.6753,0,3064.234
504000,69.21636,39.21743,39.25521,0.110559195,13863.863,154.29568,5516.6094,0,3050.7112
504900,69.21465,39.21572,39.253593,0.11031792,13833.607,154.28569,5516.429,0,3037.4111
505800,69.212944,39.214012,39.251976,0.11007752,13803.464,154.27713,5516.303,0,3024.1875
506700,69.21133,39.212334,39.25036,0.10985059,13775.031,154.26753,5516.121,0,3011.7312
507600,69.20986,39.210747,39.248863,0.10964921,13749.803,154.26044,5516.022,0,3000.6987
508500,69.20861,39.209373,39.24758,0.10948219,13728.8955,154.2561,5515.984,0,2991.5645
509400,69.20751,39.208214,39.246452,0.10932707,13709.45,154.24847,5515.8364,0,2983.0933
510300,69.17913,39.196373,39.2369,0.105118796,13178.886,154.10417,5511.1636,0,2757.8596
511200,69.08474,39.178856,39.21041,0.091002144,11390.15,153.04126,5473.495,0,2066.8772
512100,68.91189,38.997917,39.070915,0.07923175,9935.661,153.36607,5498.3696,0,1566.7866
513000,68.90902,38.91726,38.974693,0.07923175,9935.661,152.85915,5492.9956,0,1566.7866
513900,68.893456,38.922356,38.963036,0.076270826,9554.551,152.2087,5470.6787,0,1451.8721
514800,68.7821,38.846703,38.906944,0.069613755,8723.776,152.05241,5469.6953,0,1209.4878
515700,68.83556,38.808464,38.8619,0.07404187,9283.3955,152.17397,5481.2197,0,1368.2522
516600,68.81786,38.82647,38.88418,0.072766386,9123.575,152.30093,5481.956,0,1321.5178
517500,68.79891,38.810783,38.871056,0.071687885,8988.577,152.32483,5484.3975,0,1282.6346
518400,68.78268,38.793663,38.855003,0.07074017,8869.831,152.22527,5482.229,0,1248.9459
519300,68.76812,38.77807,38.840294,0.0699182,8766.9,152.16902,5481.897,0,1220.09
520200,68.75472,38.76397,38.826927,0.06916706,8672.759,152.07394,5479.7856,0,1194.0159
521100,68.74218,38.750877,38.814568,0.06847823,8586.45,152.03773,5479.7505,0,1170.3518
522000,68.730034,38.738487,38.80282,0.06782221,8504.206,151.97807,5478.8086,0,1148.0353
522900,68.71853,38.726494,38.79162,0.06721838,8428.568,151.92038,5477.824,0,1127.684
523800,68.70803,38.715355,38.78109,0.06667688,8360.715,151.86613,5476.9546,0,1109.5884
524700,68.69845,38.705193,38.771507,0.06618911,8299.611,151.81714,5476.136,0,1093.4136
525600,68.68954,38.695793,38.762627,0.06574101,8243.451,151.77156,5475.406,0,1078.6589
526500,68.68139,38.687126,38.75448,0.06533997,8193.219,151.73009,5474.72,0,1065.5386
527400,68.67385,38.67919,38.74697,0.064970486,8146.909,151.68735,5474.05,0,1053.5221
528300,68.6668,38.671867,38.740044,0.06462381,8103.4565,151.65367,5473.611,0,1042.309
529200,68.65978,38.664787,38.73336,0.06427845,8060.1445,151.60603,5472.522,0,1031.1982
530100,68.65237,38.657646,38.726616,0.06391783,8014.906,151.58775,5472.5903,0,1019.6602
531000,68.645164,38.6502,38.71969,0.0635834,7973.0137,151.5381,5471.5195,0,1009.01776
531900,68.63888,38.643394,38.71328,0.063295,7936.8965,151.50607,5471.03,0,999.8854
532800,68.63308,38.63726,38.70748,0.06302666,7903.258,151.48839,5470.869,0,991.4251
533700,68.627556,38.631554,38.70208,0.0627731,7871.4824,151.44965,5470.1494,0,983.4643
534600,68.62231,38.62609,38.696953,0.06253407,7841.5195,151.43095,5469.9595,0,975.9888
535500,68.61739,38.620934,38.6921,0.062313735,7813.914,151.41089,5469.7114,0,969.12317
536400,68.612816,38.616142,38.687584,0.062109005,7788.253,151.38612,5469.3228,0,962.7655
537300,68.608574,38.611656,38.683372,0.06192155,7764.7676,151.36588,5469.0303,0,956.96277
538200,68.60461,38.607506,38.679436,0.061746463,7742.8213,151.34436,5468.6553,0,951.55865
539100,68.600945,38.60363,38.675804,0.06158506,7722.5986,151.3269,5468.413,0,946.5906
540000,68.597496,38.6,38.672386,0.06143368,7703.623,151.30809,5468.0684,0,941.9426
540900,68.594536,38.59664,38.669273,0.06131478,7688.7715,151.29294,5467.865,0,938.3
541800,68.59264,38.594048,38.666832,0.061240796,7679.528,151.27635,5467.534,0,936.03705
542700,68.591606,38.59243,38.665245,0.06120035,7674.4854,151.2695,5467.4634,0,934.80115
543600,68.19427,38.664604,38.552116,0.030972522,3834.5464,136.55234,4932.8496,0,239.42224
544500,67.408104,38.62612,37.975548,0.000421875,0,10.102486,370.56635,0,0.34324646
545400,67.30532,38.72924,37.10589,0.000421875,0,22.47551,817.92694,0,0.34324145
546300,67.083916,38.91073,36.23983,0.000421875,0,34.43374,1237.3645,0,0.34324145
547200,66.64294,39.141685,35.401268,0.000421875,0,45.989616,1630.6927,0,0.34324145
548100,65.90911,39.400566,34.58947,0.000421875,0,57.151775,1999.5006,0,0.34324145
549000,64.848015,39.671074,33.803673,0.000421875,0,67.9245,2345.2603,0,0.34324145
549900,63.461052,39.940575,33.043022,0.000421875,0,78.314835,2669.233,0,0.34324145
550800,61.776085,40.199608,32.306877,0.000421875,0,88.32752,2972.313,0,0.34324145
551700,59.83779,40.44088,31.594599,0.000421875,0,97.956894,3254.4705,0,0.34324145
552600,57.699364,40.65914,30.90597,0.000421875,0,107.18341,3477.2336,0,0.34324145
553500,55.416527,40.85073,30.241571,0.000421875,0,115.96355,3645.9495,0,0.34324145
554400,53.047447,41.013237,29.610804,0.000421875,0,123.9554,3727.8848,0,0.34324145
555300,50.667076,41.14559,29.32873,0.000421875,0,123.1507,3742.607,0,0.34324145
556200,48.351006,41.247948,28.936792,0.000421875,0,120.38452,3729.1523,0,0.34324145
557100,46.15487,41.321434,28.37533,0.000421875,0,116.62706,3681.075,0,0.34324145
558000,44.109764,41.367912,27.706995,0.000421875,0,112.253456,3621.9104,0,0.34324145
558900,42.22619,41.38949,26.976587,0.000421875,0,107.52989,3555.9963,0,0.34324145
559800,40.49984,41.38839,26.215448,0.000421875,0,102.643135,3479.138,0,0.34324145
560700,38.917503,41.36669,25.445368,0.000421875,0,97.72208,3392.5393,0,0.34324145
561600,37.46157,41.326317,24.682032,0.000421875,0,92.86135,3304.0313,0,0.34324145
562500,36.113518,41.268944,23.941645,0.000421875,0,88.19269,3217.315,0,0.34324145
563400,34.855797,41.195976,23.314997,0.000421875,0,84.37031,3136.3577,0,0.34324145
564300,33.673058,41.108635,22.786707,0.000421875,0,81.06967,3062.3625,0,0.34324145
565200,32.552635,41.007927,22.298517,0.000421875,0,77.983475,2997.3445,0,0.34324145
566100,31.484613,40.894768,21.829432,0.000421875,0,75.00351,2938.1108,0,0.34324145
567000,30.46145,40.76992,21.371668,0.000421875,0,72.09085,2882.306,0,0.34324145
567900,29.477777,40.634026,20.923487,0.000421875,0,69.23955,2828.4944,0,0.34324145
568800,28.529993,40.487694,20.485834,0.000421875,0,66.45749,2776.225,0,0.34324145
569700,27.6159,40.331505,20.06045,0.000421875,0,63.755943,2726.0222,0,0.34324145
570600,26.735193,40.166008,19.649256,0.000421875,0,61.147373,2677.9678,0,0.34324145
571500,25.88946,39.991722,19.253717,0.000421875,0,58.640682,2632.3643,0,0.34324145
572400,25.081446,39.809227,18.87533,0.000421875,0,56.245605,2590.5293,0,0.34324145
573300,24.313684,39.619133,18.517084,0.000421875,0,53.984787,2551.877,0,0.34324145
574200,23.587946,39.42202,18.183588,0.000421875,0,51.88822,2516.0508,0,0.34324145
575100,22.847773,39.191856,17.868464,0.00084138295,119.23296,98.8578,4919.193,0,0.69418484
576000,20.333551,37.09063,17.86062,0.0027390744,344.8493,203.04402,10988.061,0,2.6551678
576900,19.517633,32.75347,18.174799,0.0038037803,478.07196,58.002228,4217.446,0,4.2324996
577800,19.95727,27.57052,20.356104,0.0047576907,597.6142,63.120964,3729.2974,0,6.0651183
578700,21.380823,22.218409,24.181696,0.005612423,704.6822,81.765724,4082.2866,0,8.101284
579600,66.13055,20.014399,26.249567,0.079391845,10075.921,89.73635,4762.577,0,1573.1249
580500,69.39709,38.944115,38.83898,0.13819495,17276.334,151.13127,5464.193,0,4766.458
581400,69.27267,39.290794,39.33053,0.118637964,14872.921,154.5392,5517.1206,0,3512.843
582300,69.25613,39.26528,39.301476,0.116266735,14577.76,154.41156,5517.4097,0,3373.8237
583200,69.244896,39.251488,39.287773,0.11460708,14370.1,154.44217,5518.4707,0,3278.1914
584100,69.23705,39.24163,39.278404,0.113485485,14230.051,154.40733,5518.186,0,3214.3416
585000,69.231285,39.234734,39.27172,0.112648934,14125.343,154.36937,5517.5166,0,3167.1277
585900,69.22692,39.229485,39.266747,0.11204094,14049.354,154.35,5517.379,0,3133.0322
586800,69.22344,39.22558,39.262962,0.111547366,13987.534,154.33565,5517.225,0,3105.4893
587700,69.22048,39.222313,39.25988,0.11112845,13935.075,154.3213,5517.014,0,3082.2075
588600,69.217766,39.219475,39.257164,0.11074093,13886.503,154.30373,5516.71,0,3060.7488
589500,69.21526,39.21679,39.25463,0.11039232,13842.843,154.28885,5516.432,0,3041.509
590400,69.213066,39.21441,39.252373,0.11008783,13804.699,154.27673,5516.225,0,3024.7534
591300,69.211266,39.212364,39.25042,0.10984174,13773.908,154.27039,5516.2183,0,3011.2456
592200,69.20971,39.210655,39.248802,0.109626725,13746.968,154.25931,5515.979,0,2999.4685
593100,69.208336,39.20919,39.2474,0.10943805,13723.336,154.25429,5515.952,0,2989.1523
594000,69.207054,39.207848,39.246117,0.10926285,13701.375,154.24911,5515.8896,0,2979.589
594900,69.205864,39.206596,39.244926,0.10909876,13680.813,154.24448,5515.831,0,2970.647
595800,69.204735,39.205437,39.243828,0.10894433,13661.455,154.23737,5515.702,0,2962.2427
596700,69.2037,39.204338,39.24279,0.10880444,13643.935,154.2332,5515.6616,0,2954.6406
597600,69.1058,39.213524,39.240562,0.09251388,11574.677,152.99635,5469.004,0,2136.1177
