Elapsed_time_sec,Q_heating,T_day,T_night
133200,1211.67,289.15,289.15
133800,1315.28,289.15,289.15
134400,1318.06,289.15,289.15
135000,1322.22,289.15,289.15
135600,1325,289.15,289.15
136200,1333.33,289.15,289.15
136800,1625,289.15,289.15
137400,1725,289.15,289.15
138000,1725,289.15,289.15
138600,1730.56,289.15,289.15
139200,1736.11,289.15,289.15
139800,1750,289.15,289.15
140400,2000,289.15,289.15
141000,2091.67,289.15,289.15
141600,2097.22,289.15,289.15
142200,2111.11,289.15,289.15
142800,2125,289.15,289.15
143400,2138.89,289.15,289.15
144000,2369.44,289.15,289.15
144600,2461.11,289.15,289.15
145200,2480.56,289.15,289.15
145800,2502.78,289.15,289.15
146400,2511.11,289.15,289.15
147000,2519.44,289.15,289.15
147600,2727.78,289.15,289.15
148200,11111.11,291.45,290.15
148800,10888.89,293.95,291.15
149400,9305.56,294.15,291.15
150000,9305.56,294.15,291.15
150600,9305.56,294.15,291.15
151200,9000,294.15,291.15
151800,8916.67,294.15,291.15
152400,8916.67,294.15,291.15
153000,8916.67,294.15,291.15
153600,8916.67,294.15,291.15
154200,8916.67,294.15,291.15
154800,8611.11,294.15,291.15
155400,8500,294.15,291.15
156000,8500,294.15,291.15
156600,8500,294.15,291.15
157200,8527.78,294.15,291.15
157800,8527.78,294.15,291.15
158400,8305.56,294.15,291.15
159000,8222.22,294.15,291.15
159600,8250,294.15,291.15
160200,8250,294.15,291.15
160800,8250,294.15,291.15
161400,8250,294.15,291.15
162000,8083.33,294.15,291.15
162600,8000,294.15,291.15
163200,8000,294.15,291.15
163800,8027.78,294.15,291.15
164400,8055.56,294.15,291.15
165000,8055.56,294.15,291.15
165600,7916.67,294.15,291.15
166200,7780.56,292.85,292.15
166800,8372.22,291.35,293.15
167400,8847.22,291.15,293.15
168000,8930.56,291.15,293.15
168600,8961.11,291.15,293.15
169200,8580.56,291.15,293.15
169800,8458.33,291.15,293.15
170400,8491.67,291.15,293.15
171000,8500,291.15,293.15
171600,8508.33,291.15,293.15
172200,8541.67,291.15,293.15
172800,8219.44,291.15,293.15
173400,8094.44,291.15,293.15
174000,8116.67,291.15,293.15
174600,8080.56,291.15,293.15
175200,8072.22,291.15,293.15
175800,8066.67,291.15,293.15
176400,7794.44,291.15,293.15
177000,7713.89,291.15,293.15
177600,7738.89,291.15,293.15
178200,7711.11,291.15,293.15
178800,7711.11,291.15,293.15
179400,7711.11,291.15,293.15
180000,7555.56,291.15,293.15
180600,7502.78,291.15,293.15
181200,7502.78,291.15,293.15
181800,7502.78,291.15,293.15
182400,7502.78,291.15,293.15
183000,7502.78,291.15,293.15
183600,7372.22,291.15,293.15
184200,7319.44,291.15,293.15
184800,7350,291.15,293.15
185400,7352.78,291.15,293.15
186000,7352.78,291.15,293.15
186600,7355.56,291.15,293.15
187200,7252.78,291.15,293.15
187800,7227.78,291.15,293.15
188400,7227.78,291.15,293.15
189000,7225,291.15,293.15
189600,7222.22,291.15,293.15
190200,7222.22,291.15,293.15
190800,7116.67,291.15,293.15
191400,7088.89,291.15,293.15
192000,7086.11,291.15,293.15
192600,7083.33,291.15,293.15
193200,7083.33,291.15,293.15
193800,7080.56,291.15,293.15
194400,7030.56,291.15,293.15
195000,7002.78,291.15,293.15
195600,7002.78,291.15,293.15
196200,7002.78,291.15,293.15
196800,7002.78,291.15,293.15
197400,7002.78,291.15,293.15
198000,6952.78,291.15,293.15
198600,2077.78,290.35,292.15
199200,536.11,289.35,290.75
199800,1038.89,289.15,290.35
200400,1138.89,289.15,290.25
201000,1133.33,289.15,290.25
201600,1191.67,289.15,290.15
202200,1213.89,289.15,289.95
202800,1211.11,289.15,289.95
203400,1211.11,289.15,289.95
204000,1211.11,289.15,289.95
204600,1211.11,289.15,289.95
205200,1280.56,289.15,289.75
205800,1300,289.15,289.55
206400,1286.11,289.15,289.45
207000,1275,289.15,289.45
207600,1261.11,289.15,289.55
208200,1247.22,289.15,289.55
208800,1294.44,289.15,289.35
209400,1302.78,289.15,289.25
210000,1288.89,289.15,289.15
210600,1275,289.15,289.15
211200,1261.11,289.15,289.25
211800,1250,289.15,289.25
212400,1531.11,289.15,289.15
213000,1627.78,289.15,289.15
213600,1591.67,289.15,289.15
214200,1558.33,289.15,289.15
214800,1533.33,289.15,289.15
215400,1520,289.15,289.15
216000,1819.44,289.15,289.15
216600,1913.89,289.15,289.15
217200,1900,289.15,289.15
217800,1891.67,289.15,289.15
218400,1883.33,289.15,289.15
219000,1869.44,289.15,289.15
219600,2100,289.15,289.15
220200,2175,289.15,289.15
220800,2158.33,289.15,289.15
221400,2155.56,289.15,289.15
222000,2152.78,289.15,289.15
222600,2152.78,289.15,289.15
223200,2347.22,289.15,289.15
223800,2411.11,289.15,289.15
224400,2402.78,289.15,289.15
225000,2397.22,289.15,289.15
225600,2397.22,289.15,289.15
226200,2405.56,289.15,289.15
226800,2572.22,289.15,289.15
227400,2636.11,289.15,289.15
228000,2644.44,289.15,289.15
228600,2652.78,289.15,289.15
229200,2666.67,289.15,289.15
229800,2686.11,289.15,289.15
230400,2847.22,289.15,289.15
231000,2930.56,289.15,289.15
231600,2958.33,289.15,289.15
232200,2972.22,289.15,289.15
232800,2983.33,289.15,289.15
233400,3000,289.15,289.15
234000,3155.56,289.15,289.15
234600,11416.67,291.45,290.15
235200,11333.33,293.95,291.15
235800,9750,294.15,291.15
236400,9722.22,294.15,291.15
237000,9722.22,294.15,291.15
237600,9333.33,294.15,291.15
238200,9222.22,294.15,291.15
238800,9250,294.15,291.15
239400,9250,294.15,291.15
240000,9250,294.15,291.15
240600,9250,294.15,291.15
241200,8861.11,294.15,291.15
241800,8750,294.15,291.15
242400,8777.78,294.15,291.15
243000,8777.78,294.15,291.15
243600,8777.78,294.15,291.15
244200,8805.56,294.15,291.15
244800,8500,294.15,291.15
245400,8416.67,294.15,291.15
246000,8472.22,294.15,291.15
246600,8472.22,294.15,291.15
247200,8472.22,294.15,291.15
247800,8472.22,294.15,291.15
248400,8250,294.15,291.15
249000,8194.44,294.15,291.15
249600,8222.22,294.15,291.15
250200,8222.22,294.15,291.15
250800,8222.22,294.15,291.15
251400,8250,294.15,291.15
252000,8083.33,294.15,291.15
252600,7861.11,292.75,292.15
253200,8519.44,291.25,293.15
253800,9019.44,291.15,293.15
254400,9083.33,291.15,293.15
255000,9052.78,291.15,293.15
255600,8655.56,291.15,293.15
256200,8527.78,291.15,293.15
256800,8563.89,291.15,293.15
257400,8572.22,291.15,293.15
258000,8580.56,291.15,293.15
258600,8619.44,291.15,293.15
259200,8258.33,291.15,293.15
259800,8161.11,291.15,293.15
260400,8163.89,291.15,293.15
261000,8163.89,291.15,293.15
261600,8163.89,291.15,293.15
262200,8163.89,291.15,293.15
262800,7919.44,291.15,293.15
263400,7841.67,291.15,293.15
264000,7847.22,291.15,293.15
264600,7883.33,291.15,293.15
265200,7888.89,291.15,293.15
265800,7897.22,291.15,293.15
266400,7738.89,291.15,293.15
267000,7691.67,291.15,293.15
267600,7700,291.15,293.15
268200,7736.11,291.15,293.15
268800,7741.67,291.15,293.15
269400,7750,291.15,293.15
270000,7619.44,291.15,293.15
270600,7597.22,291.15,293.15
271200,7602.78,291.15,293.15
271800,7605.56,291.15,293.15
272400,7638.89,291.15,293.15
273000,7641.67,291.15,293.15
273600,7536.11,291.15,293.15
274200,7513.89,291.15,293.15
274800,7516.67,291.15,293.15
275400,7519.44,291.15,293.15
276000,7525,291.15,293.15
276600,7527.78,291.15,293.15
277200,7477.78,291.15,293.15
277800,7455.56,291.15,293.15
278400,7458.33,291.15,293.15
279000,7463.89,291.15,293.15
279600,7466.67,291.15,293.15
280200,7469.44,291.15,293.15
280800,7422.22,291.15,293.15
281400,7427.78,291.15,293.15
282000,7427.78,291.15,293.15
282600,7430.56,291.15,293.15
283200,7433.33,291.15,293.15
283800,7433.33,291.15,293.15
284400,7386.11,291.15,293.15
285000,2211.11,290.35,292.05
285600,777.78,289.35,290.65
286200,1291.67,289.15,290.25
286800,1361.11,289.15,290.15
287400,1358.33,289.15,290.15
288000,1422.22,289.15,289.95
288600,1447.22,289.15,289.75
289200,1447.22,289.15,289.75
289800,1450,289.15,289.75
290400,1452.78,289.15,289.75
291000,1452.78,289.15,289.75
291600,1525,289.15,289.55
292200,1547.22,289.15,289.25
292800,1530.56,289.15,289.25
293400,1513.89,289.15,289.25
294000,1497.22,289.15,289.25
294600,1480.56,289.15,289.25
295200,1741.67,289.15,289.25
295800,1852.78,289.15,289.15
296400,1825,289.15,289.15
297000,1791.67,289.15,289.15
297600,1758.06,289.15,289.15
298200,1725.28,289.15,289.15
298800,2080.56,289.15,289.15
299400,2177.78,289.15,289.15
300000,2133.33,289.15,289.15
300600,2100,289.15,289.15
301200,2072.22,289.15,289.15
301800,2050,289.15,289.15
302400,2308.33,289.15,289.15
303000,2380.56,289.15,289.15
303600,2347.22,289.15,289.15
304200,2322.22,289.15,289.15
304800,2308.33,289.15,289.15
305400,2302.78,289.15,289.15
306000,2502.78,289.15,289.15
306600,2563.89,289.15,289.15
307200,2547.22,289.15,289.15
307800,2536.11,289.15,289.15
308400,2536.11,289.15,289.15
309000,2538.89,289.15,289.15
309600,2711.11,289.15,289.15
310200,2775,289.15,289.15
310800,2769.44,289.15,289.15
311400,2769.44,289.15,289.15
312000,2777.78,289.15,289.15
312600,2797.22,289.15,289.15
313200,2969.44,289.15,289.15
313800,3041.67,289.15,289.15
314400,3063.89,289.15,289.15
315000,3088.89,289.15,289.15
315600,3116.67,289.15,289.15
316200,3147.22,289.15,289.15
316800,3336.11,289.15,289.15
317400,3438.89,289.15,289.15
318000,3483.33,289.15,289.15
318600,3505.56,289.15,289.15
319200,3522.22,289.15,289.15
319800,3538.89,289.15,289.15
320400,3725,289.15,289.15
321000,11777.78,291.35,290.15
321600,11944.44,293.85,291.15
322200,10388.89,294.15,291.15
322800,10305.56,294.15,291.15
323400,10333.33,294.15,291.15
324000,9972.22,294.15,291.15
324600,9888.89,294.15,291.15
325200,9916.67,294.15,291.15
325800,9944.44,294.15,291.15
326400,9944.44,294.15,291.15
327000,9944.44,294.15,291.15
327600,9611.11,294.15,291.15
328200,9472.22,294.15,291.15
328800,9527.78,294.15,291.15
329400,9527.78,294.15,291.15
330000,9555.56,294.15,291.15
330600,9583.33,294.15,291.15
331200,9333.33,294.15,291.15
331800,9250,294.15,291.15
332400,9277.78,294.15,291.15
333000,9305.56,294.15,291.15
333600,9305.56,294.15,291.15
334200,9333.33,294.15,291.15
334800,9138.89,294.15,291.15
335400,9083.33,294.15,291.15
336000,9083.33,294.15,291.15
336600,9138.89,294.15,291.15
337200,9138.89,294.15,291.15
337800,9138.89,294.15,291.15
338400,9000,294.15,291.15
339000,8533.33,292.65,292.15
339600,9522.22,291.15,293.15
340200,10027.78,291.15,293.15
340800,10055.56,291.15,293.15
341400,10055.56,291.15,293.15
342000,9666.67,291.15,293.15
342600,9555.56,291.15,293.15
343200,9583.33,291.15,293.15
343800,9583.33,291.15,293.15
344400,9638.89,291.15,293.15
345000,9638.89,291.15,293.15
345600,9305.56,291.15,293.15
346200,9222.22,291.15,293.15
346800,9222.22,291.15,293.15
347400,9250,291.15,293.15
348000,9250,291.15,293.15
348600,9277.78,291.15,293.15
349200,9027.78,291.15,293.15
349800,9000,291.15,293.15
350400,9000,291.15,293.15
351000,9000,291.15,293.15
351600,9027.78,291.15,293.15
352200,9027.78,291.15,293.15
352800,8888.89,291.15,293.15
353400,8833.33,291.15,293.15
354000,8861.11,291.15,293.15
354600,8888.89,291.15,293.15
355200,8888.89,291.15,293.15
355800,8888.89,291.15,293.15
356400,8805.56,291.15,293.15
357000,8777.78,291.15,293.15
357600,8777.78,291.15,293.15
358200,8777.78,291.15,293.15
358800,8777.78,291.15,293.15
359400,8805.56,291.15,293.15
360000,8722.22,291.15,293.15
360600,8694.44,291.15,293.15
361200,8694.44,291.15,293.15
361800,8694.44,291.15,293.15
362400,8722.22,291.15,293.15
363000,8722.22,291.15,293.15
363600,8666.67,291.15,293.15
364200,8638.89,291.15,293.15
364800,8666.67,291.15,293.15
365400,8666.67,291.15,293.15
366000,8694.44,291.15,293.15
366600,8694.44,291.15,293.15
367200,8638.89,291.15,293.15
367800,8638.89,291.15,293.15
368400,8638.89,291.15,293.15
369000,8666.67,291.15,293.15
369600,8666.67,291.15,293.15
370200,8666.67,291.15,293.15
370800,8611.11,291.15,293.15
371400,2586.11,290.15,291.85
372000,1363.89,289.15,290.25
372600,1894.44,289.15,289.75
373200,1875,289.15,289.65
373800,1877.78,289.15,289.65
374400,1950,289.15,289.45
375000,1977.78,289.15,289.25
375600,1975,289.15,289.15
376200,1975,289.15,289.15
376800,1975,289.15,289.15
377400,1975,289.15,289.15
378000,2680.56,289.15,289.15
378600,2802.78,289.15,289.15
379200,2502.78,289.15,289.15
379800,2169.44,289.15,289.15
380400,1867.78,289.15,289.15
381000,1618.06,289.15,289.15
381600,1698.89,289.15,289.15
382200,1678.06,289.15,289.15
382800,1707.22,289.15,289.15
383400,1800,289.15,289.15
384000,1794.44,289.15,289.15
384600,1666.11,289.15,289.15
385200,1533.89,289.15,289.15
385800,1407.78,289.15,289.15
386400,1291.11,289.15,289.15
387000,1183.89,289.15,289.15
387600,1120.14,289.15,289.15
388200,1100,289.15,289.15
388800,1038.89,289.15,289.15
389400,1005.56,289.15,289.15
390000,1002.78,289.15,289.15
390600,988.89,289.15,289.15
391200,972.22,289.15,289.15
391800,952.78,289.15,289.15
392400,886.11,289.15,289.25
393000,841.67,289.15,289.25
393600,813.89,289.15,289.25
394200,783.33,289.15,289.25
394800,766.67,289.15,289.35
395400,775,289.15,289.25
396000,738.89,289.15,289.35
396600,744.44,289.15,289.25
397200,761.11,289.15,289.25
397800,769.44,289.15,289.25
398400,786.11,289.15,289.25
399000,805.56,289.15,289.25
399600,802.78,289.15,289.15
400200,854.86,289.15,289.15
400800,916.94,289.15,289.15
401400,962.5,289.15,289.15
402000,1069.44,289.15,289.15
402600,1302.78,289.15,289.15
403200,1705.56,289.15,289.15
403800,1977.78,289.15,289.15
404400,2094.44,289.15,289.15
405000,2147.22,289.15,289.15
405600,2188.89,289.15,289.15
406200,2236.11,289.15,289.15
406800,2611.11,289.15,289.15
407400,11000,291.45,290.15
408000,10861.11,293.95,291.15
408600,9250,294.15,291.15
409200,9277.78,294.15,291.15
409800,9305.56,294.15,291.15
410400,9083.33,294.15,291.15
411000,9000,294.15,291.15
411600,9000,294.15,291.15
412200,9000,294.15,291.15
412800,9027.78,294.15,291.15
413400,9027.78,294.15,291.15
414000,8750,294.15,291.15
414600,8666.67,294.15,291.15
415200,8666.67,294.15,291.15
415800,8722.22,294.15,291.15
416400,8722.22,294.15,291.15
417000,8722.22,294.15,291.15
417600,8555.56,294.15,291.15
418200,8472.22,294.15,291.15
418800,8500,294.15,291.15
419400,8500,294.15,291.15
420000,8527.78,294.15,291.15
420600,8555.56,294.15,291.15
421200,8416.67,294.15,291.15
421800,8388.89,294.15,291.15
422400,8388.89,294.15,291.15
423000,8388.89,294.15,291.15
423600,8388.89,294.15,291.15
424200,8416.67,294.15,291.15
424800,8333.33,294.15,291.15
425400,8083.33,292.75,292.15
426000,8816.67,291.25,293.15
426600,9300,291.15,293.15
427200,9352.78,291.15,293.15
427800,9386.11,291.15,293.15
428400,9041.67,291.15,293.15
429000,8922.22,291.15,293.15
429600,8952.78,291.15,293.15
430200,8955.56,291.15,293.15
430800,8961.11,291.15,293.15
431400,8963.89,291.15,293.15
432000,8675,291.15,293.15
432600,8583.33,291.15,293.15
433200,8586.11,291.15,293.15
433800,8591.67,291.15,293.15
434400,8625,291.15,293.15
435000,8630.56,291.15,293.15
435600,8438.89,291.15,293.15
436200,8372.22,291.15,293.15
436800,8402.78,291.15,293.15
437400,8408.33,291.15,293.15
438000,8413.89,291.15,293.15
438600,8419.44,291.15,293.15
439200,8305.56,291.15,293.15
439800,8277.78,291.15,293.15
440400,8305.56,291.15,293.15
441000,8305.56,291.15,293.15
441600,8305.56,291.15,293.15
442200,8305.56,291.15,293.15
442800,8222.22,291.15,293.15
443400,8222.22,291.15,293.15
444000,8222.22,291.15,293.15
444600,8222.22,291.15,293.15
445200,8222.22,291.15,293.15
445800,8222.22,291.15,293.15
446400,8138.89,291.15,293.15
447000,8138.89,291.15,293.15
447600,8166.67,291.15,293.15
448200,8166.67,291.15,293.15
448800,8166.67,291.15,293.15
449400,8166.67,291.15,293.15
450000,8138.89,291.15,293.15
450600,8111.11,291.15,293.15
451200,8111.11,291.15,293.15
451800,8138.89,291.15,293.15
452400,8138.89,291.15,293.15
453000,8138.89,291.15,293.15
453600,8111.11,291.15,293.15
454200,8111.11,291.15,293.15
454800,8111.11,291.15,293.15
455400,8111.11,291.15,293.15
456000,8138.89,291.15,293.15
456600,8138.89,291.15,293.15
457200,8111.11,291.15,293.15
457800,2430.56,290.25,291.95
458400,1086.11,289.25,290.35
459000,1608.33,289.15,289.95
459600,1630.56,289.15,289.85
460200,1633.33,289.15,289.85
460800,1708.33,289.15,289.65
461400,1736.11,289.15,289.45
462000,1736.11,289.15,289.35
462600,1736.11,289.15,289.35
463200,1736.11,289.15,289.35
463800,1736.11,289.15,289.35
464400,2119.44,289.15,289.25
465000,2308.33,289.15,289.15
465600,2294.44,289.15,289.15
466200,2263.89,289.15,289.15
466800,2233.33,289.15,289.15
467400,2202.78,289.15,289.15
468000,2730.56,289.15,289.15
468600,2900,289.15,289.15
469200,2880.56,289.15,289.15
469800,2883.33,289.15,289.15
470400,2883.33,289.15,289.15
471000,2877.78,289.15,289.15
471600,3275,289.15,289.15
472200,3411.11,289.15,289.15
472800,3402.78,289.15,289.15
473400,3408.33,289.15,289.15
474000,3411.11,289.15,289.15
474600,3408.33,289.15,289.15
475200,3738.89,289.15,289.15
475800,3852.78,289.15,289.15
476400,3847.22,289.15,289.15
477000,3847.22,289.15,289.15
477600,3841.67,289.15,289.15
478200,3836.11,289.15,289.15
478800,4041.67,289.15,289.15
479400,3938.89,289.15,289.15
480000,3652.78,289.15,289.15
480600,3380.56,289.15,289.15
481200,3236.11,289.15,289.15
481800,3261.11,289.15,289.15
482400,3361.11,289.15,289.15
483000,3402.78,289.15,289.15
483600,3416.67,289.15,289.15
484200,3397.22,289.15,289.15
484800,3380.56,289.15,289.15
485400,3358.33,289.15,289.15
486000,3394.44,289.15,289.15
486600,3411.11,289.15,289.15
487200,3405.56,289.15,289.15
487800,3361.11,289.15,289.15
488400,3391.67,289.15,289.15
489000,3547.22,289.15,289.15
489600,3780.56,289.15,289.15
490200,3941.67,289.15,289.15
490800,4022.22,289.15,289.15
491400,4066.67,289.15,289.15
492000,4097.22,289.15,289.15
492600,4119.44,289.15,289.15
493200,4347.22,289.15,289.15
493800,12250,291.25,290.15
494400,12611.11,293.75,291.15
495000,11055.56,294.15,291.15
495600,10916.67,294.15,291.15
496200,10944.44,294.15,291.15
496800,10638.89,294.15,291.15
497400,10500,294.15,291.15
498000,10555.56,294.15,291.15
498600,10555.56,294.15,291.15
499200,10555.56,294.15,291.15
499800,10555.56,294.15,291.15
500400,10194.44,294.15,291.15
501000,10111.11,294.15,291.15
501600,10111.11,294.15,291.15
502200,10111.11,294.15,291.15
502800,10111.11,294.15,291.15
503400,10111.11,294.15,291.15
504000,9888.89,294.15,291.15
504600,9805.56,294.15,291.15
505200,9833.33,294.15,291.15
505800,9833.33,294.15,291.15
506400,9833.33,294.15,291.15
507000,9833.33,294.15,291.15
507600,9666.67,294.15,291.15
508200,9583.33,294.15,291.15
508800,9583.33,294.15,291.15
509400,9611.11,294.15,291.15
510000,9611.11,294.15,291.15
510600,9611.11,294.15,291.15
511200,9444.44,294.15,291.15
511800,8944.44,292.65,292.15
512400,9980.56,291.15,293.15
513000,10472.22,291.15,293.15
513600,10472.22,291.15,293.15
514200,10472.22,291.15,293.15
514800,10111.11,291.15,293.15
515400,9972.22,291.15,293.15
516000,10000,291.15,293.15
516600,10000,291.15,293.15
517200,10000,291.15,293.15
517800,10027.78,291.15,293.15
518400,9666.67,291.15,293.15
519000,9583.33,291.15,293.15
519600,9583.33,291.15,293.15
520200,9583.33,291.15,293.15
520800,9583.33,291.15,293.15
521400,9583.33,291.15,293.15
522000,9333.33,291.15,293.15
522600,9250,291.15,293.15
523200,9250,291.15,293.15
523800,9250,291.15,293.15
524400,9250,291.15,293.15
525000,9277.78,291.15,293.15
525600,9111.11,291.15,293.15
526200,9055.56,291.15,293.15
526800,9055.56,291.15,293.15
527400,9055.56,291.15,293.15
528000,9055.56,291.15,293.15
528600,9055.56,291.15,293.15
529200,8916.67,291.15,293.15
529800,8861.11,291.15,293.15
530400,8861.11,291.15,293.15
531000,8861.11,291.15,293.15
531600,8861.11,291.15,293.15
532200,8861.11,291.15,293.15
532800,8750,291.15,293.15
533400,8722.22,291.15,293.15
534000,8722.22,291.15,293.15
534600,8722.22,291.15,293.15
535200,8722.22,291.15,293.15
535800,8722.22,291.15,293.15
536400,8666.67,291.15,293.15
537000,8638.89,291.15,293.15
537600,8638.89,291.15,293.15
538200,8638.89,291.15,293.15
538800,8638.89,291.15,293.15
539400,8638.89,291.15,293.15
