,Qheating_building_W,Tair_dayzone_K,Tair_nightzone_K
0,3102.176513671875,291.6438293457031,285.144775390625
600,3223.02490234375,291.64080810546875,285.1402893066406
1200,3225.42578125,291.6401672363281,285.1396179199219
1800,3196.969482421875,291.64013671875,285.13958740234375
2400,3194.627685546875,291.64105224609375,285.1405334472656
3000,3136.53955078125,291.6405334472656,285.14105224609375
3600,3120.5615234375,291.6405334472656,285.1434631347656
4200,3092.173828125,291.639892578125,285.14752197265625
4800,3096.889892578125,291.6407775878906,285.1509704589844
5400,3075.57958984375,291.6407775878906,285.1548156738281
6000,3049.638427734375,291.64031982421875,285.1595153808594
6600,3047.867431640625,291.64093017578125,285.1634521484375
7200,3028.59375,291.64093017578125,285.1673583984375
7800,2999.002197265625,291.6402587890625,285.172119140625
8400,2985.36962890625,291.64019775390625,285.1767883300781
9000,2970.3720703125,291.64019775390625,285.1812438964844
9600,2958.2314453125,291.64031982421875,285.18524169921875
10200,2965.6494140625,291.6417236328125,285.1877136230469
10800,2943.19482421875,291.6417236328125,285.1900329589844
11400,2900.331298828125,291.6402282714844,285.1940612792969
12000,2886.98388671875,291.6399230957031,285.19842529296875
12600,2873.789794921875,291.6399230957031,285.2026672363281
13200,2878.938720703125,291.6408996582031,285.2054138183594
13800,2989.49169921875,291.64862060546875,285.2006530761719
14400,2931.519775390625,291.64862060546875,285.19635009765625
15000,2876.1123046875,291.64630126953125,285.195068359375
15600,2827.077392578125,291.6433410644531,285.1969299316406
16200,2831.111083984375,291.6433410644531,285.198974609375
16800,2781.8525390625,291.6412048339844,285.2032775878906
17400,2779.841552734375,291.64111328125,285.20751953125
18000,2768.25439453125,291.64111328125,285.2115783691406
18600,2747.489013671875,291.6406555175781,285.2160339355469
19200,2729.6650390625,291.6402282714844,285.2208251953125
19800,2720.73388671875,291.6402282714844,285.2253723144531
20400,2723.499267578125,291.6408996582031,285.228759765625
21000,2693.88525390625,291.64013671875,285.23297119140625
21600,2687.381103515625,291.64013671875,285.23699951171875
22200,2699.744873046875,291.64166259765625,285.2397155761719
22800,2712.857177734375,291.643798828125,285.2407531738281
23400,2688.572265625,291.643798828125,285.241943359375
24000,2703.25390625,291.64556884765625,285.2420959472656
24600,2700.32958984375,291.6468505859375,285.24169921875
25200,2681.433837890625,291.6468505859375,285.2416687011719
25800,2674.448486328125,291.6470947265625,285.24176025390625
26400,2673.246337890625,291.6476135253906,285.2414855957031
27000,2660.286376953125,291.6476135253906,285.2416076660156
27600,2603.260986328125,291.6448669433594,285.2447814941406
28200,2600.57177734375,291.64422607421875,285.2484436035156
28800,2595.548583984375,291.64422607421875,285.2520751953125
29400,2511.6962890625,291.6418151855469,285.26214599609375
30000,2489.259033203125,291.6413269042969,285.2740478515625
30600,2462.66748046875,291.6413269042969,285.2875061035156
31200,2423.53759765625,291.640869140625,285.302978515625
31800,2387.216796875,291.64044189453125,285.3203125
32400,2359.5048828125,291.64044189453125,285.33880615234375
33000,2321.12255859375,291.6411437988281,285.3602600097656
33600,2257.232421875,291.640380859375,285.3851013183594
34200,2217.583251953125,291.6404113769531,285.41204833984375
34800,0.0,291.3870849609375,285.4404602050781
35400,0.0,291.19219970703125,285.46990966796875
36000,0.0,291.0294189453125,285.5010986328125
36600,0.0,290.89056396484375,285.5321350097656
37200,0.0,290.7705383300781,285.56182861328125
37800,0.0,290.6690979003906,285.5929260253906
38400,0.0,290.5823669433594,285.62408447265625
39000,0.0,290.5093994140625,285.65643310546875
39600,0.0,290.4485168457031,285.690185546875
40200,0.0,290.3970031738281,285.7240905761719
40800,0.0,290.3533020019531,285.7578430175781
41400,0.0,290.3166809082031,285.7919006347656
42000,0.0,290.2867431640625,285.8267822265625
42600,0.0,290.26141357421875,285.8612060546875
43200,0.0,290.2407531738281,285.8959655761719
43800,0.0,290.2195739746094,285.92626953125
44400,0.0,290.2008361816406,285.9555358886719
45000,0.0,290.18353271484375,285.9831237792969
45600,0.0,290.1678466796875,286.009521484375
46200,0.0,290.1539306640625,286.0352783203125
46800,0.0,290.1408996582031,286.0596618652344
47400,0.0,290.1233825683594,286.07745361328125
48000,0.0,290.1048583984375,286.0921936035156
48600,0.0,290.08587646484375,286.1046447753906
49200,0.0,290.0667724609375,286.11517333984375
49800,0.0,290.0476989746094,286.1241455078125
50400,0.0,290.0283203125,286.1313171386719
51000,0.0,290.0057373046875,286.13372802734375
51600,0.0,289.9820861816406,286.1336669921875
