DateTime,Qheating_building_W,Tair_zoneNorth_K,Tair_zoneCore_K,Tair_zoneSouth_K
9207600,0,294.46045,291.15088,296.27994
9208200,0,294.4884,291.15097,296.32544
9208800,0,294.5152,291.15106,296.3672
9209400,0,294.5408,291.15112,296.40515
9210000,0,294.5652,291.15118,296.43918
9210600,0,294.58835,291.15176,296.46878
9211200,0,294.60974,291.15237,296.49237
9211800,0,294.62906,291.1528,296.50992
9212400,0,294.6461,291.1531,296.5215
9213000,0,294.66068,291.15323,296.52725
9213600,0,294.67255,291.15326,296.5272
9214200,0,294.68155,291.1532,296.5214
9214800,0,294.68747,291.15305,296.50992
9215400,0,294.6901,291.1529,296.4929
9216000,0,294.6892,291.1527,296.47034
9216600,0,294.68466,291.15253,296.44235
9217200,0,294.67618,291.15237,296.40903
9217800,0,294.66364,291.1523,296.3704
9218400,0,294.6468,291.1586,296.32666
9219000,0,294.6257,291.19843,296.27823
9219600,0,294.60013,291.2339,296.22485
9220200,0,294.57034,291.2652,296.16708
9220800,0,294.5365,291.2926,296.10538
9221400,0,294.49884,291.31628,296.04025
9222000,0,294.45755,291.3365,295.9722
9222600,0,294.41284,291.35345,295.9017
9223200,0,294.36493,291.36737,295.8293
9223800,0,294.2362,291.37845,295.67807
9224400,2964.414,294.1485,291.3868,295.53522
9225000,3197.7317,294.14838,291.39264,295.40063
9225600,3410.5212,294.1483,291.39606,295.27448
9226200,3610.183,294.1482,291.39716,295.15656
9226800,3804.1077,294.14807,291.396,295.0463
9227400,3996.5337,294.14798,291.39264,294.94296
9228000,4185.9546,294.1479,291.3872,294.84583
9228600,4373.2993,294.1478,291.3798,294.7542
9229200,4559.724,294.1477,291.37048,294.66748
9229800,4746.478,294.1476,291.35934,294.58502
9230400,4934.809,294.14752,291.3465,294.5062
9231000,5127.039,294.1474,291.33197,294.43042
9231600,5325.854,294.1473,291.3158,294.35706
9232200,5529.337,294.14722,291.298,294.28552
9232800,5734.1196,294.1471,291.27863,294.2155
9233400,7527.819,294.147,291.25778,294.1492
9234000,8016.706,294.1469,291.23584,294.14905
9234600,8440.959,294.14682,291.21307,294.14893
9235200,8838.592,294.14673,291.1896,294.1488
9235800,9209.218,294.14664,291.1656,294.1487
9236400,10015.135,294.14658,291.14978,294.14862
9237000,10404.691,294.1465,291.14975,294.1485
9237600,10787.059,294.14642,291.14972,294.1484
9238200,11172.066,294.14636,291.1497,294.14832
9238800,11553.398,294.1463,291.14963,294.14822
9239400,11928.708,294.1462,291.1496,294.14816
9240000,12300.95,294.14615,291.14957,294.14807
9240600,12680.435,294.1461,291.14954,294.14798
9241200,13078.368,294.146,291.1495,294.1479
9241800,13505.959,294.14594,291.14948,294.14777
9242400,13968.039,294.14584,291.14944,294.14767
9243000,14452.73,294.14575,291.1494,294.14755
9243600,14949.946,294.14563,291.14938,294.14743
9244200,15449.646,294.14554,291.14935,294.1473
9244800,15941.794,294.14545,291.14932,294.1472
9245400,16426.123,294.14532,291.1493,294.1471
9246000,16942.432,294.14523,291.14926,294.14694
9246600,17473.416,294.14514,291.14923,294.14682
9247200,18001.775,294.14502,291.1492,294.1467
9247800,18510.205,294.14493,291.14917,294.14658
9248400,18981.402,294.14484,291.14914,294.14648
9249000,19398.064,294.14474,291.1491,294.14636
9249600,19742.883,294.14468,291.14908,294.1463
9250200,19998.555,294.14462,291.14905,294.14624
9250800,20167.736,294.1446,291.14905,294.14618
9251400,20358.414,294.14456,291.14902,294.14615
9252000,20583.273,294.14453,291.14902,294.1461
9252600,20836.395,294.14447,291.149,294.14603
9253200,21111.867,294.1444,291.14896,294.14597
9253800,21403.771,294.14435,291.14896,294.1459
9254400,21706.197,294.1443,291.14893,294.1458
9255000,22013.229,294.14423,291.1489,294.14575
9255600,22318.945,294.14417,291.1489,294.1457
9256200,22615.05,294.1441,291.14886,294.1456
9256800,22904.883,294.14404,291.14886,294.14554
9257400,23204.695,294.14398,291.14883,294.14548
9258000,23504.78,294.14392,291.14883,294.1454
9258600,23795.428,294.14386,291.1488,294.14532
9259200,24066.93,294.1438,291.1488,294.14526
9259800,24309.578,294.14374,291.14877,294.1452
9260400,24513.666,294.1437,291.14877,294.14514
9261000,24669.482,294.14368,291.14874,294.1451
9261600,24767.32,294.14368,291.14874,294.14508
9262200,24864.32,294.14365,291.14874,294.14508
9262800,24718.73,294.1437,291.14874,294.14508
9263400,24324.83,294.14386,291.14874,294.14514
9264000,23729.594,294.14407,291.1487,294.1452
9264600,22979.988,294.14435,291.1487,294.14532
9265200,22122.988,294.14465,291.1487,294.14548
9265800,21205.564,294.14496,291.14874,294.14563
9266400,20274.69,294.14523,291.14874,294.14578
9267000,19377.34,294.1455,291.14874,294.14597
9267600,18504.79,294.14575,291.14877,294.14615
9268200,17857.15,294.14587,291.14877,294.14633
9268800,17520.947,294.14587,291.1488,294.14648
9269400,17323.662,294.14584,291.1488,294.1466
9270000,17092.775,294.14584,291.14883,294.14673
9270600,11676.682,294.14713,291.14883,294.14813
9271200,11772.552,294.14706,291.14886,294.14816
9271800,13085.379,294.14667,291.14886,294.14786
9272400,12068.268,294.14688,291.1489,294.14813
9273000,11743.838,294.14694,291.1489,294.14822
9273600,11349.539,294.147,291.14893,294.14835
9274200,10880.107,294.14706,291.14896,294.1485
9274800,10293.462,294.14716,291.14896,294.14868
9275400,9665.248,294.14728,291.149,294.14886
9276000,9015.719,294.14737,291.14902,294.14908
9276600,8344.38,294.1475,291.14905,294.14926
9277200,7654.9404,294.14758,291.14908,294.14948
9277800,6997.8174,294.1477,291.14908,294.14966
9278400,6176.6914,294.14783,291.1491,294.14993
9279000,5752.1763,294.14795,291.14914,294.1504
9279600,5458.344,294.14807,291.14917,294.15225
9280200,5175.2314,294.1482,291.1492,294.1541
9280800,4908.678,294.1483,291.14923,294.15628
9281400,4664.254,294.14838,291.14926,294.165
9282000,4435.2456,294.14847,291.1493,294.24368
9282600,4220.426,294.14856,291.14932,294.32355
9283200,4017.99,294.14862,291.14935,294.4042
9283800,3826.1328,294.14868,291.14938,294.4851
9284400,3643.0508,294.14877,291.1494,294.56586
9285000,3466.9395,294.14883,291.14944,294.64594
9285600,3297.938,294.14886,291.14944,294.72513
9286200,3136.4546,294.14893,291.14948,294.80243
9286800,2985.0234,294.149,291.1495,294.878
9287400,2847.0657,294.14902,291.14954,294.95248
9288000,2721.4138,294.14908,291.14957,295.02643
9288600,2603.6328,294.1491,291.1496,295.09894
9289200,2488.781,294.14914,291.1496,295.1694
9289800,2371.9165,294.14917,291.14963,295.23718
9290400,2248.098,294.1492,291.14966,295.30164
9291000,2112.3833,294.14926,291.1497,295.36212
9291600,1956.1893,294.1493,291.14972,295.41595
9292200,1818.4009,294.14935,291.14972,295.46777
9292800,1698.2291,294.14938,291.14975,295.51813
9293400,1589.5409,294.14944,291.14978,295.56662
9294000,1486.2026,294.14948,291.14978,295.61298
9294600,1382.0813,294.1495,291.1498,295.6568
9295200,1271.0438,294.14954,291.1498,295.69778
9295800,1146.9569,294.1496,291.14984,295.73557
9296400,1003.68756,294.14966,291.14984,295.76978
9297000,835.10297,294.14972,291.14987,295.80008
9297600,635.07025,294.1498,291.14987,295.82617
9298200,397.4566,294.1499,291.14987,295.84766
9298800,213.92786,294.15005,291.1499,295.86423
9299400,887.6291,294.14966,291.1499,295.87527
9300000,911.4684,294.14963,291.1499,295.88028
9300600,949.93414,294.1496,291.1499,295.87936
9301200,1002.27875,294.14957,291.1499,295.87253
9301800,1067.8326,294.14954,291.14993,295.85965
9302400,1156.1879,294.1495,291.14993,295.83875
9303000,1271.0261,294.14944,291.14993,295.8083
9303600,1402.868,294.14938,291.14993,295.76932
9304200,1542.2343,294.1493,291.1499,295.723
9304800,1681.9376,294.14923,291.1499,295.67126
9305400,1848.999,294.14917,291.1499,295.615
9306000,2042.8917,294.14908,291.1499,295.55435
9306600,2261.1025,294.14896,291.1499,295.4897
9307200,2501.119,294.14886,291.14987,295.42126
9307800,2760.4277,294.14874,291.14987,295.34946
9308400,3036.516,294.14862,291.14984,295.2745
9309000,3327.686,294.14847,291.14984,295.19678
9309600,3637.7305,294.14835,291.14984,295.11655
9310200,6522.1147,294.1469,291.1498,294.95776
9310800,6685.6396,294.14685,291.14978,294.80872
9311400,6199.1133,294.1471,291.14978,294.6697
9312000,6800.8027,294.14682,291.14975,294.54102
9312600,7025.69,294.14673,291.14972,294.42273
9313200,7232.876,294.14664,291.14972,294.31403
9313800,7441.188,294.14655,291.1497,294.21362
9314400,9939.321,294.14645,291.1497,294.14883
9315000,10416.286,294.1464,291.14966,294.1487
9315600,10887.75,294.1463,291.14963,294.1486
9316200,11351.078,294.1462,291.1496,294.14847
9316800,11803.474,294.14612,291.1496,294.14835
9317400,12245.441,294.14603,291.14957,294.14822
9318000,12679.204,294.14597,291.14954,294.1481
9318600,13106.398,294.14587,291.1495,294.14798
9319200,13529.666,294.1458,291.14948,294.1479
9319800,13941.108,294.14572,291.14948,294.14777
9320400,14337.976,294.14566,291.14944,294.14767
9321000,14719.123,294.14557,291.1494,294.14758
9321600,15083.405,294.1455,291.14938,294.1475
9322200,15429.678,294.14545,291.14935,294.1474
9322800,15756.796,294.1454,291.14935,294.1473
9323400,16065.857,294.14532,291.14932,294.14725
9324000,16391.47,294.14526,291.1493,294.14716
9324600,16726.447,294.1452,291.14926,294.14706
9325200,17066.313,294.14514,291.14923,294.147
9325800,17406.588,294.14508,291.14923,294.1469
9326400,17742.797,294.14502,291.1492,294.14682
9327000,18070.46,294.14496,291.14917,294.14676
9327600,18385.104,294.1449,291.14914,294.14667
9328200,18682.25,294.14487,291.14914,294.1466
9328800,18957.42,294.1448,291.1491,294.1465
9329400,19206.139,294.14474,291.14908,294.14645
9330000,19423.926,294.1447,291.14908,294.14642
9330600,19606.309,294.14468,291.14905,294.14636
9331200,19748.805,294.14465,291.14905,294.14633
9331800,19930.152,294.14462,291.14905,294.14627
9332400,20137.83,294.1446,291.14902,294.1462
9333000,20366.754,294.14456,291.149,294.14618
9333600,20611.842,294.1445,291.149,294.14612
9334200,20868.012,294.14447,291.14896,294.14606
9334800,21130.182,294.1444,291.14893,294.146
9335400,21393.264,294.14435,291.14893,294.14594
9336000,21652.182,294.14432,291.1489,294.14587
9336600,21901.846,294.14426,291.1489,294.1458
9337200,22137.178,294.14423,291.14886,294.14575
9337800,22353.092,294.14417,291.14883,294.1457
9338400,22544.508,294.14413,291.14883,294.14566
9339000,22706.338,294.1441,291.14883,294.14563
9339600,22833.504,294.14407,291.1488,294.1456
9340200,22920.918,294.14407,291.1488,294.14557
9340800,23053.6,294.14404,291.1488,294.14554
9341400,23176.809,294.144,291.1488,294.1455
9342000,23273.328,294.14398,291.1488,294.14548
9342600,23350.998,294.14398,291.14877,294.14545
9343200,23417.662,294.14398,291.14877,294.14545
9343800,23481.16,294.14395,291.14877,294.14542
9344400,23549.338,294.14395,291.14877,294.1454
9345000,23630.035,294.14395,291.14877,294.1454
9345600,23731.094,294.14392,291.14874,294.14536
9346200,23860.355,294.1439,291.14874,294.14532
9346800,24025.662,294.14386,291.14874,294.1453
9347400,24234.857,294.14383,291.1487,294.14523
9348000,24495.783,294.14377,291.1487,294.14517
9348600,24813.658,294.14368,291.14868,294.1451
9349200,24993.682,294.14365,291.14868,294.14505
9349800,25027.703,294.14365,291.14868,294.14505
9350400,24949.242,294.14368,291.14868,294.14505
9351000,24791.822,294.14374,291.14865,294.14508
9351600,24588.96,294.14383,291.14865,294.1451
9352200,24374.178,294.1439,291.14865,294.14517
9352800,24180.992,294.14395,291.14865,294.1452
9353400,24042.922,294.14398,291.14865,294.14523
9354000,23998.078,294.14398,291.14865,294.14526
9354600,23985.3,294.14398,291.14865,294.1453
9355200,23942.168,294.14398,291.14862,294.1453
9355800,23886.047,294.14398,291.14862,294.14532
9356400,23834.305,294.144,291.14862,294.14536
9357000,19415.03,294.1451,291.14862,294.14645
9357600,18239.74,294.14542,291.14862,294.14676
9358200,18908.197,294.14523,291.14862,294.1466
9358800,20020.164,294.14496,291.14862,294.14633
9359400,20175.402,294.1449,291.14862,294.14627
9360000,19327.645,294.1451,291.14862,294.14648
9360600,19148.793,294.14517,291.14862,294.14655
9361200,18946.682,294.1452,291.14865,294.1466
9361800,18708.29,294.14526,291.14865,294.14667
9362400,18471.77,294.14532,291.14865,294.1467
9363000,18253.912,294.1454,291.14865,294.14676
9363600,18069.389,294.14542,291.14865,294.14682
9364200,17914.44,294.14545,291.14865,294.14685
9364800,17773.316,294.14548,291.14865,294.14688
9365400,17630.178,294.14554,291.14865,294.1469
9366000,17469.182,294.14557,291.14865,294.14697
9366600,17264.182,294.1456,291.14868,294.147
9367200,17047.074,294.14566,291.14868,294.14706
9367800,16846.914,294.14572,291.14868,294.14713
9368400,16664.621,294.14575,291.14868,294.14716
9369000,16501.11,294.14578,291.14868,294.1472
9369600,16357.297,294.1458,291.14868,294.14722
9370200,16234.101,294.14584,291.1487,294.14725
9370800,16132.437,294.14587,291.1487,294.14728
9371400,16053.221,294.1459,291.1487,294.1473
9372000,15997.371,294.1459,291.1487,294.1473
9372600,15953.198,294.1459,291.1487,294.1473
9373200,15904.716,294.14594,291.1487,294.1473
9373800,15886.987,294.14594,291.14874,294.1473
9374400,15894.5205,294.14594,291.14874,294.1473
9375000,15921.82,294.14594,291.14874,294.1473
9375600,15963.394,294.1459,291.14874,294.1473
9376200,16013.748,294.1459,291.14874,294.14728
9376800,16067.388,294.1459,291.14874,294.14725
9377400,16118.821,294.14587,291.14874,294.14725
9378000,16162.554,294.14587,291.14874,294.14722
9378600,16191.485,294.14587,291.14874,294.14722
9379200,16187.065,294.14587,291.14874,294.14722
9379800,16175.749,294.14587,291.14874,294.14722
9380400,16159.894,294.14587,291.14874,294.14722
9381000,16141.857,294.14587,291.14877,294.14722
9381600,16123.995,294.14587,291.14877,294.14722
9382200,16108.667,294.14587,291.14877,294.14722
9382800,16098.229,294.1459,291.14877,294.14722
9383400,16095.037,294.1459,291.14877,294.14722
9384000,16101.451,294.1459,291.14877,294.14722
9384600,16119.827,294.1459,291.14877,294.14722
9385200,16152.522,294.14587,291.14877,294.1472
9385800,16201.895,294.14587,291.14877,294.1472
9386400,16270.3,294.14587,291.14877,294.14716
9387000,16360.097,294.14584,291.14877,294.14713
9387600,16473.643,294.1458,291.14877,294.1471
9388200,16613.293,294.14578,291.14877,294.14706
9388800,16781.408,294.14575,291.14877,294.147
9389400,16980.342,294.1457,291.14877,294.14697
9390000,17212.455,294.14566,291.14877,294.1469
9390600,17480.102,294.1456,291.14874,294.14685
9391200,17734.72,294.14554,291.14874,294.1468
9391800,17964.492,294.14548,291.14874,294.14673
9392400,18187.182,294.14542,291.14874,294.14667
9393000,18405.322,294.1454,291.1487,294.1466
9393600,18621.443,294.14532,291.1487,294.14655
9394200,18838.08,294.1453,291.1487,294.1465
9394800,19057.762,294.14523,291.14868,294.14645
9395400,19283.025,294.14517,291.14868,294.1464
9396000,19516.398,294.14514,291.14868,294.14636
9396600,22881.627,294.1443,291.14868,294.1455
9397200,24769.96,294.14383,291.14865,294.14502
9397800,25515.117,294.14365,291.14865,294.14484
9398400,25450.809,294.14365,291.14865,294.14487
9399000,24910.74,294.1438,291.14862,294.145
9399600,24228.617,294.14398,291.14862,294.14517
9400200,23738.133,294.1441,291.14862,294.1453
9400800,23772.973,294.1441,291.14862,294.1453
9401400,24666.82,294.1439,291.1486,294.14508
9402000,24832.666,294.14386,291.1486,294.14502
9402600,24978.373,294.14383,291.1486,294.145
9403200,25108.645,294.1438,291.14856,294.14496
9403800,25228.188,294.14377,291.14856,294.14493
9404400,25333.137,294.14374,291.14856,294.14493
9405000,25413.49,294.14374,291.14856,294.1449
9405600,25483.719,294.1437,291.14853,294.1449
9406200,25555.848,294.1437,291.14853,294.14487
9406800,25641.904,294.1437,291.14853,294.14484
9407400,25743.633,294.14368,291.14853,294.14484
9408000,25829.543,294.14365,291.1485,294.1448
9408600,25905.557,294.14365,291.1485,294.14478
9409200,25977.588,294.14365,291.1485,294.14478
9409800,26051.557,294.14362,291.14847,294.14474
9410400,26133.383,294.14362,291.14847,294.14474
9411000,26228.984,294.1436,291.14847,294.1447
9411600,26344.277,294.14355,291.14844,294.14468
9412200,26485.182,294.14352,291.14844,294.14465
9412800,26645.615,294.1435,291.14844,294.14462
9413400,26796.51,294.14346,291.1484,294.1446
9414000,26938.604,294.14343,291.1484,294.14456
9414600,27072.633,294.1434,291.1484,294.14453
9415200,27199.334,294.1434,291.14838,294.1445
9415800,27319.447,294.14337,291.14838,294.14447
9416400,27433.709,294.14334,291.14838,294.14444
9417000,27542.857,294.1433,291.14838,294.1444
9417600,27647.629,294.1433,291.14835,294.1444
9418200,27703.852,294.14328,291.14835,294.14438
9418800,27748.723,294.14328,291.14835,294.14438
9419400,27784.086,294.14328,291.14835,294.14438
9420000,27811.787,294.14328,291.14832,294.14438
9420600,27833.67,294.14328,291.14832,294.14435
9421200,27851.584,294.14328,291.14832,294.14435
9421800,27867.37,294.14328,291.14832,294.14435
9422400,27882.875,294.14328,291.14832,294.14435
9423000,27899.945,294.14328,291.14832,294.14435
9423600,27920.426,294.14328,291.14832,294.14435
9424200,27946.164,294.14328,291.14832,294.14432
9424800,27979.002,294.14325,291.1483,294.14432
9425400,28020.787,294.14325,291.1483,294.14432
9426000,28073.365,294.14325,291.1483,294.14432
9426600,28116.34,294.14325,291.1483,294.1443
9427200,28100.63,294.14325,291.14825,294.14432
9427800,28102.74,294.14325,291.14825,294.14432
9428400,28122.727,294.14325,291.14825,294.1443
9429000,28160.65,294.14325,291.14825,294.1443
9429600,28216.568,294.14325,291.14825,294.1443
9430200,28290.541,294.14322,291.14822,294.14426
9430800,28382.629,294.14322,291.14822,294.14426
9431400,28492.887,294.1432,291.14822,294.14423
9432000,28621.379,294.14316,291.14822,294.1442
9432600,28768.16,294.14313,291.1482,294.14417
9433200,28933.291,294.1431,291.1482,294.1441
9433800,29116.83,294.14307,291.14816,294.14407
9434400,29318.836,294.143,291.14816,294.14404
9435000,29539.367,294.14297,291.14813,294.14398
9435600,29704.969,294.14294,291.14813,294.14395
9436200,29747.225,294.14294,291.14813,294.14392
9436800,29739.857,294.14294,291.14813,294.14392
9437400,29691.582,294.14294,291.14813,294.14395
9438000,29611.113,294.14297,291.14813,294.14395
9438600,29507.166,294.143,291.14813,294.14398
9439200,29388.453,294.14304,291.14813,294.144
9439800,29263.69,294.14307,291.14813,294.14404
9440400,29141.588,294.1431,291.14813,294.14407
9441000,29030.863,294.14313,291.14813,294.1441
9441600,28940.23,294.14316,291.14813,294.1441
9442200,28878.404,294.14316,291.14813,294.14413
9442800,28854.096,294.14316,291.14813,294.14413
9443400,23471.121,294.14453,291.14813,294.1455
9444000,24526.656,294.14426,291.14813,294.14523
9444600,25308.14,294.14407,291.14813,294.14502
9445200,24614.834,294.14426,291.14813,294.1452
9445800,24568.984,294.14426,291.14813,294.1452
9446400,24499.707,294.1443,291.14813,294.14523
9447000,24414.668,294.1443,291.14813,294.14523
9447600,24315.049,294.14432,291.14813,294.14526
9448200,24204.152,294.14435,291.14813,294.1453
9448800,24085.242,294.14438,291.14813,294.14532
9449400,23960.81,294.1444,291.14816,294.14536
9450000,23832.363,294.14444,291.14816,294.1454
9450600,23701.73,294.14447,291.14816,294.14542
9451200,23570.74,294.1445,291.14816,294.14545
9451800,23441.225,294.14453,291.14816,294.14548
9452400,23315.01,294.1446,291.14816,294.1455
9453000,23198.082,294.1446,291.14816,294.1455
9453600,23115.654,294.14462,291.14816,294.14554
9454200,23064.996,294.14465,291.14816,294.14554
9454800,23041.006,294.14465,291.14816,294.14554
9455400,23038.576,294.14465,291.14816,294.14554
9456000,23052.602,294.14465,291.1482,294.14554
9456600,23077.979,294.14465,291.1482,294.14554
9457200,23109.6,294.14462,291.1482,294.14554
9457800,23142.363,294.14462,291.1482,294.1455
9458400,23171.164,294.14462,291.1482,294.1455
9459000,23190.893,294.14462,291.1482,294.1455
9459600,23196.45,294.14462,291.1482,294.14548
9460200,23182.727,294.14462,291.1482,294.14548
9460800,23478.074,294.14456,291.1482,294.14542
9461400,23770.604,294.1445,291.14816,294.14536
9462000,23997.416,294.14444,291.14813,294.1453
9462600,24163.64,294.1444,291.14813,294.14526
9463200,24274.406,294.14438,291.14813,294.14523
9463800,24334.842,294.14438,291.14813,294.14523
9464400,24350.074,294.14438,291.14813,294.14523
9465000,24325.23,294.14438,291.14813,294.14523
9465600,24265.443,294.14438,291.14813,294.14523
9466200,24175.84,294.1444,291.14813,294.14526
9466800,24061.545,294.14444,291.14816,294.14526
9467400,23927.691,294.14447,291.14816,294.1453
9468000,23779.404,294.1445,291.14816,294.14532
9468600,23621.813,294.14453,291.1482,294.14536
9469200,23460.047,294.14456,291.1482,294.1454
9469800,23299.232,294.1446,291.14822,294.14542
9470400,23144.498,294.14465,291.14822,294.14545
9471000,23000.97,294.14468,291.14822,294.14548
9471600,22873.783,294.1447,291.14825,294.1455
9472200,22768.059,294.1447,291.14825,294.14554
9472800,22688.928,294.14474,291.14825,294.14557
9473400,22641.52,294.14474,291.14825,294.14557
9474000,22630.959,294.14478,291.14825,294.14557
9474600,22662.377,294.14474,291.14825,294.14557
9475200,22740.9,294.14474,291.14825,294.14554
9475800,22871.658,294.1447,291.14822,294.1455
9476400,22932.162,294.1447,291.14822,294.1455
9477000,22998.314,294.14468,291.14822,294.14548
9477600,23078.887,294.14468,291.14822,294.14548
9478200,23172.93,294.14465,291.14822,294.14545
9478800,23279.498,294.14462,291.14822,294.14542
9479400,23397.648,294.1446,291.14822,294.1454
9480000,23526.434,294.14456,291.14822,294.14536
9480600,23664.908,294.14453,291.1482,294.14532
9481200,23812.127,294.1445,291.1482,294.1453
9481800,23967.145,294.14447,291.1482,294.14523
9482400,24129.014,294.14444,291.1482,294.1452
9483000,27949.658,294.14346,291.1482,294.14426
9483600,29687.588,294.14304,291.1482,294.1438
9484200,29963.07,294.14297,291.1482,294.14374
9484800,29396.37,294.1431,291.14816,294.1439
9485400,28607.75,294.1433,291.14816,294.14407
9486000,28217.48,294.14343,291.14816,294.1442
9486600,28845.83,294.14328,291.14813,294.14404
9487200,29551.615,294.1431,291.14813,294.14386
9487800,29966.117,294.143,291.1481,294.14377
9488400,30400.004,294.1429,291.14807,294.14368
9489000,30816.377,294.14282,291.14804,294.1436
9489600,31132.38,294.14273,291.14804,294.14352
9490200,31310.883,294.1427,291.14804,294.14346
9490800,31377.406,294.14267,291.14804,294.14346
9491400,31346.682,294.1427,291.14804,294.14346
9492000,31328.852,294.1427,291.14804,294.14346
9492600,31369.568,294.14267,291.14804,294.14346
9493200,31461.113,294.14267,291.14804,294.14343
9493800,31595.777,294.14264,291.148,294.1434
9494400,31765.848,294.1426,291.148,294.14337
9495000,31963.607,294.14255,291.148,294.1433
9495600,32180.541,294.14252,291.14798,294.14328
9496200,32387.318,294.14246,291.14798,294.14322
9496800,32582.79,294.14243,291.14795,294.1432
9497400,32771.867,294.14236,291.14795,294.14316
9498000,32959.47,294.14233,291.14795,294.1431
9498600,33150.508,294.1423,291.14792,294.14307
9499200,33349.902,294.14224,291.14792,294.143
9499800,33562.566,294.1422,291.1479,294.14297
9500400,33793.414,294.14215,291.1479,294.1429
9501000,34047.363,294.1421,291.14786,294.14285
9501600,34329.332,294.14203,291.14786,294.1428
9502200,34644.23,294.14197,291.14783,294.14273
9502800,34996.98,294.14188,291.1478,294.14264
9503400,35392.49,294.1418,291.14777,294.14258
9504000,35797.305,294.14172,291.14777,294.1425
9504600,36229.332,294.14163,291.14774,294.14236
9505200,36724.063,294.1415,291.14767,294.14227
9505800,37246.39,294.1414,291.14764,294.14215
9506400,37761.22,294.1413,291.1476,294.14206
9507000,38233.44,294.14117,291.14758,294.14194
9507600,38618.676,294.1411,291.14755,294.14185
9508200,38957.25,294.14102,291.14755,294.14178
9508800,39291.62,294.14096,291.14752,294.1417
9509400,39623.785,294.14087,291.1475,294.14163
9510000,39955.72,294.1408,291.1475,294.14154
9510600,40289.41,294.14072,291.14746,294.14148
9511200,40618.785,294.14066,291.14746,294.14142
9511800,40932.35,294.1406,291.14743,294.14133
9512400,41231.223,294.14053,291.1474,294.14127
9513000,41516.62,294.14047,291.1474,294.1412
9513600,41789.777,294.1404,291.14737,294.14114
9514200,42051.906,294.14035,291.14734,294.14108
9514800,42304.242,294.1403,291.1473,294.14105
9515400,42548,294.14026,291.1473,294.141
9516000,42784.41,294.1402,291.14728,294.14093
9516600,43014.695,294.14014,291.14728,294.1409
9517200,43240.08,294.1401,291.14725,294.14084
9517800,43693.47,294.13995,291.14725,294.14075
9518400,44117.83,294.13983,291.14722,294.1407
9519000,44339.207,294.13977,291.14722,294.14063
9519600,44377.72,294.1398,291.14722,294.1406
9520200,44253.477,294.13986,291.1472,294.14063
9520800,43986.59,294.13998,291.1472,294.14063
9521400,43597.17,294.14014,291.1472,294.1407
9522000,43105.33,294.14035,291.1472,294.14075
9522600,42531.176,294.14056,291.1472,294.1408
9523200,41894.82,294.14078,291.1472,294.1409
9523800,41216.383,294.14102,291.1472,294.141
9524400,40515.97,294.14127,291.1472,294.1411
9525000,39813.7,294.14148,291.1472,294.14124
9525600,39129.68,294.1417,291.14722,294.14136
9526200,38484.027,294.1419,291.14722,294.14148
9526800,37896.855,294.14206,291.14722,294.1416
9527400,37388.285,294.14215,291.14725,294.14172
9528000,36978.426,294.14224,291.14725,294.14185
9528600,36687.395,294.14224,291.14728,294.14197
9529200,36535.31,294.14218,291.14728,294.1421
9529800,30926.498,294.14352,291.1473,294.14355
9530400,31705.986,294.14328,291.14734,294.1434
9531000,31749.135,294.14322,291.14734,294.1434
9531600,30531.223,294.1435,291.14737,294.14374
9532200,29756.586,294.14365,291.1474,294.14395
9532800,28974.47,294.1438,291.14743,294.14417
9533400,28182.639,294.14395,291.14746,294.14438
9534000,27434.86,294.1441,291.1475,294.1446
9534600,26692.984,294.14423,291.14752,294.1448
9535200,25943.994,294.14435,291.14755,294.14502
9535800,25182.475,294.14447,291.14758,294.14523
9536400,24403.502,294.14462,291.1476,294.14548
9537000,23604.697,294.14474,291.14764,294.1457
9537600,22742.78,294.1449,291.14767,294.14597
9538200,21909.393,294.14502,291.1477,294.1462
9538800,21104.326,294.14517,291.14774,294.14645
9539400,20305.434,294.1453,291.1478,294.1467
9540000,19496.932,294.14542,291.14783,294.14694
9540600,18683.977,294.14554,291.14786,294.1472
9541200,17855.14,294.14566,291.1479,294.14743
9541800,17021.828,294.14578,291.14795,294.14767
9542400,16195.446,294.1459,291.14798,294.14795
9543000,15387.401,294.14603,291.148,294.1482
9543600,14609.1,294.14615,291.14804,294.14844
9544200,13871.95,294.14627,291.14807,294.14865
9544800,13307.598,294.14636,291.14813,294.1488
9545400,12809.249,294.14645,291.14816,294.14893
9546000,11976.353,294.14655,291.1482,294.1492
9546600,10859.009,294.14664,291.14822,294.14966
9547200,9942.167,294.1467,291.1483,294.1502
9547800,9718.669,294.1468,291.14832,294.15088
9548400,9503.88,294.14685,291.14835,294.1516
9549000,9297.343,294.1469,291.14838,294.1524
9549600,9098.601,294.147,291.1484,294.1532
9550200,8907.197,294.14706,291.14847,294.154
9550800,8722.677,294.1471,291.1485,294.15475
9551400,8544.583,294.14716,291.14853,294.1555
9552000,8372.458,294.14722,291.14856,294.1561
9552600,8205.846,294.14728,291.1486,294.15662
9553200,8044.29,294.1473,291.14862,294.157
9553800,7887.3345,294.14737,291.14865,294.15726
9554400,7729.1055,294.1474,291.14868,294.19434
9555000,7577.5107,294.14746,291.1487,294.27032
9555600,7443.704,294.1475,291.14874,294.33365
9556200,7327.926,294.14752,291.14877,294.385
9556800,7230.415,294.14755,291.1488,294.42502
9557400,7151.412,294.14755,291.14883,294.45438
