DateTime,Qheating_building_W,Tair_zoneNorth_K,Tair_zoneCore_K,Tair_zoneSouth_K
1.8918e+07,0,295.15326,294.614,295.7917
1.89186e+07,0,295.11945,294.59894,295.75552
1.89192e+07,0,295.0858,294.58362,295.7196
1.89198e+07,0,295.05228,294.56815,295.68393
1.89204e+07,0,295.0189,294.5525,295.64844
1.8921e+07,0,294.98553,294.5367,295.613
1.89216e+07,0,294.95227,294.52078,295.57776
1.89222e+07,0,294.91916,294.50473,295.5427
1.89228e+07,0,294.8864,294.48856,295.50812
1.89234e+07,0,294.8541,294.4723,295.47406
1.8924e+07,0,294.82236,294.45593,295.44067
1.89246e+07,0,294.79117,294.43948,295.40796
1.89252e+07,0,294.76056,294.423,295.37592
1.89258e+07,0,294.73038,294.4064,295.3444
1.89264e+07,0,294.70105,294.39017,295.31378
1.8927e+07,0,294.67307,294.37457,295.2846
1.89276e+07,0,294.64627,294.35953,295.25665
1.89282e+07,0,294.62048,294.34494,295.2298
1.89288e+07,0,294.5956,294.3307,295.20386
1.89294e+07,0,294.57147,294.31668,295.1787
1.893e+07,0,294.54736,294.3029,295.1535
1.89306e+07,0,294.52338,294.2892,295.1284
1.89312e+07,0,294.49973,294.27557,295.10364
1.89318e+07,0,294.4765,294.26205,295.0793
1.89324e+07,0,294.4537,294.24863,295.05548
1.8933e+07,0,294.43146,294.23532,295.03223
1.89336e+07,0,294.40976,294.22214,295.00955
1.89342e+07,0,294.3887,294.20914,294.98755
1.89348e+07,0,294.36838,294.1963,294.96628
1.89354e+07,0,294.34875,294.18362,294.9458
1.8936e+07,0,294.32996,294.17114,294.92618
1.89366e+07,0,294.31204,294.1589,294.90747
1.89372e+07,0,294.29504,294.14688,294.88974
1.89378e+07,0,294.26642,294.1349,294.86908
1.89384e+07,0,294.23236,294.12305,294.84714
1.8939e+07,0,294.2179,294.112,294.83206
1.89396e+07,0,294.2215,294.10187,294.82385
1.89402e+07,0,294.24167,294.0928,294.82257
1.89408e+07,0,294.2769,294.0849,294.82822
1.89414e+07,0,294.32565,294.07837,294.84085
1.8942e+07,0,294.3865,294.07333,294.86047
1.89426e+07,0,294.4579,294.06992,294.88718
1.89432e+07,0,294.5383,294.0683,294.92093
1.89438e+07,0,294.62625,294.06857,294.9618
1.89444e+07,0,294.72025,294.07092,295.0098
1.8945e+07,0,294.81876,294.0755,295.065
1.89456e+07,0,294.9203,294.0824,295.12738
1.89462e+07,0,295.02335,294.09183,295.19702
1.89468e+07,0,295.1264,294.10388,295.27393
1.89474e+07,0,295.3004,294.1181,295.43182
1.8948e+07,0,295.45352,294.13382,295.5806
1.89486e+07,0,295.58728,294.151,295.72037
1.89492e+07,0,295.7036,294.16953,295.85126
1.89498e+07,0,295.80676,294.18936,295.97397
1.89504e+07,0,295.89972,294.21048,296.08887
1.8951e+07,0,295.98502,294.23264,296.19635
1.89516e+07,0,296.0643,294.2548,296.29718
1.89522e+07,0,296.13867,294.27652,296.3928
1.89528e+07,0,296.20914,294.29758,296.48456
1.89534e+07,0,296.27713,294.3181,296.57538
1.8954e+07,0,296.344,294.33887,296.66757
1.89546e+07,0,296.41077,294.3605,296.76294
1.89552e+07,0,296.47818,294.3832,296.86307
1.89558e+07,0,296.54648,294.407,296.9683
1.89564e+07,0,296.61563,294.43185,297.0785
1.8957e+07,0,296.6861,294.45773,297.19296
1.89576e+07,0,296.75806,294.48453,297.31137
1.89582e+07,0,296.8312,294.51224,297.43332
1.89588e+07,0,296.9053,294.54083,297.55856
1.89594e+07,0,296.98,294.57025,297.68677
1.896e+07,0,297.0567,294.60083,297.82492
1.89606e+07,0,297.13425,294.63232,297.96677
1.89612e+07,0,297.2088,294.66373,298.0956
1.89618e+07,0,297.27985,294.6948,298.21146
1.89624e+07,0,297.3469,294.72528,298.31418
1.8963e+07,0,297.4095,294.7549,298.4037
1.89636e+07,0,297.46707,294.78348,298.4799
1.89642e+07,0,297.51923,294.8107,298.54272
1.89648e+07,0,297.5654,294.83633,298.59207
1.89654e+07,0,297.60513,294.8601,298.6279
1.8966e+07,0,297.6379,294.8818,298.6501
1.89666e+07,0,297.66324,294.90115,298.65857
1.89672e+07,0,297.6767,294.91928,298.64642
1.89678e+07,0,297.6853,294.93515,298.63092
1.89684e+07,0,297.69003,294.94885,298.6136
1.8969e+07,0,297.69122,294.96054,298.59464
1.89696e+07,0,297.68933,294.97046,298.57437
1.89702e+07,0,297.68466,294.9788,298.55298
1.89708e+07,0,297.67764,294.98578,298.53073
1.89714e+07,0,297.66864,294.99158,298.50793
1.8972e+07,0,297.65802,294.9964,298.48477
1.89726e+07,0,297.64618,295.0005,298.46152
1.89732e+07,0,297.63348,295.004,298.43845
1.89738e+07,0,297.62036,295.00717,298.4158
1.89744e+07,0,297.60712,295.0102,298.3938
1.8975e+07,0,297.5942,295.01328,298.37274
1.89756e+07,0,297.58197,295.0166,298.35287
1.89762e+07,0,297.56848,295.02008,298.3313
1.89768e+07,0,297.55292,295.02304,298.30713
1.89774e+07,0,297.53726,295.02557,298.28317
1.8978e+07,0,297.52145,295.02768,298.2593
1.89786e+07,0,297.50525,295.02936,298.23538
1.89792e+07,0,297.4886,295.03058,298.21124
1.89798e+07,0,297.4713,295.03137,298.1867
1.89804e+07,0,297.45328,295.03168,298.16165
1.8981e+07,0,297.43433,295.03152,298.13593
1.89816e+07,0,297.41434,295.03088,298.10934
1.89822e+07,0,297.3932,295.02975,298.0818
1.89828e+07,0,297.37073,295.02814,298.05307
1.89834e+07,0,297.34683,295.026,298.02304
1.8984e+07,0,297.32132,295.02332,297.99158
1.89846e+07,0,297.2941,295.0201,297.9585
1.89852e+07,0,297.26498,295.0164,297.92365
1.89858e+07,0,297.2339,295.0121,297.88687
1.89864e+07,0,297.20062,295.00723,297.84805
1.8987e+07,0,297.0869,295.00165,297.72897
1.89876e+07,0,296.97913,294.9952,297.6163
1.89882e+07,0,296.877,294.988,297.5097
1.89888e+07,0,296.7802,294.98004,297.40884
1.89894e+07,0,296.6883,294.9714,297.31317
1.899e+07,0,296.6009,294.96213,297.22238
1.89906e+07,0,296.51782,294.95224,297.13617
1.89912e+07,0,296.43863,294.94156,297.05414
1.89918e+07,0,296.36328,294.93018,296.97617
1.89924e+07,0,296.29166,294.9182,296.9021
1.8993e+07,0,296.2237,294.90576,296.83188
1.89936e+07,0,296.15918,294.89285,296.76526
1.89942e+07,0,296.09787,294.87964,296.7019
1.89948e+07,0,296.04074,294.86652,296.64288
1.89954e+07,0,295.98737,294.85352,296.58777
1.8996e+07,0,295.93738,294.8405,296.53616
1.89966e+07,0,295.89035,294.82755,296.4876
1.89972e+07,0,295.84592,294.81454,296.44174
1.89978e+07,0,295.8037,294.80145,296.3981
1.89984e+07,0,295.76328,294.78824,296.35632
1.8999e+07,0,295.72357,294.77463,296.3152
1.89996e+07,0,295.6847,294.7608,296.27487
1.90002e+07,0,295.64755,294.74716,296.23633
1.90008e+07,0,295.61188,294.73358,296.1993
1.90014e+07,0,295.5774,294.72003,296.1635
1.9002e+07,0,295.54388,294.70642,296.12872
1.90026e+07,0,295.51108,294.69266,296.09464
1.90032e+07,0,295.4787,294.67865,296.061
1.90038e+07,0,295.4465,294.66437,296.02756
1.90044e+07,0,295.4142,294.64972,295.99405
1.9005e+07,0,295.38162,294.6346,295.96024
1.90056e+07,0,295.34842,294.61896,295.92578
1.90062e+07,0,295.3144,294.60272,295.89047
1.90068e+07,0,295.27927,294.5858,295.85406
1.90074e+07,0,295.24277,294.56808,295.81625
1.9008e+07,0,295.20538,294.55,295.77753
1.90086e+07,0,295.16898,294.53296,295.73978
1.90092e+07,0,295.1345,294.51663,295.70398
1.90098e+07,0,295.1018,294.501,295.67
1.90104e+07,0,295.07074,294.486,295.63773
1.9011e+07,0,295.04123,294.47153,295.60696
1.90116e+07,0,295.01306,294.45758,295.5776
1.90122e+07,0,294.9861,294.44406,295.5495
1.90128e+07,0,294.96024,294.43094,295.5225
1.90134e+07,0,294.93533,294.41815,295.49646
1.9014e+07,0,294.91122,294.40564,295.47122
1.90146e+07,0,294.8878,294.39337,295.4467
1.90152e+07,0,294.86484,294.38123,295.42267
1.90158e+07,0,294.8423,294.36923,295.39902
1.90164e+07,0,294.82,294.35724,295.37564
1.9017e+07,0,294.79904,294.34595,295.3536
1.90176e+07,0,294.77884,294.33502,295.33228
1.90182e+07,0,294.75854,294.32413,295.31088
1.90188e+07,0,294.73825,294.31323,295.2895
1.90194e+07,0,294.718,294.3023,295.26813
1.902e+07,0,294.69785,294.29138,295.2469
1.90206e+07,0,294.6779,294.28043,295.22586
1.90212e+07,0,294.65814,294.26947,295.20508
1.90218e+07,0,294.6387,294.25848,295.18463
1.90224e+07,0,294.61963,294.2475,295.16458
1.9023e+07,0,294.60095,294.23645,295.145
1.90236e+07,0,294.58276,294.2254,295.12592
1.90242e+07,0,294.5651,294.2143,295.10745
1.90248e+07,0,294.54803,294.20316,295.08966
1.90254e+07,0,294.53024,294.19196,295.07208
1.9026e+07,0,294.5135,294.18137,295.0562
1.90266e+07,0,294.50558,294.172,295.0454
1.90272e+07,0,294.50516,294.1638,295.0391
1.90278e+07,0,294.51083,294.15656,295.03677
1.90284e+07,0,294.52133,294.15024,295.0379
1.9029e+07,0,294.53528,294.14474,295.04196
1.90296e+07,0,294.55133,294.13992,295.04843
1.90302e+07,0,294.56815,294.1357,295.05676
1.90308e+07,0,294.58405,294.13202,295.06635
1.90314e+07,0,294.59802,294.12878,295.07654
1.9032e+07,0,294.61087,294.12598,295.0875
1.90326e+07,0,294.62332,294.12363,295.09946
1.90332e+07,0,294.6362,294.12164,295.11258
1.90338e+07,0,294.72324,294.1201,295.2003
1.90344e+07,0,294.80276,294.11905,295.2807
1.9035e+07,0,294.87546,294.11856,295.35446
1.90356e+07,0,294.94196,294.11856,295.42218
1.90362e+07,0,295.0029,294.11902,295.48453
1.90368e+07,0,295.05896,294.1199,295.54214
1.90374e+07,0,295.1108,294.12115,295.59567
1.9038e+07,0,295.1591,294.12277,295.64575
1.90386e+07,0,295.20447,294.12466,295.69302
1.90392e+07,0,295.24762,294.12686,295.73816
1.90398e+07,0,295.28915,294.1293,295.78177
1.90404e+07,0,295.32953,294.13193,295.82425
1.9041e+07,0,295.36807,294.13474,295.8649
1.90416e+07,0,295.40637,294.13794,295.90536
1.90422e+07,0,295.44434,294.1415,295.94556
1.90428e+07,0,295.48187,294.1454,295.98535
1.90434e+07,0,295.5189,294.1496,296.02466
1.9044e+07,0,295.55536,294.15405,296.0634
1.90446e+07,0,295.59113,294.15875,296.10144
1.90452e+07,0,295.6262,294.16364,296.1387
1.90458e+07,0,295.6604,294.16867,296.1751
1.90464e+07,0,295.69373,294.17386,296.21054
1.9047e+07,0,295.72604,294.17914,296.2449
1.90476e+07,0,295.75742,294.18445,296.27817
1.90482e+07,0,295.7878,294.18988,296.31033
1.90488e+07,0,295.81702,294.19562,296.3412
1.90494e+07,0,295.8451,294.2016,296.37082
1.905e+07,0,295.8721,294.2078,296.39923
1.90506e+07,0,295.89807,294.2142,296.42654
1.90512e+07,0,295.92303,294.22076,296.45276
1.90518e+07,0,295.94708,294.22748,296.4779
1.90524e+07,0,295.9702,294.2343,296.50208
1.9053e+07,0,295.9925,294.24124,296.5253
1.90536e+07,0,296.01395,294.24826,296.54764
1.90542e+07,0,296.03467,294.25528,296.56912
1.90548e+07,0,296.0547,294.26233,296.5898
1.90554e+07,0,296.074,294.26938,296.60977
1.9056e+07,0,296.09274,294.27637,296.62903
1.90566e+07,0,296.1109,294.2833,296.6476
1.90572e+07,0,296.1285,294.29013,296.66562
1.90578e+07,0,296.14566,294.29684,296.68304
1.90584e+07,0,296.16238,294.3034,296.7
1.9059e+07,0,296.1787,294.3098,296.7165
1.90596e+07,0,296.19485,294.316,296.73273
1.90602e+07,0,296.21262,294.32208,296.75085
1.90608e+07,0,296.22784,294.3277,296.76596
1.90614e+07,0,296.24063,294.33295,296.77823
1.9062e+07,0,296.25107,294.3378,296.78778
1.90626e+07,0,296.2593,294.34225,296.79477
1.90632e+07,0,296.26538,294.3464,296.79935
1.90638e+07,0,296.26947,294.35022,296.8016
1.90644e+07,0,296.27164,294.35373,296.80176
1.9065e+07,0,296.272,294.35693,296.7999
1.90656e+07,0,296.27066,294.3599,296.7962
1.90662e+07,0,296.26776,294.3626,296.79077
1.90668e+07,0,296.26334,294.3651,296.7838
1.90674e+07,0,296.25757,294.3674,296.7754
1.9068e+07,0,296.25052,294.36948,296.76572
1.90686e+07,0,296.24286,294.37173,296.75546
1.90692e+07,0,296.23593,294.3746,296.746
1.90698e+07,0,296.22397,294.3747,296.73163
1.90704e+07,0,296.20715,294.37225,296.71246
1.9071e+07,0,296.18555,294.36758,296.68863
1.90716e+07,0,296.15927,294.3609,296.66022
1.90722e+07,0,296.12845,294.35248,296.62738
1.90728e+07,0,296.0932,294.34253,296.59018
1.90734e+07,0,295.97586,294.33118,296.47128
1.9074e+07,0,295.87302,294.32373,296.36707
1.90746e+07,0,295.78287,294.3193,296.2757
1.90752e+07,0,295.70364,294.317,296.19534
1.90758e+07,0,295.6335,294.31586,296.1242
1.90764e+07,0,295.57074,294.3151,296.0605
1.9077e+07,0,295.51346,294.31375,296.0023
1.90776e+07,0,295.46005,294.31107,295.94797
1.90782e+07,0,295.40884,294.30692,295.89594
1.90788e+07,0,295.3597,294.30142,295.846
1.90794e+07,0,295.3129,294.29498,295.79846
1.908e+07,0,295.26862,294.28784,295.7535
1.90806e+07,0,295.22708,294.28036,295.71136
1.90812e+07,0,295.18857,294.27286,295.6723
1.90818e+07,0,295.1537,294.2658,295.6369
1.90824e+07,0,295.1218,294.2589,295.60452
1.9083e+07,0,295.09183,294.25162,295.5741
1.90836e+07,0,295.0635,294.24396,295.5454
1.90842e+07,0,295.03662,294.23593,295.51822
1.90848e+07,0,295.01096,294.22748,295.49225
1.90854e+07,0,294.98627,294.21866,295.46732
1.9086e+07,0,294.96234,294.20944,295.4431
1.90866e+07,0,294.93893,294.19983,295.41946
1.90872e+07,0,294.9158,294.1898,295.3961
1.90878e+07,0,294.89276,294.17932,295.37277
1.90884e+07,0,294.86957,294.16846,295.34924
1.9089e+07,0,294.84595,294.15714,295.3253
1.90896e+07,0,294.82172,294.1454,295.3007
1.90902e+07,0,294.7964,294.13312,295.27487
1.90908e+07,0,294.77014,294.12048,295.24808
1.90914e+07,0,294.7451,294.10834,295.2225
1.9092e+07,0,294.72128,294.09665,295.19818
1.90926e+07,0,294.6987,294.0854,295.1751
1.90932e+07,0,294.67737,294.0745,295.1533
1.90938e+07,0,294.65726,294.06396,295.13272
1.90944e+07,0,294.63843,294.05377,295.11343
1.9095e+07,0,294.62067,294.0438,295.09525
1.90956e+07,0,294.6024,294.0334,295.0765
1.90962e+07,0,294.5837,294.0227,295.05734
1.90968e+07,0,294.56476,294.0118,295.03787
1.90974e+07,0,294.5457,294.00085,295.01828
1.9098e+07,0,294.52658,293.98993,294.99863
1.90986e+07,0,294.50763,293.97916,294.9791
1.90992e+07,0,294.4889,293.96857,294.95978
1.90998e+07,0,294.4708,293.95837,294.94113
1.91004e+07,0,294.4533,293.94843,294.92303
1.9101e+07,0,294.4362,293.9387,294.90536
1.91016e+07,0,294.41934,293.92908,294.8879
1.91022e+07,0,294.40262,293.91946,294.87057
1.91028e+07,0,294.3858,293.90976,294.85315
1.91034e+07,0,294.36874,293.89996,294.83545
1.9104e+07,0,294.35147,293.89005,294.81754
1.91046e+07,0,294.33408,293.8801,294.79947
1.91052e+07,0,294.31647,293.87015,294.7812
1.91058e+07,0,294.29865,293.86023,294.76266
1.91064e+07,0,294.28064,293.85043,294.7439
1.9107e+07,0,294.26236,293.84073,294.72482
1.91076e+07,0,294.2438,293.83124,294.70538
1.91082e+07,0,294.22498,293.82187,294.68564
1.91088e+07,0,294.20612,293.81262,294.6658
1.91094e+07,0,294.1874,293.80347,294.64612
1.911e+07,0,294.1691,293.79446,294.62683
1.91106e+07,0,294.1513,293.78558,294.60812
1.91112e+07,461.56454,294.14978,293.77692,294.59018
1.91118e+07,494.1029,294.14975,293.76852,294.57346
1.91124e+07,472.2117,294.14975,293.76044,294.55856
1.9113e+07,370.51724,294.1498,293.75287,294.54645
1.91136e+07,0,294.1502,293.74606,294.53946
1.91142e+07,0,294.15106,293.7403,294.53906
1.91148e+07,0,294.15216,293.73566,294.54535
1.91154e+07,0,294.18802,293.7322,294.55807
1.9116e+07,0,294.23672,293.73,294.57654
1.91166e+07,0,294.28625,293.72894,294.59952
1.91172e+07,0,294.33356,293.72894,294.62567
1.91178e+07,0,294.376,293.7299,294.65363
1.91184e+07,0,294.4135,293.73178,294.68246
1.9119e+07,0,294.44714,293.73456,294.7121
1.91196e+07,0,294.47818,293.73825,294.74268
1.91202e+07,0,294.58432,293.74283,294.85092
1.91208e+07,0,294.6796,293.7482,294.95004
1.91214e+07,0,294.76645,293.75433,295.04208
1.9122e+07,0,294.8473,293.76123,295.1291
1.91226e+07,0,294.924,293.76892,295.2127
1.91232e+07,0,294.99792,293.77737,295.2941
1.91238e+07,0,295.07,293.7867,295.37405
1.91244e+07,0,295.14035,293.79688,295.45267
1.9125e+07,0,295.20886,293.80783,295.53006
1.91256e+07,0,295.2754,293.81955,295.60617
1.91262e+07,0,295.34027,293.832,295.68134
1.91268e+07,0,295.40405,293.84515,295.75607
1.91274e+07,0,295.46747,293.85898,295.83124
1.9128e+07,0,295.5313,293.87344,295.90768
1.91286e+07,0,295.5958,293.88858,295.9855
1.91292e+07,0,295.66278,293.9044,296.06705
1.91298e+07,0,295.7319,293.92087,296.1518
1.91304e+07,0,295.8025,293.938,296.2388
1.9131e+07,0,295.87393,293.95563,296.32724
1.91316e+07,0,295.94568,293.97375,296.41635
1.91322e+07,0,296.01678,293.99222,296.50497
1.91328e+07,0,296.0862,294.01096,296.5917
1.91334e+07,0,296.15396,294.03,296.6765
1.9134e+07,0,296.21997,294.0493,296.7593
1.91346e+07,0,296.2843,294.06882,296.84006
1.91352e+07,0,296.3469,294.08853,296.91873
1.91358e+07,0,296.40775,294.10843,296.99527
1.91364e+07,0,296.46686,294.12848,297.06967
1.9137e+07,0,296.52423,294.14865,297.1418
1.91376e+07,0,296.57983,294.1689,297.21173
1.91382e+07,0,296.63364,294.18924,297.27933
1.91388e+07,0,296.6857,294.20898,297.34592
1.91394e+07,0,296.7365,294.22903,297.4105
1.914e+07,0,296.78595,294.2495,297.47266
1.91406e+07,0,296.83398,294.2703,297.53223
1.91412e+07,0,296.88046,294.29132,297.5891
1.91418e+07,0,296.92532,294.3125,297.6431
1.91424e+07,0,296.96844,294.33377,297.69403
1.9143e+07,0,297.0097,294.35507,297.7418
1.91436e+07,0,297.04904,294.37625,297.7862
1.91442e+07,0,297.08636,294.3973,297.82706
1.91448e+07,0,297.12152,294.41812,297.86426
1.91454e+07,0,297.15445,294.43866,297.89764
1.9146e+07,0,297.18506,294.45877,297.92703
1.91466e+07,0,297.2132,294.47842,297.9523
1.91472e+07,0,297.2388,294.49753,297.97324
1.91478e+07,0,297.26178,294.51602,297.98972
1.91484e+07,0,297.28317,294.53394,298.00308
1.9149e+07,0,297.30237,294.55118,298.01382
1.91496e+07,0,297.31924,294.5677,298.02194
1.91502e+07,0,297.3337,294.58347,298.02734
1.91508e+07,0,297.34573,294.59845,298.03
1.91514e+07,0,297.35526,294.61264,298.02994
1.9152e+07,0,297.36218,294.626,298.02707
1.91526e+07,0,297.3665,294.63852,298.02136
1.91532e+07,0,297.36807,294.65015,298.01285
1.91538e+07,0,297.3669,294.66086,298.00143
1.91544e+07,0,297.36295,294.67062,297.98712
1.9155e+07,0,297.35608,294.67944,297.96988
1.91556e+07,0,297.34628,294.6873,297.94968
1.91562e+07,0,297.33347,294.6941,297.92648
1.91568e+07,0,297.31757,294.6999,297.90027
1.91574e+07,0,297.29855,294.7046,297.87097
1.9158e+07,0,297.27637,294.7082,297.83862
1.91586e+07,0,297.25092,294.71066,297.80316
1.91592e+07,0,297.22217,294.712,297.76453
1.91598e+07,0,297.1111,294.71225,297.6432
1.91604e+07,0,297.0027,294.7115,297.52423
1.9161e+07,0,296.897,294.70978,297.4094
1.91616e+07,0,296.79382,294.70718,297.2996
1.91622e+07,0,296.69406,294.70374,297.19492
1.91628e+07,0,296.59827,294.69946,297.09537
1.91634e+07,0,296.5067,294.69446,297.00085
1.9164e+07,0,296.41974,294.6887,296.9115
1.91646e+07,0,296.33746,294.68216,296.8273
1.91652e+07,0,296.2597,294.67493,296.748
1.91658e+07,0,296.18637,294.66705,296.6733
1.91664e+07,0,296.11725,294.65854,296.60312
1.9167e+07,0,296.05225,294.6495,296.5371
1.91676e+07,0,295.991,294.63995,296.47498
1.91682e+07,0,295.93454,294.6307,296.4177
1.91688e+07,0,295.88232,294.62158,296.36472
1.91694e+07,0,295.83383,294.6124,296.3155
1.917e+07,0,295.7885,294.60306,296.26944
1.91706e+07,0,295.74582,294.59338,296.226
1.91712e+07,0,295.7052,294.58322,296.18466
1.91718e+07,0,295.66626,294.57266,296.145
1.91724e+07,0,295.6288,294.56168,296.1068
1.9173e+07,0,295.5927,294.5503,296.06992
1.91736e+07,0,295.5578,294.5385,296.03424
1.91742e+07,0,295.52393,294.5263,295.99957
1.91748e+07,0,295.49097,294.5137,295.9658
1.91754e+07,0,295.45883,294.5006,295.9329
1.9176e+07,0,295.4273,294.48718,295.9005
1.91766e+07,0,295.39624,294.47345,295.8686
1.91772e+07,0,295.36566,294.4595,295.83713
1.91778e+07,0,295.33545,294.4453,295.80603
1.91784e+07,0,295.3056,294.43094,295.77527
1.9179e+07,0,295.27603,294.41638,295.74475
1.91796e+07,0,295.2467,294.40173,295.71448
1.91802e+07,0,295.21756,294.38696,295.6844
1.91808e+07,0,295.18857,294.3721,295.6544
1.91814e+07,0,295.1586,294.35675,295.62344
1.9182e+07,0,295.13162,294.34286,295.59552
1.91826e+07,0,295.10724,294.3302,295.57025
1.91832e+07,0,295.085,294.31848,295.54718
1.91838e+07,0,295.0645,294.3075,295.5259
1.91844e+07,0,295.04538,294.297,295.50595
1.9185e+07,0,295.02716,294.28674,295.48697
1.91856e+07,0,295.00937,294.27652,295.46838
1.91862e+07,0,294.9916,294.26633,295.44977
1.91868e+07,0,294.9738,294.25616,295.43112
1.91874e+07,0,294.956,294.24603,295.41248
1.9188e+07,0,294.93823,294.23596,295.39386
1.91886e+07,0,294.92047,294.2259,295.3752
1.91892e+07,0,294.90277,294.21585,295.35663
1.91898e+07,0,294.88547,294.2058,295.33844
1.91904e+07,0,294.8687,294.19574,295.32068
1.9191e+07,0,294.8514,294.18573,295.30246
1.91916e+07,0,294.8337,294.17584,295.2839
1.91922e+07,0,294.8158,294.16608,295.2652
1.91928e+07,0,294.79782,294.15643,295.24646
1.91934e+07,0,294.77997,294.14694,295.22784
1.9194e+07,0,294.76242,294.13757,295.2095
1.91946e+07,0,294.7453,294.1284,295.19162
1.91952e+07,0,294.72885,294.1194,295.17432
1.91958e+07,0,294.71317,294.11057,295.15775
1.91964e+07,0,294.6985,294.10193,295.14206
1.9197e+07,0,294.68494,294.09354,295.1274
1.91976e+07,0,294.6727,294.08533,295.11392
1.91982e+07,0,294.66196,294.0774,295.1018
1.91988e+07,0,294.65533,294.0692,295.09024
1.91994e+07,0,294.6572,294.0618,295.08246
1.92e+07,0,294.6662,294.05573,295.07974
1.92006e+07,0,294.68152,294.05093,295.08182
1.92012e+07,0,294.7023,294.04733,295.08832
1.92018e+07,0,294.7277,294.04492,295.09897
1.92024e+07,0,294.75687,294.04358,295.11346
1.9203e+07,0,294.78894,294.04327,295.13147
1.92036e+07,0,294.82312,294.04395,295.1527
1.92042e+07,0,294.8585,294.04553,295.17685
1.92048e+07,0,294.89426,294.048,295.2036
1.92054e+07,0,294.9296,294.05127,295.23267
1.9206e+07,0,294.9636,294.0553,295.2637
1.92066e+07,0,295.0728,294.06003,295.37283
1.92072e+07,0,295.17175,294.0654,295.47318
1.92078e+07,0,295.26184,294.07144,295.56592
1.92084e+07,0,295.34464,294.0781,295.65222
1.9209e+07,0,295.4214,294.08536,295.73322
1.92096e+07,0,295.4932,294.0932,295.8097
1.92102e+07,0,295.56085,294.10162,295.8824
1.92108e+07,0,295.62506,294.1106,295.95184
1.92114e+07,0,295.68637,294.12012,296.01862
1.9212e+07,0,295.7457,294.1302,296.08344
1.92126e+07,0,295.80368,294.14084,296.14703
1.92132e+07,0,295.8605,294.15207,296.2096
1.92138e+07,0,295.9164,294.16376,296.2713
1.92144e+07,0,295.9715,294.17587,296.33228
1.9215e+07,0,296.026,294.1884,296.39273
1.92156e+07,0,296.0801,294.20123,296.45282
1.92162e+07,0,296.1338,294.2144,296.51254
1.92168e+07,0,296.18683,294.2278,296.57162
1.92174e+07,0,296.23932,294.2416,296.63016
1.9218e+07,0,296.2913,294.25568,296.6882
1.92186e+07,0,296.3429,294.27005,296.74585
1.92192e+07,0,296.39413,294.28476,296.80313
1.92198e+07,0,296.44516,294.29974,296.86014
1.92204e+07,0,296.496,294.31503,296.91696
1.9221e+07,0,296.54675,294.33063,296.97363
1.92216e+07,0,296.5975,294.34653,297.03024
1.92222e+07,0,296.64832,294.3627,297.08685
1.92228e+07,0,296.69928,294.37918,297.14355
1.92234e+07,0,296.7505,294.39597,297.20038
1.9224e+07,0,296.80203,294.41302,297.25742
1.92246e+07,0,296.85434,294.43042,297.31534
1.92252e+07,0,296.90695,294.44824,297.3738
1.92258e+07,0,296.9592,294.46643,297.432
1.92264e+07,0,297.01096,294.48486,297.4897
1.9227e+07,0,297.06192,294.5035,297.54654
1.92276e+07,0,297.11194,294.52228,297.60226
1.92282e+07,0,297.16074,294.54108,297.65652
1.92288e+07,0,297.20813,294.55984,297.70905
1.92294e+07,0,297.25394,294.57852,297.75952
1.923e+07,0,297.29785,294.59702,297.80762
1.92306e+07,0,297.33972,294.61523,297.85306
1.92312e+07,0,297.37933,294.63315,297.89554
1.92318e+07,0,297.41644,294.65063,297.93475
1.92324e+07,0,297.4508,294.66763,297.9704
1.9233e+07,0,297.48248,294.6841,298.00238
1.92336e+07,0,297.5131,294.70047,298.0327
1.92342e+07,0,297.53964,294.71594,298.0582
1.92348e+07,0,297.56235,294.73056,298.0791
1.92354e+07,0,297.5814,294.74432,298.0957
1.9236e+07,0,297.597,294.7573,298.10825
1.92366e+07,0,297.60928,294.76944,298.117
1.92372e+07,0,297.6185,294.7808,298.12222
1.92378e+07,0,297.62482,294.79135,298.12418
1.92384e+07,0,297.62845,294.80118,298.1231
1.9239e+07,0,297.62955,294.81024,298.11932
1.92396e+07,0,297.62833,294.81857,298.11304
1.92402e+07,0,297.625,294.8262,298.10452
1.92408e+07,0,297.6197,294.83313,298.09402
1.92414e+07,0,297.61267,294.83936,298.08185
1.9242e+07,0,297.6041,294.84485,298.06824
1.92426e+07,0,297.5938,294.8498,298.05298
1.92432e+07,0,297.5816,294.85422,298.03577
1.92438e+07,0,297.5673,294.85803,298.01642
1.92444e+07,0,297.5507,294.86118,297.9948
1.9245e+07,0,297.53165,294.86356,297.97076
1.92456e+07,0,297.51,294.86514,297.9441
1.92462e+07,0,297.40717,294.86578,297.83575
1.92468e+07,0,297.3081,294.86554,297.73056
1.92474e+07,0,297.21204,294.86444,297.62863
1.9248e+07,0,297.11896,294.86258,297.52994
1.92486e+07,0,297.0288,294.85995,297.43436
1.92492e+07,0,296.94165,294.8566,297.34164
1.92498e+07,0,296.8574,294.8526,297.2523
1.92504e+07,0,296.77588,294.84796,297.1668
1.9251e+07,0,296.6968,294.84274,297.08575
1.92516e+07,0,296.6209,294.83694,297.00916
1.92522e+07,0,296.54883,294.83047,296.93683
1.92528e+07,0,296.48062,294.82355,296.8687
1.92534e+07,0,296.4163,294.81625,296.80475
