,Qheating_building_W,Tair_dayzone_K,Tair_nightzone_K
0,1497.3954,293.18033,293.1516
600,1047.0862,293.1187,293.14987
1200,968.8519,293.06427,293.15
1800,938.01294,293.016,293.15
2400,919.5848,292.97302,293.15
3000,905.5829,292.93457,293.15
3600,894.05444,292.90005,293.15
4200,885.2213,292.8687,293.14996
4800,877.6514,292.8402,293.14996
5400,870.8674,292.81415,293.14996
6000,864.87897,292.79016,293.14996
6600,859.52704,292.76797,293.14996
7200,854.63794,292.74738,293.14996
7800,850.1104,292.7281,293.14993
8400,845.93005,292.70996,293.14993
9000,842.0246,292.69287,293.14993
9600,838.3216,292.67664,293.14993
10200,834.7922,292.6612,293.14993
10800,831.4219,292.6464,293.14993
11400,827.1982,292.63232,293.14996
12000,823.1914,292.61884,293.14996
12600,819.48846,292.60583,293.14996
13200,815.84326,292.59326,293.14996
13800,812.34283,292.5811,293.14996
14400,808.92914,292.56924,293.14996
15000,805.4966,292.55774,293.14996
15600,802.1596,292.54654,293.14996
16200,798.89056,292.53555,293.14996
16800,795.704,292.5248,293.14996
17400,792.55493,292.51428,293.14996
18000,789.45953,292.50394,293.14996
18600,786.5232,292.49374,293.14996
19200,783.5868,292.48367,293.14996
19800,780.6691,292.4738,293.14996
20400,777.8401,292.464,293.14996
21000,775.0526,292.45435,293.14996
21600,772.3187,292.4448,293.14996
22200,768.6302,292.43552,293.15
22800,765.12555,292.4264,293.15
23400,761.8028,292.41742,293.15
24000,758.573,292.40857,293.15
24600,755.39905,292.39984,293.15
25200,752.2705,292.39124,293.15
25800,749.13165,292.38278,293.15
26400,746.0217,292.3744,293.15
27000,742.9986,292.36615,293.15
27600,740.01483,292.35797,293.15
28200,737.0206,292.34988,293.15
28800,0.0,292.3944,293.01025
29400,0.0,292.42084,292.9174
30000,0.0,292.44464,292.83722
30600,0.0,292.4668,292.76718
31200,0.0,292.4876,292.70605
31800,0.0,292.5073,292.65286
32400,0.0,292.52606,292.60672
33000,0.0,292.54718,292.57013
33600,0.0,292.5688,292.5405
34200,0.0,292.59085,292.51712
34800,0.0,292.61343,292.4994
35400,0.0,292.6365,292.48688
36000,0.0,292.66013,292.47906
36600,0.0,292.68326,292.4745
37200,0.0,292.7066,292.47345
37800,0.0,292.73016,292.47568
38400,0.0,292.75406,292.48096
39000,0.0,292.7783,292.48898
39600,0.0,292.80292,292.4996
40200,0.0,292.82556,292.51013
40800,0.0,292.8478,292.52188
41400,0.0,292.8698,292.53485
42000,0.0,292.8916,292.54898
42600,0.0,292.91333,292.56412
43200,0.0,292.93503,292.58026
43800,0.0,292.95142,292.59177
44400,0.0,292.966,292.602
45000,0.0,292.9791,292.61115
