Time [s],T office north [K],T office south [K],T corridor [K],heating power office north [W],heating power office south [W],heating power corridor [W],cooling power office north [W],cooling power office south [W],cooling power corridor [W]
4492800,290.81735,290.89536,290.1846,0,0,4003.7446,0,0,0
4493400,290.79062,290.86826,290.31494,0,0,3115.3293,0,0,0
4494000,290.7638,290.8411,290.36713,0,0,1829.9198,0,0,0
4494600,290.73688,290.81384,290.34174,0,0,617.815,0,0,0
4495200,290.7099,290.7865,290.26395,0,0,0,0,0,0
4495800,290.68286,290.75906,290.18228,0,0,0,0,0,0
4496400,290.65576,290.7316,290.11038,0,0,0,0,0,0
4497000,290.6286,290.70407,290.05072,0,0,283.24786,0,0,0
4497600,290.60144,290.67654,290.02762,0,0,1015.2385,0,0,0
4498200,290.57434,290.64905,290.0462,0,0,1675.2379,0,0,0
4498800,290.54733,290.62167,290.09164,0,0,2080.254,0,0,0
4499400,290.52048,290.59445,290.14438,0,0,2166.235,0,0,0
4500000,290.4938,290.56744,290.18658,0,0,1979.3612,0,0,0
4500600,290.46738,290.54065,290.2075,0,0,1641.7876,0,0,0
4501200,290.4412,290.51407,290.2054,0,0,1294.5337,0,0,0
4501800,290.41513,290.48767,290.18604,0,0,1051.7825,0,0,0
4502400,290.38925,290.46143,290.15912,0,0,969.55176,0,0,0
4503000,290.36346,290.43527,290.13446,0,0,1041.7318,0,0,0
4503600,290.33777,290.4092,290.119,0,0,1218.0872,0,0,0
4504200,290.31216,290.38324,290.11542,0,0,1427.9574,0,0,0
4504800,290.28665,290.35736,290.12225,0,0,1605.5394,0,0,0
4505400,290.2612,290.33157,290.1351,0,0,1709.3534,0,0,0
4506000,290.23587,290.30588,290.14877,0,0,1729.3467,0,0,0
4506600,290.2107,290.28036,290.159,0,0,1682.8551,0,0,0
4507200,290.18576,290.25507,290.16345,0,0,1603.4125,0,0,0
4507800,290.16104,290.22998,290.16205,0,0,1527.0292,0,0,0
4508400,290.13654,290.20514,290.1564,0,0,1480.5911,0,0,0
4509000,290.11215,290.18042,290.14917,0,0,1477.4432,0,0,0
4509600,290.08792,290.15582,290.1429,0,0,1514.5364,0,0,0
4510200,290.06375,290.13132,290.13937,0,0,1576.6718,0,0,0
4510800,290.03964,290.1069,290.13907,0,0,1644.0491,0,0,0
4511400,290.01563,290.08252,290.14142,0,0,1698.9832,0,0,0
4512000,289.99167,290.05823,290.1451,0,0,1732.0983,0,0,0
4512600,289.9678,290.034,290.14868,0,0,1742.9365,0,0,0
4513200,289.94397,290.00986,290.15115,0,0,1737.8931,0,0,0
4513800,289.92023,289.98578,290.15207,0,0,1725.9562,0,0,0
4514400,289.89655,289.96176,290.1514,0,0,1716.2866,0,0,0
4515000,289.873,289.93784,290.14966,0,0,1715.8691,0,0,0
4515600,289.8495,289.91403,290.14758,0,0,1727.6794,0,0,0
4516200,289.8262,289.89038,290.14594,0,0,1749.876,0,0,0
4516800,289.80325,289.86713,290.1451,0,0,1777.7275,0,0,0
4517400,289.78116,289.84494,290.14514,0,0,1806.079,0,0,0
4518000,289.76065,289.82507,290.1459,0,0,1830.7631,0,0,0
4518600,290.00842,289.85718,290.25543,21107.969,12578.259,1280.2797,0,0,0
4519200,291.1535,290.77582,290.31116,41277.242,35942.438,338.1209,0,0,0
4519800,292.5726,292.1824,290.31888,48000,46854.156,0,0,0,0
4520400,293.68347,293.43228,290.32477,44615.05,45896.45,0,0,0,0
4521000,294.25903,294.1778,290.3312,35074.344,37337.008,0,0,0,0
4521600,294.31927,294.3714,290.33798,24287.73,26244.877,0,0,0,0
4522200,294.0316,294.15005,290.34445,15723.325,16662.045,0,0,0,0
4522800,293.6073,293.7294,290.3506,10944.871,10749.562,0,0,0,0
4523400,293.21768,293.30356,290.35645,9826.984,8784.018,0,0,0,0
4524000,292.96057,292.99542,290.36212,11264.606,9829.065,0,0,0,0
4524600,292.8624,292.85208,290.3677,13817.3,12417.948,0,0,0,0
4525200,292.89468,292.85672,290.37326,16237.716,15154.618,0,0,0,0
4525800,293.00082,292.95517,290.3788,17767.992,17097.816,0,0,0,0
4526400,293.12213,293.08444,290.3844,18190.338,17879.674,0,0,0,0
4527000,293.21606,293.1942,290.38998,17704.129,17616.418,0,0,0,0
4527600,293.2641,293.2585,290.39563,16713.309,16698.15,0,0,0,0
4528200,293.2692,293.2763,290.40143,15621.714,15558.069,0,0,0,0
4528800,293.24628,293.26138,290.4074,14714.028,14521.136,0,0,0,0
4529400,293.21582,293.23526,290.4139,14079.37,13716.321,0,0,0,0
4530000,293.195,293.2166,290.42163,13644.926,13090.713,0,0,0,0
4530600,293.18964,293.2112,290.431,13280.966,12532.206,0,0,0,0
4531200,293.19702,293.2155,290.4421,12875.714,11954.571,0,0,0,0
4531800,293.2093,293.22125,290.45468,12366.779,11326.119,0,0,0,0
4532400,293.2165,293.2192,290.4681,11780.503,10699.303,0,0,0,0
4533000,293.21225,293.20563,290.48172,11208.823,10172.373,0,0,0,0
4533600,293.199,293.1855,290.49533,10741.189,9817.199,0,0,0,0
4534200,293.18338,293.16666,290.50897,10415.5205,9639.858,0,0,0,0
4534800,293.171,293.15506,290.52274,10211.672,9583.5,0,0,0,0
4535400,293.16437,293.1522,290.5366,10076.18,9564.469,0,0,0,0
4536000,293.16302,293.15564,290.5506,9955.777,9517.486,0,0,0,0
4536600,293.16525,293.1622,290.56467,9820.476,9415.852,0,0,0,0
4537200,293.16867,293.16864,290.5788,9657.01,9256.784,0,0,0,0
4537800,293.17166,293.17307,290.593,9466.354,9054.668,0,0,0,0
4538400,293.1736,293.17603,290.6072,9256.563,8824.088,0,0,0,0
4539000,293.1752,293.18103,290.62164,9032.962,8548.733,0,0,0,0
4539600,293.17722,293.1882,290.63635,8790.768,8211.324,0,0,0,0
4540200,293.18045,293.19754,290.65152,8519.878,7793.0103,0,0,0,0
4540800,293.18497,293.20816,290.66727,8209.993,7282.618,0,0,0,0
4541400,293.19012,293.21906,290.68372,7855.257,6676.1714,0,0,0,0
4542000,293.19464,293.22723,290.70084,7460.3193,5995.6216,0,0,0,0
4542600,293.19748,293.23102,290.71866,7037.427,5273.444,0,0,0,0
4543200,293.19772,293.22946,290.7371,6607.4917,4554.456,0,0,0,0
4543800,293.1954,293.2241,290.75607,6193.7085,3876.0027,0,0,0,0
4544400,293.19165,293.21774,290.77554,5811.345,3251.713,0,0,0,0
4545000,293.1878,293.21225,290.7955,5464.378,2681.447,0,0,0,0
4545600,293.18466,293.20755,290.81592,5148.357,2157.8188,0,0,0,0
4546200,293.1821,293.20056,290.83673,4856.7856,1693.475,0,0,0,0
4546800,293.1793,293.1879,290.85785,4589.564,1332.3757,0,0,0,0
4547400,293.1752,293.16956,290.87912,4356.1997,1125.4451,0,0,0,0
4548000,293.16888,293.148,290.9003,4175.842,1106.9972,0,0,0,0
4548600,293.16037,293.12738,290.92114,4068.4534,1278.4594,0,0,0,0
4549200,293.15137,293.11362,290.94153,4042.5576,1589.8961,0,0,0,0
4549800,293.14435,293.11096,290.9613,4091.522,1946.5608,0,0,0,0
4550400,293.1402,293.11578,290.98065,4176.3794,2263.2075,0,0,0,0
4551000,293.1392,293.12543,290.99957,4273.0137,2498.8062,0,0,0,0
4551600,293.1407,293.13632,291.0181,4360.18,2637.8235,0,0,0,0
4552200,293.14325,293.14456,291.03625,4425.3643,2696.7185,0,0,0,0
4552800,293.14508,293.14716,291.05402,4471.367,2721.1353,0,0,0,0
4553400,293.14502,293.14334,291.0713,4513.9097,2768.789,0,0,0,0
4554000,293.1425,293.13455,291.08804,4575.1924,2889.7444,0,0,0,0
4554600,293.138,293.12393,291.10422,4674.5503,3107.1047,0,0,0,0
4555200,293.1328,293.1148,291.1197,4820.847,3412.4102,0,0,0,0
4555800,293.12857,293.10983,291.13452,5008.4595,3770.8975,0,0,0,0
4556400,293.12643,293.11017,291.1487,5219.4277,4134.9565,0,0,0,0
4557000,293.12683,293.1149,291.1623,5430.761,4461.343,0,0,0,0
4557600,293.1292,293.12192,291.17535,5622.6133,4725.048,0,0,0,0
4558200,292.947,292.97824,291.06638,0,0,0,0,0,0
4558800,292.78693,292.84686,290.96994,0,0,0,0,0,0
4559400,292.64804,292.72876,290.88483,0,0,0,0,0,0
4560000,292.52594,292.6209,290.8099,0,0,0,0,0,0
4560600,292.4178,292.52353,290.74527,0,0,0,0,0,0
4561200,292.31924,292.43506,290.68817,0,0,0,0,0,0
4561800,292.22815,292.35303,290.63623,0,0,0,0,0,0
4562400,292.14407,292.27686,290.5888,0,0,0,0,0,0
4563000,292.06732,292.2068,290.54602,0,0,0,0,0,0
4563600,291.997,292.14203,290.5072,0,0,0,0,0,0
4564200,291.93246,292.08203,290.47192,0,0,0,0,0,0
4564800,291.87296,292.02625,290.43967,0,0,0,0,0,0
4565400,291.8175,291.9738,290.4098,0,0,0,0,0,0
4566000,291.766,291.92462,290.3823,0,0,0,0,0,0
4566600,291.71744,291.8779,290.35648,0,0,0,0,0,0
4567200,291.6716,291.8335,290.33224,0,0,0,0,0,0
4567800,291.62802,291.791,290.30923,0,0,0,0,0,0
4568400,291.58636,291.7501,290.2873,0,0,0,0,0,0
4569000,291.54636,291.71054,290.2663,0,0,0,0,0,0
4569600,291.5077,291.67215,290.2461,0,0,0,0,0,0
4570200,291.47018,291.6347,290.2266,0,0,0,0,0,0
4570800,291.43372,291.5981,290.20776,0,0,0,0,0,0
4571400,291.39807,291.56226,290.18948,0,0,0,0,0,0
4572000,291.363,291.5269,290.17163,0,0,0,0,0,0
4572600,291.32843,291.49194,290.1541,0,0,0,0,0,0
4573200,291.2943,291.45737,290.13693,0,0,0,0,0,0
4573800,291.2606,291.42316,290.11996,0,0,0,0,0,0
4574400,291.22723,291.38925,290.1032,0,0,0,0,0,0
4575000,291.19424,291.35565,290.08664,0,0,0,0,0,0
4575600,291.16147,291.32227,290.07016,0,0,0,0,0,0
4576200,291.129,291.28915,290.05383,0,0,0,0,0,0
4576800,291.09683,291.2563,290.03766,0,0,0,0,0,0
4577400,291.0649,291.2237,290.02164,0,0,0,0,0,0
4578000,291.0332,291.19125,290.00568,0,0,0,0,0,0
4578600,291.00165,291.159,289.9898,0,0,0,0,0,0
4579200,290.97028,291.12686,289.974,0,0,0,0,0,0
4579800,290.93887,291.09473,289.9581,0,0,0,0,0,0
4580400,290.90735,291.06244,289.94202,0,0,0,0,0,0
4581000,290.8756,291.02994,289.9257,0,0,0,0,0,0
4581600,290.84366,290.99722,289.90912,0,0,0,0,0,0
4582200,290.81152,290.96432,289.8924,0,0,0,0,0,0
4582800,290.7792,290.93124,289.87546,0,0,0,0,0,0
4583400,290.74677,290.89804,289.85837,0,0,0,0,0,0
4584000,290.71414,290.86465,289.84116,0,0,0,0,0,0
4584600,290.68143,290.83118,289.82382,0,0,0,0,0,0
4585200,290.6486,290.79758,289.80637,0,0,0,0,0,0
4585800,290.61566,290.7639,289.78882,0,0,0,0,0,0
4586400,290.58267,290.73013,289.7712,0,0,0,0,0,0
4587000,290.54968,290.69635,289.75357,0,0,0,0,0,0
4587600,290.5167,290.66263,289.7359,0,0,0,0,0,0
4588200,290.4838,290.62897,289.71826,0,0,0,0,0,0
4588800,290.451,290.5954,289.70627,0,0,465.81253,0,0,0
4589400,290.41833,290.56198,289.78198,0,0,2804.2615,0,0,0
4590000,290.38583,290.52872,289.95068,0,0,4199.812,0,0,0
4590600,290.35355,290.49567,290.14392,0,0,4428.823,0,0,0
4591200,290.32147,290.46283,290.298,0,0,3663.5527,0,0,0
4591800,290.28955,290.43018,290.37283,0,0,2351.6978,0,0,0
4592400,290.2578,290.39767,290.36203,0,0,1026.0785,0,0,0
4593000,290.22623,290.36533,290.28775,0,0,101.12029,0,0,0
4593600,290.19476,290.33313,290.1926,0,0,0,0,0,0
4594200,290.16345,290.3011,290.1072,0,0,0,0,0,0
4594800,290.13223,290.26913,290.04196,0,0,528.973,0,0,0
4595400,290.10114,290.23727,290.02084,0,0,1307.1805,0,0,0
4596000,290.0701,290.20554,290.04312,0,0,1990.3492,0,0,0
4596600,290.03915,290.17386,290.09183,0,0,2396.5762,0,0,0
4597200,290.0083,290.14227,290.14667,0,0,2469.3708,0,0,0
4597800,289.9774,290.11063,290.1894,0,0,2266.152,0,0,0
4598400,289.946,290.07855,290.2092,0,0,1918.099,0,0,0
4599000,289.91388,290.04572,290.20468,0,0,1574.1296,0,0,0
4599600,289.88095,290.0121,290.1824,0,0,1350.7307,0,0,0
4600200,289.84747,289.9779,290.1531,0,0,1302.1066,0,0,0
4600800,289.81393,289.9437,290.12762,0,0,1415.1794,0,0,0
4601400,289.781,289.91006,290.11334,0,0,1627.56,0,0,0
4602000,289.74884,289.8772,290.11234,0,0,1859.1221,0,0,0
4602600,289.71744,289.84512,290.12207,0,0,2040.7716,0,0,0
4603200,289.68683,289.8138,290.13733,0,0,2133.3132,0,0,0
4603800,289.65698,289.7833,290.15228,0,0,2133.1072,0,0,0
4604400,289.62796,289.7536,290.1624,0,0,2065.549,0,0,0
4605000,290.10052,289.72174,290.27448,30565.834,15602.417,1403.9166,0,0,0
4605600,291.39435,290.6574,290.32617,48000,40070.918,364.67078,0,0,0
4606200,292.66095,292.05402,290.3255,48000,48000,0,0,0,0
4606800,293.58362,293.18237,290.32147,45506.35,47725.67,0,0,0,0
4607400,294.06342,293.9134,290.31775,37653.363,41611.227,0,0,0,0
4608000,294.1161,294.1689,290.31436,28752.674,32477.26,0,0,0,0
4608600,293.88348,294.0471,290.31122,21646.941,23991.604,0,0,0,0
4609200,293.53757,293.72247,290.30838,17612.156,18259.025,0,0,0,0
4609800,293.21964,293.36395,290.3058,16574.982,15826.868,0,0,0,0
4610400,293.00964,293.08548,290.3035,17627.85,16086.128,0,0,0,0
4611000,292.9286,292.93762,290.30148,19596.533,17884.125,0,0,0,0
4611600,292.95337,292.91623,290.2998,21465.576,20037.998,0,0,0,0
4612200,293.03842,292.9823,290.29846,22622.926,21692.045,0,0,0,0
4612800,293.1364,293.0848,290.29742,22885.736,22440.453,0,0,0,0
4613400,293.21292,293.1796,290.29672,22409.033,22297.104,0,0,0,0
4614000,293.25235,293.2406,290.29633,21517.938,21542.87,0,0,0,0
4614600,293.25565,293.26093,290.29623,20551.953,20547.79,0,0,0,0
4615200,293.23474,293.24902,290.29648,19751.693,19624.33,0,0,0,0
4615800,293.2044,293.21997,290.297,19221.469,18950.771,0,0,0,0
4616400,293.17618,293.1878,290.29776,18950.953,18568.258,0,0,0,0
4617000,293.15662,293.162,290.2987,18869.242,18429.111,0,0,0,0
4617600,293.14798,293.1474,290.2998,18881.773,18439.176,0,0,0,0
4618200,293.149,293.14447,290.30112,18898.295,18492.537,0,0,0,0
4618800,293.15604,293.1501,290.30267,18857.014,18504.691,0,0,0,0
4619400,293.16498,293.1597,290.30457,18734.422,18431.855,0,0,0,0
4620000,293.17273,293.16922,290.30682,18538.766,18270.518,0,0,0,0
4620600,293.17752,293.17603,290.30945,18295.553,18043.43,0,0,0,0
4621200,293.17896,293.17902,290.31247,18034.846,17784.059,0,0,0,0
4621800,293.1776,293.17847,290.31583,17782.863,17524.967,0,0,0,0
4622400,293.17453,293.17548,290.31952,17556.955,17290.146,0,0,0,0
4623000,293.17087,293.17142,290.32346,17363.982,17091.365,0,0,0,0
4623600,293.1676,293.16754,290.32764,17201.553,16928.412,0,0,0,0
4624200,293.1653,293.16473,290.33206,17061.3,16792.617,0,0,0,0
4624800,293.1641,293.1632,290.33667,16933.463,16672.488,0,0,0,0
4625400,293.16357,293.16257,290.34143,16810.428,16558.393,0,0,0,0
4626000,293.16333,293.16235,290.34637,16688.645,16445.25,0,0,0,0
4626600,293.16278,293.16187,290.35147,16569.84,16334.305,0,0,0,0
4627200,293.16165,293.1607,290.35666,16460.459,16232.866,0,0,0,0
4627800,293.16025,293.1592,290.362,16364.89,16146.069,0,0,0,0
4628400,293.15918,293.15814,290.3674,16280.908,16071.324,0,0,0,0
4629000,293.15833,293.1574,290.37286,16206.266,16004.901,0,0,0,0
4629600,293.1576,293.1568,290.37833,16140.094,15945.473,0,0,0,0
4630200,293.15686,293.1562,290.3838,16080.541,15891.674,0,0,0,0
4630800,293.1562,293.15558,290.38922,16026.036,15842.302,0,0,0,0
4631400,293.15555,293.15503,290.39465,15976.2295,15797.264,0,0,0,0
4632000,293.15494,293.15445,290.40005,15930.854,15756.343,0,0,0,0
4632600,293.1544,293.15396,290.40543,15890.355,15720.044,0,0,0,0
4633200,293.1539,293.15347,290.4108,15853.971,15687.651,0,0,0,0
4633800,293.15347,293.15305,290.41614,15820.25,15657.899,0,0,0,0
4634400,293.1531,293.1527,290.42145,15789.805,15631.32,0,0,0,0
4635000,293.15277,293.1524,290.42676,15762.632,15607.914,0,0,0,0
4635600,293.15244,293.15204,290.43204,15740.062,15589.016,0,0,0,0
4636200,293.15192,293.15152,290.4372,15723.731,15576.272,0,0,0,0
4636800,293.15134,293.15094,290.44232,15712.166,15568.201,0,0,0,0
4637400,293.1507,293.1503,290.4474,15705.666,15565.103,0,0,0,0
4638000,293.1499,293.14954,290.45227,15708.867,15571.607,0,0,0,0
4638600,293.14905,293.14868,290.45703,15719.168,15585.117,0,0,0,0
4639200,293.1481,293.14774,290.46167,15736.568,15605.633,0,0,0,0
4639800,293.1475,293.14716,290.46622,15755.251,15627.329,0,0,0,0
4640400,293.1472,293.14685,290.4706,15775.661,15650.652,0,0,0,0
4641000,293.14706,293.14676,290.47485,15799.324,15677.131,0,0,0,0
4641600,293.1477,293.1474,290.47894,15811.811,15692.243,0,0,0,0
4642200,293.14856,293.1483,290.483,15819.697,15702.713,0,0,0,0
4642800,293.1488,293.14853,290.48682,15829.526,15715.062,0,0,0,0
4643400,293.14883,293.14856,290.49054,15840.122,15728.151,0,0,0,0
4644000,293.14764,293.14737,290.49396,15863.87,15754.369,0,0,0,0
4644600,292.88113,292.88403,290.37518,0,0,0,0,0,0
4645200,292.61807,292.62424,290.269,0,0,0,0,0,0
4645800,292.38834,292.3966,290.17493,0,0,0,0,0,0
4646400,292.1857,292.19623,290.09097,0,0,0,0,0,0
4647000,292.00842,292.021,290.0152,0,0,0,0,0,0
4647600,291.85278,291.86713,289.94647,0,0,0,0,0,0
4648200,291.7156,291.7314,289.88434,0,0,0,0,0,0
4648800,291.59387,291.61093,289.82816,0,0,0,0,0,0
4649400,291.4854,291.5035,289.77725,0,0,0,0,0,0
4650000,291.3879,291.40683,289.73096,0,0,0,0,0,0
4650600,291.2994,291.31903,289.68863,0,0,0,0,0,0
4651200,291.21838,291.23856,289.64966,0,0,0,0,0,0
4651800,291.14362,291.16428,289.6136,0,0,0,0,0,0
4652400,291.07388,291.09488,289.5799,0,0,0,0,0,0
4653000,291.0085,291.02982,289.5483,0,0,0,0,0,0
4653600,290.94675,290.96826,289.51843,0,0,0,0,0,0
4654200,290.88803,290.9097,289.49,0,0,0,0,0,0
4654800,290.83188,290.85367,289.48813,0,0,1767.7244,0,0,0
4655400,290.77798,290.79987,289.65073,0,0,5013.0347,0,0,0
4656000,290.7261,290.74805,289.9283,0,0,6651.5547,0,0,0
4656600,290.676,290.69797,290.2129,0,0,6536.1123,0,0,0
4657200,290.6274,290.64938,290.41452,0,0,5091.141,0,0,0
4657800,290.58014,290.6021,290.48975,0,0,3061.4207,0,0,0
4658400,290.53394,290.5559,290.44363,0,0,1201.1029,0,0,0
4659000,290.48862,290.51053,290.31805,0,0,40.92774,0,0,0
4659600,290.44397,290.46585,290.17642,0,0,0,0,0,0
4660200,290.39984,290.42166,290.05527,0,0,207.74306,0,0,0
4660800,290.35608,290.37787,289.9801,0,0,1183.852,0,0,0
4661400,290.31262,290.33432,289.97366,0,0,2269.859,0,0,0
4662000,290.26935,290.291,290.02045,0,0,3114.9941,0,0,0
4662600,290.22626,290.2478,290.0949,0,0,3527.709,0,0,0
4663200,290.18332,290.2048,290.16873,0,0,3483.092,0,0,0
4663800,290.14056,290.16196,290.21884,0,0,3101.767,0,0,0
4664400,290.09793,290.11923,290.23477,0,0,2584.5337,0,0,0
4665000,290.05545,290.07666,290.21918,0,0,2135.997,0,0,0
4665600,290.01312,290.03424,290.18448,0,0,1888.9497,0,0,0
4666200,289.97092,289.99194,290.14584,0,0,1876.1754,0,0,0
4666800,289.92883,289.94977,290.11554,0,0,2053.7625,0,0,0
4667400,289.88687,289.9077,290.10007,0,0,2340.2722,0,0,0
4668000,289.84503,289.86578,290.10098,0,0,2638.244,0,0,0
4668600,289.80328,289.82394,290.11465,0,0,2866.1904,0,0,0
4669200,289.76166,289.7822,290.13452,0,0,2981.2588,0,0,0
4669800,289.7201,289.7405,290.1533,0,0,2981.4285,0,0,0
4670400,289.6786,289.6989,290.1655,0,0,2898.6355,0,0,0
4671000,289.63712,289.65735,290.16873,0,0,2785.5325,0,0,0
4671600,289.59567,289.6158,290.1639,0,0,2693.2654,0,0,0
4672200,289.55417,289.57422,290.15417,0,0,2655.8035,0,0,0
4672800,289.51266,289.5326,290.14343,0,0,2683.0752,0,0,0
4673400,289.52032,289.49445,290.13528,3606.259,798.5585,2765.3748,0,0,0
4674000,289.70508,289.59442,290.13177,7995.546,6098.4717,2873.7673,0,0,0
4674600,289.97183,289.83603,290.1331,10017.578,9346.046,2978.8237,0,0,0
4675200,290.2152,290.10294,290.13782,9744.332,10148.771,3057.942,0,0,0
4675800,290.367,290.30615,290.1439,7933.766,8975.029,3100.8335,0,0,0
4676400,290.40564,290.4011,290.14923,5608.0854,6770.9365,3109.9404,0,0,0
4677000,290.34903,290.3873,290.15234,3674.8547,4541.946,3097.5637,0,0,0
4677600,290.2407,290.29782,290.15265,2680.6248,3040.6658,3080.5688,0,0,0
4678200,290.13007,290.18237,290.15067,2713.845,2580.0972,3073.7158,0,0,0
4678800,290.05353,290.0856,290.14752,3501.161,3041.8188,3085.186,0,0,0
4679400,290.02573,290.03302,290.14438,4614.712,4052.9631,3116.0493,0,0,0
4680000,290.0419,290.02905,290.1422,5639.8794,5169.7153,3161.3413,0,0,0
4680600,290.08453,290.06128,290.14145,6303.8643,6035.728,3212.6753,0,0,0
4681200,290.13287,290.1093,290.142,6527.049,6477.309,3261.7842,0,0,0
4681800,290.17023,290.1538,290.14343,6388.0107,6500.7744,3302.9463,0,0,0
4682400,290.18787,290.18176,290.14508,6057.432,6241.2344,3334.1409,0,0,0
4683000,290.18546,290.18887,290.1464,5721.3,5886.7144,3356.8716,0,0,0
4683600,290.16907,290.17838,290.14703,5517.951,5605.0894,3374.8804,0,0,0
4684200,290.1477,290.15833,290.147,5506.484,5496.6304,3392.5005,0,0,0
4684800,290.12955,290.13773,290.14642,5668.34,5579.124,3413.197,0,0,0
4685400,290.11966,290.12335,290.1456,5933.7505,5803.8696,3438.6997,0,0,0
4686000,290.11908,290.11826,290.14487,6217.705,6089.039,3468.8765,0,0,0
4686600,290.12564,290.12173,290.1444,6449.8833,6353.448,3502.2122,0,0,0
4687200,290.13544,290.13052,290.14432,6593.8477,6542.515,3536.5405,0,0,0
4687800,290.14438,290.14026,290.14453,6652.8315,6641.374,3569.7813,0,0,0
4688400,290.15002,290.14767,290.14493,6655.7285,6668.3164,3600.5793,0,0,0
4689000,290.15176,290.15134,290.14545,6639.5503,6658.0786,3628.3547,0,0,0
4689600,290.15033,290.15152,290.14594,6633.4683,6643.012,3653.129,0,0,0
4690200,290.1473,290.1495,290.14636,6653.4214,6644.271,3675.2864,0,0,0
4690800,290.1446,290.14734,290.1467,6699.219,6666.207,3695.3525,0,0,0
4691400,290.14435,290.1478,290.14703,6751.627,6687.7256,3713.208,0,0,0
4692000,290.14673,290.152,290.14752,6780.1787,6667.909,3727.8726,0,0,0
4692600,290.15085,290.15933,290.14822,6776.7437,6591.642,3739.0334,0,0,0
4693200,290.15588,290.16855,290.14914,6730.4224,6436.96,3745.0513,0,0,0
4693800,290.16074,290.17795,290.15015,6640.5757,6198.8813,3745.0579,0,0,0
4694400,290.16446,290.18576,290.15112,6516.8403,5889.465,3739.2957,0,0,0
4695000,290.16586,290.18845,290.15186,6373.66,5541.945,3728.2832,0,0,0
4695600,290.1652,290.18582,290.1522,6236.431,5218.5747,3714.8647,0,0,0
4696200,290.16357,290.1806,290.1523,6112.3623,4936.7124,3701.075,0,0,0
4696800,290.1615,290.1741,290.15222,6006.3384,4711.3613,3687.7585,0,0,0
4697400,290.15976,290.16852,290.15207,5915.9653,4536.735,3675.3054,0,0,0
4698000,290.1589,290.16528,290.15198,5833.8813,4392.7813,3663.4048,0,0,0
4698600,290.15906,290.1648,290.15204,5751.6167,4256.0645,3651.2402,0,0,0
4699200,290.16006,290.1668,290.15228,5661.1313,4104.953,3637.6472,0,0,0
4699800,290.16144,290.17,290.15268,5558.077,3924.8765,3621.68,0,0,0
4700400,290.16272,290.17313,290.1531,5445.108,3720.3394,3603.3655,0,0,0
4701000,290.16364,290.17548,290.15353,5323.8467,3494.7861,3582.5193,0,0,0
4701600,290.16406,290.1766,290.1539,5198.339,3258.0361,3559.4294,0,0,0
4702200,290.16394,290.17636,290.15417,5072.724,3020.5432,3534.6274,0,0,0
4702800,290.16342,290.17508,290.15433,4950.639,2791.773,3508.8413,0,0,0
4703400,290.16266,290.1731,290.15436,4835.017,2579.4963,3482.7183,0,0,0
4704000,290.16183,290.17093,290.15433,4726.7266,2386.51,3456.615,0,0,0
4704600,290.1612,290.1691,290.15433,4624.6177,2210.6682,3430.5574,0,0,0
4705200,290.16077,290.16772,290.1544,4526.6655,2048.1946,3404.197,0,0,0
4705800,290.16064,290.1673,290.15454,4430.4727,1891.3444,3377.094,0,0,0
4706400,290.16077,290.16818,290.15475,4333.9067,1729.2944,3348.8047,0,0,0
4707000,290.1609,290.17,290.155,4236.334,1552.6075,3319.1318,0,0,0
4707600,290.1608,290.17184,290.1552,4139.3125,1359.8717,3288.1838,0,0,0
4708200,290.16037,290.17294,290.15533,4045.1294,1155.359,3256.2502,0,0,0
4708800,290.15964,290.17276,290.15543,3956.6174,948.88934,3223.76,0,0,0
4709400,290.15872,290.1713,290.15543,3876.13,752.76324,3191.1697,0,0,0
4710000,290.15775,290.16895,290.15536,3804.5247,576.5898,3158.8218,0,0,0
4710600,290.15686,290.1663,290.1553,3741.3416,424.64432,3126.915,0,0,0
4711200,290.1561,290.16388,290.1552,3685.4285,296.15585,3095.4932,0,0,0
4711800,290.15546,290.16196,290.15518,3635.5676,186.54497,3064.4512,0,0,0
4712400,290.15497,290.16064,290.15515,3590.39,89.907585,3033.5894,0,0,0
4713000,290.15475,290.16006,290.15515,3547.4548,0,3002.721,0,0,0
4713600,290.1549,290.16156,290.15515,3503.747,0,2971.796,0,0,0
4714200,290.15533,290.16617,290.15512,3456.762,0,2940.9678,0,0,0
4714800,290.15576,290.17346,290.15506,3405.8542,0,2910.5596,0,0,0
4715400,290.15594,290.18192,290.1549,3352.9258,0,2880.9387,0,0,0
4716000,290.15576,290.19022,290.15472,3300.894,0,2852.3748,0,0,0
4716600,290.1552,290.1973,290.1545,3252.9468,0,2825.0303,0,0,0
4717200,290.15436,290.20178,290.1543,3212.1418,0,2799.0308,0,0,0
4717800,290.1533,290.20328,290.15402,3180.6843,0,2774.5454,0,0,0
4718400,290.15216,290.20248,290.15375,3159.4038,0,2751.8066,0,0,0
4719000,290.15106,290.19986,290.15338,3148.0671,0,2731.0884,0,0,0
4719600,290.15012,290.19562,290.15298,3145.779,0,2712.6794,0,0,0
4720200,290.14923,290.18967,290.15256,3151.5159,0,2696.8171,0,0,0
4720800,290.1484,290.18192,290.15213,3164.6653,0,2683.5542,0,0,0
4721400,290.14758,290.17227,290.15173,3185.1973,0,2672.7534,0,0,0
4722000,290.1467,290.16043,290.15137,3213.5981,0,2664.2654,0,0,0
4722600,290.1457,290.14606,290.15103,3250.8164,0,2657.962,0,0,0
