,Qheating_building_W,Tair_dayzone_K,Tair_nightzone_K
0,5387.37548828125,293.6453552246094,293.6448974609375
600,11010.39453125,293.9637145996094,293.9632873535156
1200,9676.609375,294.13995361328125,294.13946533203125
1800,6956.4638671875,294.1403503417969,294.139892578125
2400,6709.5537109375,294.14141845703125,294.1409912109375
3000,6632.125,294.141845703125,294.14141845703125
3600,6584.599609375,294.141845703125,294.1414489746094
4200,6527.5615234375,294.14105224609375,294.1405944824219
4800,6528.41748046875,294.1414489746094,294.1409912109375
5400,6504.7333984375,294.14141845703125,294.1409912109375
6000,6502.08154296875,294.1418151855469,294.141357421875
6600,6452.00830078125,294.14105224609375,294.14056396484375
7200,6445.564453125,294.14105224609375,294.14056396484375
7800,6447.27783203125,294.14141845703125,294.1409606933594
8400,6445.82568359375,294.1418151855469,294.141357421875
9000,6429.8603515625,294.1418151855469,294.141357421875
9600,6388.4453125,294.14105224609375,294.14056396484375
10200,6416.00732421875,294.1418151855469,294.141357421875
10800,6397.931640625,294.1418151855469,294.141357421875
11400,6383.30224609375,294.141845703125,294.1413879394531
12000,6339.7451171875,294.14111328125,294.140625
12600,6335.6103515625,294.14111328125,294.140625
13200,6354.0,294.141845703125,294.1413879394531
13800,6597.91943359375,294.14996337890625,294.14996337890625
14400,6489.5927734375,294.1499328613281,294.1499328613281
15000,6473.00439453125,294.14996337890625,294.14996337890625
15600,6445.4560546875,294.14947509765625,294.1494445800781
16200,6439.23828125,294.14947509765625,294.1494445800781
16800,6297.55859375,294.14581298828125,294.1455993652344
17400,6262.8203125,294.1434631347656,294.1430969238281
18000,6283.533203125,294.1434631347656,294.1430969238281
18600,6238.109375,294.1422424316406,294.14178466796875
19200,6213.796875,294.1414794921875,294.1410217285156
19800,6213.52294921875,294.1414794921875,294.1409912109375
20400,6235.1044921875,294.1422424316406,294.14178466796875
21000,6203.326171875,294.141845703125,294.1413879394531
21600,6198.708984375,294.141845703125,294.1413879394531
22200,6170.60009765625,294.14154052734375,294.14105224609375
22800,6207.7880859375,294.14263916015625,294.1422424316406
23400,6184.630859375,294.14263916015625,294.1422424316406
